图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE03000028,笔、铅笔,1619143494553T0404VE03000028VE010441619143685008,画笔,0,0,1,5,0,画笔,"['hua', 'bi']","['bi', 'qian-bi']","{'word': '画笔', 'pinyin': ""['hua', 'bi']"", 'nearest': ['bi'], 'minDis': 0.0}",0,1,0
VE03000029,雪、冰雪,1619143494553T0404VE03000029VE013381619143734545,雪,0,0,1,4,1,我,['wo'],"['xue', 'bing-xue']","{'word': '我', 'pinyin': ""['wo']"", 'nearest': ['wo'], 'minDis': 3.0}",0,0,0
VE03000029,雪、冰雪,1619146546065T0604VE03000029VE013381619146742133,雪地,0,0,1,3,1,水利,"['shui', 'li']","['xue', 'bing-xue']","{'word': '水利', 'pinyin': ""['shui', 'li']"", 'nearest': ['shui'], 'minDis': 3.0}",0,0,0
VE03000032,尾巴、毛,1619141078429T0504VE03000032VE012831619141248048,毛毛,0,0,1,5,0,毛毛,"['mao', 'mao']","['wei-ba', 'mao']","{'word': '毛毛', 'pinyin': ""['mao', 'mao']"", 'nearest': ['mao'], 'minDis': 0.0}",0,1,0
VE03000036,餐桌、餐厅、餐馆、饭店、吃饭,1656T0403VE03000036VE00698,这是吃饭的地方,0,0,1,2,1,真是生活的结果,"['zhen', 'shi', 'sheng', 'huo', 'de', 'jie', 'guo']","['can-zhuo', 'can-ting', 'can-guan', 'fan-dian', 'chi-fan']","{'word': '真是生活的结果', 'pinyin': ""['zhen', 'shi', 'sheng', 'huo', 'de', 'jie', 'guo']"", 'nearest': ['sheng', 'huo'], 'minDis': 2.3}",0,0,0
VE03000036,餐桌、餐厅、餐馆、饭店、吃饭,1619160775255T0303VE03000036VE006981619161031894,餐桌,0,0,1,3,1,中国,"['zhong', 'guo']","['can-zhuo', 'can-ting', 'can-guan', 'fan-dian', 'chi-fan']","{'word': '中国', 'pinyin': ""['zhong', 'guo']"", 'nearest': ['zhong', 'guo'], 'minDis': 2.8}",0,0,0
VE03000038,瘦、苗条、不胖,1619141495940T0603VE03000038VE008821619141739498,瘦,0,0,1,4,1,嗯嗯,"['en', 'en']","['shou', 'miao-tiao', 'bu-pang']","{'word': '嗯嗯', 'pinyin': ""['en', 'en']"", 'nearest': ['en', 'en'], 'minDis': 3.0}",0,0,0
VE03000038,瘦、苗条、不胖,1619142316969T0303VE03000038VE008821619142513483,瘦,0,0,0,5,1,上网,"['shang', 'wang']","['shou', 'miao-tiao', 'bu-pang']","{'word': '上网', 'pinyin': ""['shang', 'wang']"", 'nearest': ['shang'], 'minDis': 3.0}",0,0,0
VE03000041,跑步、运动、锻炼,1632T0402VE03000041VE01341,在练功,0,0,1,4,0,对，还练功,"['dui', 'huan', 'lian', 'gong']","['pao-bu', 'yun-dong', 'duan-lian']","{'word': '对，还练功', 'pinyin': ""['dui', 'huan', 'lian', 'gong']"", 'nearest': ['huan', 'lian'], 'minDis': 0.5}",0,1,0
VE03000041,跑步、运动、锻炼,1619142625407T0402VE03000041VE013411619142805821,跑,0,0,1,4,1,嗯好,"['en', 'hao']","['pao-bu', 'yun-dong', 'duan-lian']","{'word': '嗯好', 'pinyin': ""['en', 'hao']"", 'nearest': ['en', 'hao'], 'minDis': 3.0}",0,0,0
VE03000050,洗手、龙头,1658T0305VE03000050VE01182,洗洗龙头,0,0,1,3,1,嗯嗯嗯疼,"['en', 'en', 'en', 'teng']","['xi-shou', 'long-tou']","{'word': '嗯嗯嗯疼', 'pinyin': ""['en', 'en', 'en', 'teng']"", 'nearest': ['en', 'en'], 'minDis': 3.0}",0,0,0
VE03000051,翅膀,1653T0505VE03000051VE01292,这是鸟气绑,0,0,1,3,1,等一下继续你要去玩,"['deng', 'yi', 'xia', 'ji', 'xu', 'ni', 'yao', 'qu', 'wan']",['chi-bang'],"{'word': '等一下继续你要去玩', 'pinyin': ""['deng', 'yi', 'xia', 'ji', 'xu', 'ni', 'yao', 'qu', 'wan']"", 'nearest': ['ni', 'yao'], 'minDis': 2.5}",0,0,0
VE03000051,翅膀,1619141317920T0505VE03000051VE012921619141485442,翅膀,0,0,1,4,1,去吧,"['qu', 'ba']",['chi-bang'],"{'word': '去吧', 'pinyin': ""['qu', 'ba']"", 'nearest': ['qu', 'ba'], 'minDis': 2.6}",0,0,0
VE03000052,尖,1619151922067T0503VE03000052VE011561619152121296,铅笔,0,0,0,4,0,铅笔,"['qian', 'bi']",['jian'],"{'word': '铅笔', 'pinyin': ""['qian', 'bi']"", 'nearest': ['qian'], 'minDis': 0.9}",0,1,0
VE04000058,爪子,1619141078429T0504VE04000058VE004261619141237205,鸡爪,0,0,0,5,1,鸡爪,"['ji', 'zhua']",['zhua-zi'],"{'word': '鸡爪', 'pinyin': ""['ji', 'zhua']"", 'nearest': ['ji', 'zhua'], 'minDis': 3.4}",0,0,0
VE04000058,爪子,1619143494553T0404VE04000058VE004261619143738278,爪,0,0,1,4,1,是吧？,"['shi', 'ba']",['zhua-zi'],"{'word': '是吧？', 'pinyin': ""['shi', 'ba']"", 'nearest': ['shi', 'ba'], 'minDis': 2.5}",0,0,0
VE04000060,排队,1639T0505VE04000060VE00472,排队摁电梯,0,0,1,4,1,还在用电梯,"['huan', 'zai', 'yong', 'dian', 'ti']",['pai-dui'],"{'word': '还在用电梯', 'pinyin': ""['huan', 'zai', 'yong', 'dian', 'ti']"", 'nearest': ['dian', 'ti'], 'minDis': 2.45}",0,0,0
VE04000060,排队,1619147576576T0605VE04000060VE004721619147714456,上电梯排队,0,1,1,5,0,上电梯，他们几个人是怎么样？上电梯的排队,"['shang', 'dian', 'ti', 'ta', 'men', 'ji', 'ge', 'ren', 'shi', 'zen', 'me', 'yang', 'shang', 'dian', 'ti', 'de', 'pai', 'dui']",['pai-dui'],"{'word': '上电梯，他们几个人是怎么样？上电梯的排队', 'pinyin': ""['shang', 'dian', 'ti', 'ta', 'men', 'ji', 'ge', 'ren', 'shi', 'zen', 'me', 'yang', 'shang', 'dian', 'ti', 'de', 'pai', 'dui']"", 'nearest': ['pai', 'dui'], 'minDis': 0.0}",0,1,0
VE04000064,紧,1619145771806T0502VE04000064VE006391619145971540,新,0,0,1,5,0,心,['xin'],['jin'],"{'word': '心', 'pinyin': ""['xin']"", 'nearest': ['xin'], 'minDis': 0.8}",0,1,0
VE04000065,拐杖,1619151122230T0605VE04000065VE000861619151323149,拐杖,0,0,1,4,1,我还知道,"['wo', 'huan', 'zhi', 'dao']",['guai-zhang'],"{'word': '我还知道', 'pinyin': ""['wo', 'huan', 'zhi', 'dao']"", 'nearest': ['huan', 'zhi'], 'minDis': 2.5}",0,0,0
VE04000068,锁,1619143073964T0504VE04000068VE013301619143336092,锁,0,0,1,4,1,和,['he'],['suo'],"{'word': '和', 'pinyin': ""['he']"", 'nearest': ['he'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1604T0605VE04000070VE01175,很重,0,0,1,3,1,好做,"['hao', 'zuo']","['zhong', 'chen']","{'word': '好做', 'pinyin': ""['hao', 'zuo']"", 'nearest': ['hao'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1688T0605VE04000070VE01175,那个好重,0,0,1,3,1,爸爸好之后,"['ba', 'ba', 'hao', 'zhi', 'hou']","['zhong', 'chen']","{'word': '爸爸好之后', 'pinyin': ""['ba', 'ba', 'hao', 'zhi', 'hou']"", 'nearest': ['zhi'], 'minDis': 2.8}",0,0,0
VE04000070,重、沉,1619145438274T0305VE04000070VE011751619145592479,是是,0,0,1,5,0,那个嗯多少？是什么是这是什么？,"['na', 'ge', 'en', 'duo', 'shao', 'shi', 'shen', 'me', 'shi', 'zhe', 'shi', 'shen', 'me']","['zhong', 'chen']","{'word': '那个嗯多少？是什么是这是什么？', 'pinyin': ""['na', 'ge', 'en', 'duo', 'shao', 'shi', 'shen', 'me', 'shi', 'zhe', 'shi', 'shen', 'me']"", 'nearest': ['shen'], 'minDis': 0.8}",0,1,0
VE04000070,重、沉,1619151623026T0505VE04000070VE011751619151814851,很重,0,0,0,4,1,好就,"['hao', 'jiu']","['zhong', 'chen']","{'word': '好就', 'pinyin': ""['hao', 'jiu']"", 'nearest': ['hao'], 'minDis': 3.0}",0,0,0
VE04000070,重、沉,1619158486998T0405VE04000070VE011751619158676491,很计,0,0,1,2,0,你觉得是什么可能,"['ni', 'jue', 'de', 'shi', 'shen', 'me', 'ke', 'neng']","['zhong', 'chen']","{'word': '你觉得是什么可能', 'pinyin': ""['ni', 'jue', 'de', 'shi', 'shen', 'me', 'ke', 'neng']"", 'nearest': ['shen'], 'minDis': 0.8}",0,1,0
VE05000122,叼、骨头,1643T0502VE05000122VE00479,他在咬骨头,0,0,0,4,0,还在摇骨，骨头,"['huan', 'zai', 'yao', 'gu', 'gu', 'tou']","['diao', 'gu-tou']","{'word': '还在摇骨，骨头', 'pinyin': ""['huan', 'zai', 'yao', 'gu', 'gu', 'tou']"", 'nearest': ['gu', 'tou'], 'minDis': 0.0}",0,1,0
VE05000124,挤、挤压,1619142316969T0303VE05000124VE008801619142444993,刷牙,0,0,0,3,0,一点瑕牙,"['yi', 'dian', 'xia', 'ya']","['ji', 'ji-ya']","{'word': '一点瑕牙', 'pinyin': ""['yi', 'dian', 'xia', 'ya']"", 'nearest': ['xia', 'ya'], 'minDis': 0.9}",0,1,0
VE05000132,浅,1619142948991T0601VE05000132VE008881619143154815,池塘呢很小…,0,1,0,3,0,池塘呢很小，池塘的意思都不深，嗯嗯是那是什么字很浅，是不是？,"['chi', 'tang', 'ni', 'hen', 'xiao', 'chi', 'tang', 'de', 'yi', 'si', 'du', 'bu', 'shen', 'en', 'en', 'shi', 'na', 'shi', 'shen', 'me', 'zi', 'hen', 'qian', 'shi', 'bu', 'shi']",['qian'],"{'word': '池塘呢很小，池塘的意思都不深，嗯嗯是那是什么字很浅，是不是？', 'pinyin': ""['chi', 'tang', 'ni', 'hen', 'xiao', 'chi', 'tang', 'de', 'yi', 'si', 'du', 'bu', 'shen', 'en', 'en', 'shi', 'na', 'shi', 'shen', 'me', 'zi', 'hen', 'qian', 'shi', 'bu', 'shi']"", 'nearest': ['qian'], 'minDis': 0.0}",0,1,0
VE05000138,旧,1619159307973T0402VE05000138VE011901619159559200,不新…,0,1,0,3,0,不行不行不行那是什么不行就？不行是就,"['bu', 'xing', 'bu', 'xing', 'bu', 'xing', 'na', 'shi', 'shen', 'me', 'bu', 'xing', 'jiu', 'bu', 'xing', 'shi', 'jiu']",['jiu'],"{'word': '不行不行不行那是什么不行就？不行是就', 'pinyin': ""['bu', 'xing', 'bu', 'xing', 'bu', 'xing', 'na', 'shi', 'shen', 'me', 'bu', 'xing', 'jiu', 'bu', 'xing', 'shi', 'jiu']"", 'nearest': ['jiu'], 'minDis': 0.0}",0,1,0
VE05000139,听诊器,1642T0601VE05000139VE00738,听诊器,0,0,0,2,1,听讲了，谢谢,"['ting', 'jiang', 'le', 'xie', 'xie']",['ting-zhen-qi'],"{'word': '听讲了，谢谢', 'pinyin': ""['ting', 'jiang', 'le', 'xie', 'xie']"", 'nearest': ['jiang', 'le', 'xie'], 'minDis': 2.2666666666666666}",0,0,0
VE06000141,聊天、谈话,1645T0504VE06000141VE00705,聊天,0,0,0,2,1,有些,"['you', 'xie']","['liao-tian', 'tan-hua']","{'word': '有些', 'pinyin': ""['you', 'xie']"", 'nearest': ['you', 'xie'], 'minDis': 3.0}",0,0,0
VE06000146,面孔、脸,1619151818581T0603VE06000146VE010101619151951494,这是脸,0,0,0,3,1,这是你,"['zhe', 'shi', 'ni']","['mian-kong', 'lian']","{'word': '这是你', 'pinyin': ""['zhe', 'shi', 'ni']"", 'nearest': ['ni'], 'minDis': 2.3}",0,0,0
