图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE05000123,花园、花圃、苗圃,1619145438274T0305VE05000123VE012221619145646443,这是外面,,,,4,0,是看看这是外面,"['shi', 'kan', 'kan', 'zhe', 'shi', 'wai', 'mian']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u662f\u770b\u770b\u8fd9\u662f\u5916\u9762"", ""pinyin"": ""['shi', 'kan', 'kan', 'zhe', 'shi', 'wai', 'mian']"", ""nearest"": [""shi"", ""kan""], ""minDis"": 2.4}",0
VE05000123,花园、花圃、苗圃,1619147428694T0405VE05000123VE012221619147688914,1,,,,,0,这个不知道是哪里,"['zhe', 'ge', 'bu', 'zhi', 'dao', 'shi', 'na', 'li']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u4e2a\u4e0d\u77e5\u9053\u662f\u54ea\u91cc"", ""pinyin"": ""['zhe', 'ge', 'bu', 'zhi', 'dao', 'shi', 'na', 'li']"", ""nearest"": [""ge"", ""bu""], ""minDis"": 1.8}",0
VE05000123,花园、花圃、苗圃,1619147576576T0605VE05000123VE012221619147742616,花园,,,,4,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1619147712122T0405VE05000123VE012221619147931016,花,,,,3,0,发,['fa'],"['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u53d1"", ""pinyin"": ""['fa']""}",-1
VE05000123,花园、花圃、苗圃,1619151122230T0605VE05000123VE012221619151303785,花园,,,,3,1,花园,"['hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u82b1\u56ed"", ""pinyin"": ""['hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1619151573076T0605VE05000123VE012221619151800779,1,,,,,0,老师好像是这么漂亮的，我妈妈好像带我去过，嗯,"['lao', 'shi', 'hao', 'xiang', 'shi', 'zhe', 'me', 'piao', 'liang', 'de', 'wo', 'ma', 'ma', 'hao', 'xiang', 'dai', 'wo', 'qu', 'guo', 'en']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8001\u5e08\u597d\u50cf\u662f\u8fd9\u4e48\u6f02\u4eae\u7684\uff0c\u6211\u5988\u5988\u597d\u50cf\u5e26\u6211\u53bb\u8fc7\uff0c\u55ef"", ""pinyin"": ""['lao', 'shi', 'hao', 'xiang', 'shi', 'zhe', 'me', 'piao', 'liang', 'de', 'wo', 'ma', 'ma', 'hao', 'xiang', 'dai', 'wo', 'qu', 'guo', 'en']"", ""nearest"": [""ma"", ""ma""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1619151623026T0505VE05000123VE012221619151850536,0,,,,,0,嗯那就是说你要,"['en', 'na', 'jiu', 'shi', 'shuo', 'ni', 'yao']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u55ef\u90a3\u5c31\u662f\u8bf4\u4f60\u8981"", ""pinyin"": ""['en', 'na', 'jiu', 'shi', 'shuo', 'ni', 'yao']"", ""nearest"": [""na"", ""jiu""], ""minDis"": 1.9}",0
VE05000123,花园、花圃、苗圃,1619158045068T0405VE05000123VE012221619158205526,小公园,,,,4,1,小公园,"['xiao', 'gong', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u5c0f\u516c\u56ed"", ""pinyin"": ""['xiao', 'gong', 'yuan']"", ""nearest"": [""gong"", ""yuan""], ""minDis"": 2.0}",0
VE05000123,花园、花圃、苗圃,1619158220729T0405VE05000123VE012221619158457574,草地,,,,4,0,草地,"['cao', 'di']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8349\u5730"", ""pinyin"": ""['cao', 'di']"", ""nearest"": [""cao"", ""di""], ""minDis"": 2.1}",0
VE05000123,花园、花圃、苗圃,1619158486998T0405VE05000123VE012221619158735607,公园,,,,4,1,郭元,"['guo', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u90ed\u5143"", ""pinyin"": ""['guo', 'yuan']"", ""nearest"": [""guo"", ""yuan""], ""minDis"": 1.0}",0
VE05000123,花园、花圃、苗圃,1619158604943T0405VE05000123VE012221619158850566,这是花园,,,,4,1,是花园,"['shi', 'hua', 'yuan']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u662f\u82b1\u56ed"", ""pinyin"": ""['shi', 'hua', 'yuan']"", ""nearest"": [""hua"", ""yuan""], ""minDis"": 0.0}",1
VE05000123,花园、花圃、苗圃,1619159248459T0505VE05000123VE012221619159493137,0,,,,,0,这是哪里啊这个不知道,"['zhe', 'shi', 'na', 'li', 'a', 'zhe', 'ge', 'bu', 'zhi', 'dao']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u8fd9\u662f\u54ea\u91cc\u554a\u8fd9\u4e2a\u4e0d\u77e5\u9053"", ""pinyin"": ""['zhe', 'shi', 'na', 'li', 'a', 'zhe', 'ge', 'bu', 'zhi', 'dao']"", ""nearest"": [""ge"", ""bu""], ""minDis"": 1.8}",0
VE05000123,花园、花圃、苗圃,1619159528269T0305VE05000123VE012221619159843623,花,,,,2,0,哇,['wa'],"['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u54c7"", ""pinyin"": ""['wa']""}",-1
VE05000123,花园、花圃、苗圃,1619160509371T0305VE05000123VE012221619160734468,0,,,,,0,但是嗯好吧知道吗？这是什么？,"['dan', 'shi', 'en', 'hao', 'ba', 'zhi', 'dao', 'ma', 'zhe', 'shi', 'shen', 'me']","['hua-yuan', 'hua-pu', 'miao-pu']","{""word"": ""\u4f46\u662f\u55ef\u597d\u5427\u77e5\u9053\u5417\uff1f\u8fd9\u662f\u4ec0\u4e48\uff1f"", ""pinyin"": ""['dan', 'shi', 'en', 'hao', 'ba', 'zhi', 'dao', 'ma', 'zhe', 'shi', 'shen', 'me']"", ""nearest"": [""hao"", ""ba""], ""minDis"": 1.9}",0
VE05000124,挤、挤压,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,"['ji', 'ji-ya']",{},-1
VE05000124,挤、挤压,1656T0403VE05000124VE00880,0,,,,,0,是洗牙洗,"['shi', 'xi', 'ya', 'xi']","['ji', 'ji-ya']","{""word"": ""\u662f\u6d17\u7259\u6d17"", ""pinyin"": ""['shi', 'xi', 'ya', 'xi']"", ""nearest"": [""xi"", ""ya""], ""minDis"": 0.4}",0
VE05000124,挤、挤压,1619080829589T0503VE05000124VE008801619081131827,0,,,,,0,,[''],"['ji', 'ji-ya']",{},-1
VE05000124,挤、挤压,1619084456964T0503VE05000124VE008801619084993171,0,,,,,0,嗯,['en'],"['ji', 'ji-ya']","{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE05000124,挤、挤压,1619084459872T0505VE05000124VE008801619085012575,0,,,,,0,,[''],"['ji', 'ji-ya']",{},-1
VE05000124,挤、挤压,1619139604818T0403VE05000124VE008801619139765483,他在挤牙膏,,,,4,1,它的结构,"['ta', 'de', 'jie', 'gou']","['ji', 'ji-ya']","{""word"": ""\u5b83\u7684\u7ed3\u6784"", ""pinyin"": ""['ta', 'de', 'jie', 'gou']"", ""nearest"": [""jie""], ""minDis"": 1.0}",0
VE05000124,挤、挤压,1619139815024T0403VE05000124VE008801619140063890,0,,,,,0,,[''],"['ji', 'ji-ya']",{},-1
VE05000124,挤、挤压,1619142316969T0303VE05000124VE008801619142444993,刷牙,,,,3,0,一点瑕牙,"['yi', 'dian', 'xia', 'ya']","['ji', 'ji-ya']","{""word"": ""\u4e00\u70b9\u7455\u7259"", ""pinyin"": ""['yi', 'dian', 'xia', 'ya']"", ""nearest"": [""xia"", ""ya""], ""minDis"": 0.9}",0
VE05000124,挤、挤压,1619142537825T0403VE05000124VE008801619142693106,牙,,,,2,0,啊,['a'],"['ji', 'ji-ya']","{""word"": ""\u554a"", ""pinyin"": ""['a']"", ""nearest"": [""a""], ""minDis"": 2.2}",0
VE05000124,挤、挤压,1619142962567T0303VE05000124VE008801619143126404,在刷牙,,,,3,0,嗯这样一刷牙,"['en', 'zhe', 'yang', 'yi', 'shua', 'ya']","['ji', 'ji-ya']","{""word"": ""\u55ef\u8fd9\u6837\u4e00\u5237\u7259"", ""pinyin"": ""['en', 'zhe', 'yang', 'yi', 'shua', 'ya']"", ""nearest"": [""yi""], ""minDis"": 1.0}",0
VE05000124,挤、挤压,1619145844860T0403VE05000124VE008801619145979111,做牙膏,,,,3,0,你要做牙膏,"['ni', 'yao', 'zuo', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u4f60\u8981\u505a\u7259\u818f"", ""pinyin"": ""['ni', 'yao', 'zuo', 'ya', 'gao']"", ""nearest"": [""ni""], ""minDis"": 1.0}",0
VE05000124,挤、挤压,1619145854781T0303VE05000124VE008801619146114011,他在挤牙膏,,,,2,1,嗯他的金甲刀,"['en', 'ta', 'de', 'jin', 'jia', 'dao']","['ji', 'ji-ya']","{""word"": ""\u55ef\u4ed6\u7684\u91d1\u7532\u5200"", ""pinyin"": ""['en', 'ta', 'de', 'jin', 'jia', 'dao']"", ""nearest"": [""jin""], ""minDis"": 1.0}",0
VE05000124,挤、挤压,1619146370165T0403VE05000124VE008801619146498501,刷牙,,,,5,0,刷牙,"['shua', 'ya']","['ji', 'ji-ya']","{""word"": ""\u5237\u7259"", ""pinyin"": ""['shua', 'ya']"", ""nearest"": [""shua"", ""ya""], ""minDis"": 2.0}",0
VE05000124,挤、挤压,1619152468113T0403VE05000124VE008801619152767451,挤牙膏,,,,4,1,也高,"['ye', 'gao']","['ji', 'ji-ya']","{""word"": ""\u4e5f\u9ad8"", ""pinyin"": ""['ye', 'gao']"", ""nearest"": [""ye"", ""gao""], ""minDis"": 2.1}",0
VE05000124,挤、挤压,1619158454553T0303VE05000124VE008801619158806204,刷牙,,,,3,0,唉呀,"['ai', 'ya']","['ji', 'ji-ya']","{""word"": ""\u5509\u5440"", ""pinyin"": ""['ai', 'ya']"", ""nearest"": [""ai"", ""ya""], ""minDis"": 1.0}",0
VE05000124,挤、挤压,1619159108358T0403VE05000124VE008801619159312095,刷牙,,,,4,0,刷牙,"['shua', 'ya']","['ji', 'ji-ya']","{""word"": ""\u5237\u7259"", ""pinyin"": ""['shua', 'ya']"", ""nearest"": [""shua"", ""ya""], ""minDis"": 2.0}",0
VE05000124,挤、挤压,1619160121792T0403VE05000124VE008801619160284270,挤牙膏,,,,5,1,挤牙膏,"['ji', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u6324\u7259\u818f"", ""pinyin"": ""['ji', 'ya', 'gao']"", ""nearest"": [""ji""], ""minDis"": 0.0}",1
VE05000124,挤、挤压,1619160775255T0303VE05000124VE008801619160953971,牙刷挤牙膏,,,,4,1,牙刷、牙膏,"['ya', 'shua', 'ya', 'gao']","['ji', 'ji-ya']","{""word"": ""\u7259\u5237\u3001\u7259\u818f"", ""pinyin"": ""['ya', 'shua', 'ya', 'gao']"", ""nearest"": [""shua"", ""ya""], ""minDis"": 2.0}",0
VE05000125,迟、晚,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,"['chi', 'wan']",{},-1
VE05000125,迟、晚,1633T0501VE05000125VE01260,来晚了,,,,4,1,来晚了,"['lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u6765\u665a\u4e86"", ""pinyin"": ""['lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1634T0401VE05000125VE01260,0,,,,,0,这这是什么？呢,"['zhe', 'zhe', 'shi', 'shen', 'me', 'ni']","['chi', 'wan']","{""word"": ""\u8fd9\u8fd9\u662f\u4ec0\u4e48\uff1f\u5462"", ""pinyin"": ""['zhe', 'zhe', 'shi', 'shen', 'me', 'ni']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1640T0501VE05000125VE01260,0,,,,,0,谁知,"['shui', 'zhi']","['chi', 'wan']","{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1642T0601VE05000125VE01260,0,,,,,0,干净，那会儿在下午的时候去过来试试,"['gan', 'jing', 'na', 'hui', 'er', 'zai', 'xia', 'wu', 'de', 'shi', 'hou', 'qu', 'guo', 'lai', 'shi', 'shi']","['chi', 'wan']","{""word"": ""\u5e72\u51c0\uff0c\u90a3\u4f1a\u513f\u5728\u4e0b\u5348\u7684\u65f6\u5019\u53bb\u8fc7\u6765\u8bd5\u8bd5"", ""pinyin"": ""['gan', 'jing', 'na', 'hui', 'er', 'zai', 'xia', 'wu', 'de', 'shi', 'hou', 'qu', 'guo', 'lai', 'shi', 'shi']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1651T0501VE05000125VE01260,0,,,,,0,什么小三？,"['shen', 'me', 'xiao', 'san']","['chi', 'wan']","{""word"": ""\u4ec0\u4e48\u5c0f\u4e09\uff1f"", ""pinyin"": ""['shen', 'me', 'xiao', 'san']"", ""nearest"": [""san""], ""minDis"": 1.0}",0
VE05000125,迟、晚,1696T0501VE05000125VE01260,1,,,,,0,知道了,"['zhi', 'dao', 'le']","['chi', 'wan']","{""word"": ""\u77e5\u9053\u4e86"", ""pinyin"": ""['zhi', 'dao', 'le']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1698T0601VE05000125VE01260,有人迟到了上学,,1,,4,1,有人知道了上学然后在干什么呢被老师吵了一顿对发展,"['you', 'ren', 'zhi', 'dao', 'le', 'shang', 'xue', 'ran', 'hou', 'zai', 'gan', 'shen', 'me', 'ni', 'bei', 'lao', 'shi', 'chao', 'le', 'yi', 'dun', 'dui', 'fa', 'zhan']","['chi', 'wan']","{""word"": ""\u6709\u4eba\u77e5\u9053\u4e86\u4e0a\u5b66\u7136\u540e\u5728\u5e72\u4ec0\u4e48\u5462\u88ab\u8001\u5e08\u5435\u4e86\u4e00\u987f\u5bf9\u53d1\u5c55"", ""pinyin"": ""['you', 'ren', 'zhi', 'dao', 'le', 'shang', 'xue', 'ran', 'hou', 'zai', 'gan', 'shen', 'me', 'ni', 'bei', 'lao', 'shi', 'chao', 'le', 'yi', 'dun', 'dui', 'fa', 'zhan']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1699T0401VE05000125VE01260,发生地震了,,,,3,0,发生地震了,"['fa', 'sheng', 'di', 'zhen', 'le']","['chi', 'wan']","{""word"": ""\u53d1\u751f\u5730\u9707\u4e86"", ""pinyin"": ""['fa', 'sheng', 'di', 'zhen', 'le']"", ""nearest"": [""di""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1729T0601VE05000125VE01260,0,,,,,0,这个地方,"['zhe', 'ge', 'di', 'fang']","['chi', 'wan']","{""word"": ""\u8fd9\u4e2a\u5730\u65b9"", ""pinyin"": ""['zhe', 'ge', 'di', 'fang']"", ""nearest"": [""fang""], ""minDis"": 1.8}",0
VE05000125,迟、晚,1619058954412T0502VE05000125VE012601619059204236,这个小男孩迟到了,,,,5,1,这个小男孩迟到了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'chi', 'dao', 'le']","['chi', 'wan']","{""word"": ""\u8fd9\u4e2a\u5c0f\u7537\u5b69\u8fdf\u5230\u4e86"", ""pinyin"": ""['zhe', 'ge', 'xiao', 'nan', 'hai', 'chi', 'dao', 'le']"", ""nearest"": [""chi""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1619080829589T0503VE05000125VE012601619081015934,0,,,,,0,你先把那个我我提前,"['ni', 'xian', 'ba', 'na', 'ge', 'wo', 'wo', 'ti', 'qian']","['chi', 'wan']","{""word"": ""\u4f60\u5148\u628a\u90a3\u4e2a\u6211\u6211\u63d0\u524d"", ""pinyin"": ""['ni', 'xian', 'ba', 'na', 'ge', 'wo', 'wo', 'ti', 'qian']"", ""nearest"": [""ni""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619084456964T0503VE05000125VE012601619084821257,0,,,,,0,是一颗一颗的那山呢,"['shi', 'yi', 'ke', 'yi', 'ke', 'de', 'na', 'shan', 'ni']","['chi', 'wan']","{""word"": ""\u662f\u4e00\u9897\u4e00\u9897\u7684\u90a3\u5c71\u5462"", ""pinyin"": ""['shi', 'yi', 'ke', 'yi', 'ke', 'de', 'na', 'shan', 'ni']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1619085458710T0502VE05000125VE012601619085905162,0,,,,,0,成本不少,"['cheng', 'ben', 'bu', 'shao']","['chi', 'wan']","{""word"": ""\u6210\u672c\u4e0d\u5c11"", ""pinyin"": ""['cheng', 'ben', 'bu', 'shao']"", ""nearest"": [""ben""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619139254929T0401VE05000125VE012601619139448976,0,,,,,0,,[''],"['chi', 'wan']",{},-1
VE05000125,迟、晚,1619140803288T0301VE05000125VE012601619141033511,0,,,,,0,有麻烦,"['you', 'ma', 'fan']","['chi', 'wan']","{""word"": ""\u6709\u9ebb\u70e6"", ""pinyin"": ""['you', 'ma', 'fan']"", ""nearest"": [""fan""], ""minDis"": 1.0}",0
VE05000125,迟、晚,1619141148243T0301VE05000125VE012601619141400076,1,,,,,0,老师同学他来了倒了,"['lao', 'shi', 'tong', 'xue', 'ta', 'lai', 'le', 'dao', 'le']","['chi', 'wan']","{""word"": ""\u8001\u5e08\u540c\u5b66\u4ed6\u6765\u4e86\u5012\u4e86"", ""pinyin"": ""['lao', 'shi', 'tong', 'xue', 'ta', 'lai', 'le', 'dao', 'le']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1619141591862T0401VE05000125VE012601619141808847,迟到了,,,,3,1,迟到了,"['chi', 'dao', 'le']","['chi', 'wan']","{""word"": ""\u8fdf\u5230\u4e86"", ""pinyin"": ""['chi', 'dao', 'le']"", ""nearest"": [""chi""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1619142948991T0601VE05000125VE012601619143075410,1,,,,,0,那还怎么了，就是呢好像有什么东西，他为什么会被老师说呀嗯那是因为有可能是有雷头车或者人被吓到了噢,"['na', 'huan', 'zen', 'me', 'le', 'jiu', 'shi', 'ni', 'hao', 'xiang', 'you', 'shen', 'me', 'dong', 'xi', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'en', 'na', 'shi', 'yin', 'wei', 'you', 'ke', 'neng', 'shi', 'you', 'lei', 'tou', 'che', 'huo', 'zhe', 'ren', 'bei', 'xia', 'dao', 'le', 'o']","['chi', 'wan']","{""word"": ""\u90a3\u8fd8\u600e\u4e48\u4e86\uff0c\u5c31\u662f\u5462\u597d\u50cf\u6709\u4ec0\u4e48\u4e1c\u897f\uff0c\u4ed6\u4e3a\u4ec0\u4e48\u4f1a\u88ab\u8001\u5e08\u8bf4\u5440\u55ef\u90a3\u662f\u56e0\u4e3a\u6709\u53ef\u80fd\u662f\u6709\u96f7\u5934\u8f66\u6216\u8005\u4eba\u88ab\u5413\u5230\u4e86\u5662"", ""pinyin"": ""['na', 'huan', 'zen', 'me', 'le', 'jiu', 'shi', 'ni', 'hao', 'xiang', 'you', 'shen', 'me', 'dong', 'xi', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'en', 'na', 'shi', 'yin', 'wei', 'you', 'ke', 'neng', 'shi', 'you', 'lei', 'tou', 'che', 'huo', 'zhe', 'ren', 'bei', 'xia', 'dao', 'le', 'o']"", ""nearest"": [""shi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1619143106723T0501VE05000125VE012601619143261331,迟到了,,,,3,1,知道了吗？,"['zhi', 'dao', 'le', 'ma']","['chi', 'wan']","{""word"": ""\u77e5\u9053\u4e86\u5417\uff1f"", ""pinyin"": ""['zhi', 'dao', 'le', 'ma']"", ""nearest"": [""zhi""], ""minDis"": 0.8}",0
VE05000125,迟、晚,1619143408938T0401VE05000125VE012601619143623153,1,,,,,0,那个过去了,"['na', 'ge', 'guo', 'qu', 'le']","['chi', 'wan']","{""word"": ""\u90a3\u4e2a\u8fc7\u53bb\u4e86"", ""pinyin"": ""['na', 'ge', 'guo', 'qu', 'le']"", ""nearest"": [""na""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619143638269T0601VE05000125VE012601619143871234,0,,,,,0,这个男孩怎么了他？因为什么然后被老师说了呀因此你觉得,"['zhe', 'ge', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'yin', 'wei', 'shen', 'me', 'ran', 'hou', 'bei', 'lao', 'shi', 'shuo', 'le', 'ya', 'yin', 'ci', 'ni', 'jue', 'de']","['chi', 'wan']","{""word"": ""\u8fd9\u4e2a\u7537\u5b69\u600e\u4e48\u4e86\u4ed6\uff1f\u56e0\u4e3a\u4ec0\u4e48\u7136\u540e\u88ab\u8001\u5e08\u8bf4\u4e86\u5440\u56e0\u6b64\u4f60\u89c9\u5f97"", ""pinyin"": ""['zhe', 'ge', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'yin', 'wei', 'shen', 'me', 'ran', 'hou', 'bei', 'lao', 'shi', 'shuo', 'le', 'ya', 'yin', 'ci', 'ni', 'jue', 'de']"", ""nearest"": [""ci""], ""minDis"": 0.5}",0
VE05000125,迟、晚,1619144282459T0401VE05000125VE012601619144508046,0,,,,,0,嗯,['en'],"['chi', 'wan']","{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619146399723T0301VE05000125VE012601619146633937,0,,,,,0,嗯,['en'],"['chi', 'wan']","{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619146968290T0301VE05000125VE012601619147145168,0,,,,,0,嗯他们是有多少水果？白的太晚了,"['en', 'ta', 'men', 'shi', 'you', 'duo', 'shao', 'shui', 'guo', 'bai', 'de', 'tai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u55ef\u4ed6\u4eec\u662f\u6709\u591a\u5c11\u6c34\u679c\uff1f\u767d\u7684\u592a\u665a\u4e86"", ""pinyin"": ""['en', 'ta', 'men', 'shi', 'you', 'duo', 'shao', 'shui', 'guo', 'bai', 'de', 'tai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1619147264566T0601VE05000125VE012601619147399358,不好,,,,2,0,不好,"['bu', 'hao']","['chi', 'wan']","{""word"": ""\u4e0d\u597d"", ""pinyin"": ""['bu', 'hao']"", ""nearest"": [""hao""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619150486548T0501VE05000125VE012601619150678265,他来晚了,,1,,3,1,这个小男孩怎么了？他来晚了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u8fd9\u4e2a\u5c0f\u7537\u5b69\u600e\u4e48\u4e86\uff1f\u4ed6\u6765\u665a\u4e86"", ""pinyin"": ""['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'ta', 'lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000125,迟、晚,1619150766729T0501VE05000125VE012601619151029246,0,,,,,0,好，我们最后给一下,"['hao', 'wo', 'men', 'zui', 'hou', 'gei', 'yi', 'xia']","['chi', 'wan']","{""word"": ""\u597d\uff0c\u6211\u4eec\u6700\u540e\u7ed9\u4e00\u4e0b"", ""pinyin"": ""['hao', 'wo', 'men', 'zui', 'hou', 'gei', 'yi', 'xia']"", ""nearest"": [""yi""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619150769122T0501VE05000125VE012601619150962508,迟到了,,,,4,1,,[''],"['chi', 'wan']",{},-1
VE05000125,迟、晚,1619159898285T0301VE05000125VE012601619160085056,0,,,,,0,嗯,['en'],"['chi', 'wan']","{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619159927555T0401VE05000125VE012601619160220490,0,,,,,0,嗯这个年你觉得什么？,"['en', 'zhe', 'ge', 'nian', 'ni', 'jue', 'de', 'shen', 'me']","['chi', 'wan']","{""word"": ""\u55ef\u8fd9\u4e2a\u5e74\u4f60\u89c9\u5f97\u4ec0\u4e48\uff1f"", ""pinyin"": ""['en', 'zhe', 'ge', 'nian', 'ni', 'jue', 'de', 'shen', 'me']"", ""nearest"": [""zhe""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619160077023T0401VE05000125VE012601619160277035,有同学来了,,,,2,0,有同学来了,"['you', 'tong', 'xue', 'lai', 'le']","['chi', 'wan']","{""word"": ""\u6709\u540c\u5b66\u6765\u4e86"", ""pinyin"": ""['you', 'tong', 'xue', 'lai', 'le']"", ""nearest"": [""lai""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619160188300T0401VE05000125VE012601619160410992,他没写作业,,,,4,0,还没写作业,"['huan', 'mei', 'xie', 'zuo', 'ye']","['chi', 'wan']","{""word"": ""\u8fd8\u6ca1\u5199\u4f5c\u4e1a"", ""pinyin"": ""['huan', 'mei', 'xie', 'zuo', 'ye']"", ""nearest"": [""huan""], ""minDis"": 1.8}",0
VE05000125,迟、晚,1619160278071T0301VE05000125VE012601619160623326,1,,,,,0,多少片卡,"['duo', 'shao', 'pian', 'qia']","['chi', 'wan']","{""word"": ""\u591a\u5c11\u7247\u5361"", ""pinyin"": ""['duo', 'shao', 'pian', 'qia']"", ""nearest"": [""pian""], ""minDis"": 2.0}",0
VE05000125,迟、晚,1619160846656T0401VE05000125VE012601619161146162,0,,,,,0,这个小男孩怎么了怎么了？他为什么会被老师说呀他好像他好像来晚了来晚了,"['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'zen', 'me', 'le', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'ta', 'hao', 'xiang', 'ta', 'hao', 'xiang', 'lai', 'wan', 'le', 'lai', 'wan', 'le']","['chi', 'wan']","{""word"": ""\u8fd9\u4e2a\u5c0f\u7537\u5b69\u600e\u4e48\u4e86\u600e\u4e48\u4e86\uff1f\u4ed6\u4e3a\u4ec0\u4e48\u4f1a\u88ab\u8001\u5e08\u8bf4\u5440\u4ed6\u597d\u50cf\u4ed6\u597d\u50cf\u6765\u665a\u4e86\u6765\u665a\u4e86"", ""pinyin"": ""['zhe', 'ge', 'xiao', 'nan', 'hai', 'zen', 'me', 'le', 'zen', 'me', 'le', 'ta', 'wei', 'shen', 'me', 'hui', 'bei', 'lao', 'shi', 'shuo', 'ya', 'ta', 'hao', 'xiang', 'ta', 'hao', 'xiang', 'lai', 'wan', 'le', 'lai', 'wan', 'le']"", ""nearest"": [""wan""], ""minDis"": 0.0}",1
VE05000126,蚯蚓,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,,['qiu-yin'],{},-1
