图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定(单threshold),讯飞判定(threshold区间),是否需要人工判断
VE06000158,最远,1618295228848T0605VE06000158VE012371618295529901,很远,0,0,0,4,0,很远,"['hen', 'yuan']",['zui-yuan'],"{'word': '很远', 'pinyin': ""['hen', 'yuan']"", 'nearest': ['hen', 'yuan'], 'minDis': 1.5}",0,,1
VE06000158,最远,1618447854715T0605VE06000158VE012371618448034475,/,0,0,0,0,0,,[''],['zui-yuan'],{},-1,-1,-1
VE06000158,最远,1618449325726T0603VE06000158VE012371618449545072,最远,0,0,0,3,1,最远,"['zui', 'yuan']",['zui-yuan'],"{'word': '最远', 'pinyin': ""['zui', 'yuan']"", 'nearest': ['zui', 'yuan'], 'minDis': 0.0}",0,1,0
VE06000158,最远,1618451774229T0605VE06000158VE012371618451948207,最远,0,0,0,3,1,最远,"['zui', 'yuan']",['zui-yuan'],"{'word': '最远', 'pinyin': ""['zui', 'yuan']"", 'nearest': ['zui', 'yuan'], 'minDis': 0.0}",0,1,0
VE06000158,最远,1618452409584T0603VE06000158VE012371618452628937,最远,0,0,0,2,1,对呀,"['dui', 'ya']",['zui-yuan'],"{'word': '对呀', 'pinyin': ""['dui', 'ya']"", 'nearest': ['dui', 'ya'], 'minDis': 1.5}",0,,1
VE06000158,最远,1618453308633T0605VE06000158VE012371618453463260,那里最远,0,0,0,4,1,那里最远,"['na', 'li', 'zui', 'yuan']",['zui-yuan'],"{'word': '那里最远', 'pinyin': ""['na', 'li', 'zui', 'yuan']"", 'nearest': ['zui', 'yuan'], 'minDis': 0.0}",0,1,0
VE06000158,最远,1618454746850T0603VE06000158VE012371618454966970,那边最远,0,0,0,4,1,那毕业最远,"['na', 'bi', 'ye', 'zui', 'yuan']",['zui-yuan'],"{'word': '那毕业最远', 'pinyin': ""['na', 'bi', 'ye', 'zui', 'yuan']"", 'nearest': ['zui', 'yuan'], 'minDis': 0.0}",0,1,0
VE06000159,夏季、夏天,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['xia-ji', 'xia-tian']",{},-1,-1,-1
VE06000159,夏季、夏天,1345T0603VE06000159VE00150,/,0,0,1,0,0,,[''],"['xia-ji', 'xia-tian']",{},-1,-1,-1
VE06000159,夏季、夏天,1347T0605VE06000159VE00150,这是，这是春天,0,0,0,4,0,这个是这是春天,"['zhe', 'ge', 'shi', 'zhe', 'shi', 'chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '这个是这是春天', 'pinyin': ""['zhe', 'ge', 'shi', 'zhe', 'shi', 'chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1349T0603VE06000159VE00150,/,0,0,0,0,0,嗯,['en'],"['xia-ji', 'xia-tian']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE06000159,夏季、夏天,1618188869654T0603VE06000159VE001501618189119228,春天,0,0,0,3,0,春天,"['chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '春天', 'pinyin': ""['chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618192048330T0605VE06000159VE001501618192268049,/,0,0,0,0,0,,[''],"['xia-ji', 'xia-tian']",{},-1,-1,-1
VE06000159,夏季、夏天,1618192544946T0605VE06000159VE001501618192740292,/,0,0,0,0,0,嗯,['en'],"['xia-ji', 'xia-tian']","{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE06000159,夏季、夏天,1618194888019T0603VE06000159VE001501618195110561,这是秋天 ,0,0,0,5,0,这是秋天,"['zhe', 'shi', 'qiu', 'tian']","['xia-ji', 'xia-tian']","{'word': '这是秋天', 'pinyin': ""['zhe', 'shi', 'qiu', 'tian']"", 'nearest': ['qiu', 'tian'], 'minDis': 0.9}",0,1,0
VE06000159,夏季、夏天,1618195512593T0603VE06000159VE001501618195696673,春季节,0,0,0,3,0,春季节,"['chun', 'ji', 'jie']","['xia-ji', 'xia-tian']","{'word': '春季节', 'pinyin': ""['chun', 'ji', 'jie']"", 'nearest': ['ji', 'jie'], 'minDis': 1.4}",0,,1
VE06000159,夏季、夏天,1618278205081T0605VE06000159VE001501618278408201,这是春天,0,0,0,4,0,是春天,"['shi', 'chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '是春天', 'pinyin': ""['shi', 'chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618278587855T0605VE06000159VE001501618278935007,春天,0,0,0,3,0,春天,"['chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '春天', 'pinyin': ""['chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618280487348T0603VE06000159VE001501618280735285,秋天,0,0,0,1,0,秋天,"['qiu', 'tian']","['xia-ji', 'xia-tian']","{'word': '秋天', 'pinyin': ""['qiu', 'tian']"", 'nearest': ['qiu', 'tian'], 'minDis': 0.9}",0,1,0
VE06000159,夏季、夏天,1618281729843T0603VE06000159VE001501618281959411,这是春天,0,0,0,4,0,至春天,"['zhi', 'chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '至春天', 'pinyin': ""['zhi', 'chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618295228848T0605VE06000159VE001501618295535640,夏天,0,0,0,3,1,嗯夏天,"['en', 'xia', 'tian']","['xia-ji', 'xia-tian']","{'word': '嗯夏天', 'pinyin': ""['en', 'xia', 'tian']"", 'nearest': ['xia', 'tian'], 'minDis': 0.0}",0,1,0
VE06000159,夏季、夏天,1618447854715T0605VE06000159VE001501618448041669,春天,0,0,0,4,0,春天,"['chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '春天', 'pinyin': ""['chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618449325726T0603VE06000159VE001501618449549999,大树,0,0,0,4,0,大叔,"['da', 'shu']","['xia-ji', 'xia-tian']","{'word': '大叔', 'pinyin': ""['da', 'shu']"", 'nearest': ['da', 'shu'], 'minDis': 2.5}",0,0,0
VE06000159,夏季、夏天,1618451774229T0605VE06000159VE001501618451953693,这是秋天 ,0,0,0,4,0,这是秋天,"['zhe', 'shi', 'qiu', 'tian']","['xia-ji', 'xia-tian']","{'word': '这是秋天', 'pinyin': ""['zhe', 'shi', 'qiu', 'tian']"", 'nearest': ['qiu', 'tian'], 'minDis': 0.9}",0,1,0
VE06000159,夏季、夏天,1618452409584T0603VE06000159VE001501618452634587,不知道,0,0,0,3,0,不知道,"['bu', 'zhi', 'dao']","['xia-ji', 'xia-tian']","{'word': '不知道', 'pinyin': ""['bu', 'zhi', 'dao']"", 'nearest': ['bu', 'zhi'], 'minDis': 2.5}",0,0,0
VE06000159,夏季、夏天,1618453308633T0605VE06000159VE001501618453469376,这是春,0,0,0,4,0,这是春天,"['zhe', 'shi', 'chun', 'tian']","['xia-ji', 'xia-tian']","{'word': '这是春天', 'pinyin': ""['zhe', 'shi', 'chun', 'tian']"", 'nearest': ['chun', 'tian'], 'minDis': 2.0}",0,,1
VE06000159,夏季、夏天,1618454746850T0603VE06000159VE001501618454973040,这是,0,0,0,5,0,这是我们接下来,"['zhe', 'shi', 'wo', 'men', 'jie', 'xia', 'lai']","['xia-ji', 'xia-tian']","{'word': '这是我们接下来', 'pinyin': ""['zhe', 'shi', 'wo', 'men', 'jie', 'xia', 'lai']"", 'nearest': ['xia', 'lai'], 'minDis': 1.0}",0,,1
VE06000160,企鹅,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['qi-e'],{},-1,-1,-1
VE06000160,企鹅,1341T0602VE06000160VE00357,企鹅,0,0,0,3,1,企鹅,"['qi', 'e']",['qi-e'],"{'word': '企鹅', 'pinyin': ""['qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1345T0603VE06000160VE00357,企鹅,0,0,0,4,1,企鹅,"['qi', 'e']",['qi-e'],"{'word': '企鹅', 'pinyin': ""['qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1349T0603VE06000160VE00357,企鹅,0,0,0,3,1,企鹅,"['qi', 'e']",['qi-e'],"{'word': '企鹅', 'pinyin': ""['qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1618188869654T0603VE06000160VE003571618189070287,企鹅,0,0,0,3,1,一额,"['yi', 'e']",['qi-e'],"{'word': '一额', 'pinyin': ""['yi', 'e']"", 'nearest': ['yi', 'e'], 'minDis': 0.5}",0,1,0
VE06000160,企鹅,1618189717760T0602VE06000160VE003571618189893388,企鹅,0,0,0,5,1,企鹅,"['qi', 'e']",['qi-e'],"{'word': '企鹅', 'pinyin': ""['qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1618193735771T0602VE06000160VE003571618193880959,企鹅,0,0,0,5,1,,[''],['qi-e'],{},-1,-1,-1
VE06000160,企鹅,1618194888019T0603VE06000160VE003571618195053839,企鹅,0,0,0,4,1,金额,"['jin', 'e']",['qi-e'],"{'word': '金额', 'pinyin': ""['jin', 'e']"", 'nearest': ['jin', 'e'], 'minDis': 0.95}",0,1,0
VE06000160,企鹅,1618195512593T0603VE06000160VE003571618195642760,企鹅,0,0,0,4,1,企鹅,"['qi', 'e']",['qi-e'],"{'word': '企鹅', 'pinyin': ""['qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1618196018573T0602VE06000160VE003571618196219566,企鹅,0,0,0,4,1,几个,"['ji', 'ge']",['qi-e'],"{'word': '几个', 'pinyin': ""['ji', 'ge']"", 'nearest': ['ji', 'ge'], 'minDis': 0.95}",0,1,0
VE06000160,企鹅,1618279667480T0602VE06000160VE003571618279851593,企鹅,0,0,0,3,1,这个,"['zhe', 'ge']",['qi-e'],"{'word': '这个', 'pinyin': ""['zhe', 'ge']"", 'nearest': ['zhe', 'ge'], 'minDis': 2.1}",0,,1
VE06000160,企鹅,1618280487348T0603VE06000160VE003571618280683082,鹅,0,0,0,3,0,额,['e'],['qi-e'],"{'word': '额', 'pinyin': ""['e']""}",-1,-1,-1
VE06000160,企鹅,1618281729843T0603VE06000160VE003571618281900567,这是企鹅,0,0,0,4,1,这是企鹅,"['zhe', 'shi', 'qi', 'e']",['qi-e'],"{'word': '这是企鹅', 'pinyin': ""['zhe', 'shi', 'qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000160,企鹅,1618282675120T0602VE06000160VE003571618282834177,鹅,0,0,0,2,0,嗯,['en'],['qi-e'],"{'word': '嗯', 'pinyin': ""['en']""}",-1,-1,-1
VE06000160,企鹅,1618449325726T0603VE06000160VE003571618449495022,企鹅,0,0,0,3,1,天鹅,"['tian', 'e']",['qi-e'],"{'word': '天鹅', 'pinyin': ""['tian', 'e']"", 'nearest': ['tian', 'e'], 'minDis': 1.5}",0,,1
VE06000160,企鹅,1618451426336T0602VE06000160VE003571618451573348,企鹅,0,0,0,3,1,第二,"['di', 'er']",['qi-e'],"{'word': '第二', 'pinyin': ""['di', 'er']"", 'nearest': ['di', 'er'], 'minDis': 1.0}",0,,1
VE06000160,企鹅,1618452409584T0603VE06000160VE003571618452584456,企鹅,0,0,0,4,1,使得,"['shi', 'de']",['qi-e'],"{'word': '使得', 'pinyin': ""['shi', 'de']"", 'nearest': ['shi', 'de'], 'minDis': 1.5}",0,,1
VE06000160,企鹅,1618453029145T0602VE06000160VE003571618453174866,企鹅,0,0,0,2,1,比如,"['bi', 'ru']",['qi-e'],"{'word': '比如', 'pinyin': ""['bi', 'ru']"", 'nearest': ['bi', 'ru'], 'minDis': 1.6}",0,,1
VE06000160,企鹅,1618453584002T0602VE06000160VE003571618453761526,得儿是挺鹅,0,0,0,3,1,这是挺额,"['zhe', 'shi', 'ting', 'e']",['qi-e'],"{'word': '这是挺额', 'pinyin': ""['zhe', 'shi', 'ting', 'e']"", 'nearest': ['ting', 'e'], 'minDis': 1.5}",0,,1
VE06000160,企鹅,1618454746850T0603VE06000160VE003571618454912594,这是企鹅,0,0,0,4,1,这是企鹅,"['zhe', 'shi', 'qi', 'e']",['qi-e'],"{'word': '这是企鹅', 'pinyin': ""['zhe', 'shi', 'qi', 'e']"", 'nearest': ['qi', 'e'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['zheng-qi', 'gan-jing']",{},-1,-1,-1
VE06000161,整齐、干净,1341T0602VE06000161VE00803,这间房子很整齐,0,0,0,3,1,这间房子很整齐,"['zhe', 'jian', 'fang', 'zi', 'hen', 'zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '这间房子很整齐', 'pinyin': ""['zhe', 'jian', 'fang', 'zi', 'hen', 'zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1343T0501VE06000161VE00803,emm整齐,0,0,0,4,1,嗯整齐,"['en', 'zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '嗯整齐', 'pinyin': ""['en', 'zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618189717760T0602VE06000161VE008031618189972478,整齐,0,0,0,4,1,整齐,"['zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '整齐', 'pinyin': ""['zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618193735771T0602VE06000161VE008031618193962466,很干净,0,0,0,5,1,很干净,"['hen', 'gan', 'jing']","['zheng-qi', 'gan-jing']","{'word': '很干净', 'pinyin': ""['hen', 'gan', 'jing']"", 'nearest': ['gan', 'jing'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618196018573T0602VE06000161VE008031618196287334,很整齐,0,0,0,5,1,很整齐,"['hen', 'zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '很整齐', 'pinyin': ""['hen', 'zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618277350113T0501VE06000161VE008031618277619476,很新,0,0,0,3,0,很新,"['hen', 'xin']","['zheng-qi', 'gan-jing']","{'word': '很新', 'pinyin': ""['hen', 'xin']"", 'nearest': ['hen', 'xin'], 'minDis': 1.65}",0,,1
VE06000161,整齐、干净,1618279667480T0602VE06000161VE008031618279948659,很干净,0,0,0,4,1,很干净,"['hen', 'gan', 'jing']","['zheng-qi', 'gan-jing']","{'word': '很干净', 'pinyin': ""['hen', 'gan', 'jing']"", 'nearest': ['gan', 'jing'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618282675120T0602VE06000161VE008031618282892618,个房子很整齐,0,0,0,5,1,这个房子很整齐,"['zhe', 'ge', 'fang', 'zi', 'hen', 'zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '这个房子很整齐', 'pinyin': ""['zhe', 'ge', 'fang', 'zi', 'hen', 'zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618298013833T0501VE06000161VE008031618298270686,那儿接不润,0,0,0,2,0,那二姐、不认,"['na', 'er', 'jie', 'bu', 'ren']","['zheng-qi', 'gan-jing']","{'word': '那二姐、不认', 'pinyin': ""['na', 'er', 'jie', 'bu', 'ren']"", 'nearest': ['er', 'jie'], 'minDis': 2.5}",0,0,0
VE06000161,整齐、干净,1618451101330T0501VE06000161VE008031618451348735,很整齐,0,0,0,4,1,很整齐,"['hen', 'zheng', 'qi']","['zheng-qi', 'gan-jing']","{'word': '很整齐', 'pinyin': ""['hen', 'zheng', 'qi']"", 'nearest': ['zheng', 'qi'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618451426336T0602VE06000161VE008031618451657073,那，那也很赞气,0,0,0,3,1,那大姐很担心,"['na', 'da', 'jie', 'hen', 'dan', 'xin']","['zheng-qi', 'gan-jing']","{'word': '那大姐很担心', 'pinyin': ""['na', 'da', 'jie', 'hen', 'dan', 'xin']"", 'nearest': ['dan', 'xin'], 'minDis': 1.15}",0,,1
VE06000161,整齐、干净,1618453029145T0602VE06000161VE008031618453266270,很，很好,0,0,0,4,0,很很好,"['hen', 'hen', 'hao']","['zheng-qi', 'gan-jing']","{'word': '很很好', 'pinyin': ""['hen', 'hen', 'hao']"", 'nearest': ['hen', 'hen'], 'minDis': 2.25}",0,0,0
VE06000161,整齐、干净,1618453584002T0602VE06000161VE008031618453844143,那间很干净,0,0,0,5,1,那就很干净,"['na', 'jiu', 'hen', 'gan', 'jing']","['zheng-qi', 'gan-jing']","{'word': '那就很干净', 'pinyin': ""['na', 'jiu', 'hen', 'gan', 'jing']"", 'nearest': ['gan', 'jing'], 'minDis': 0.0}",0,1,0
VE06000161,整齐、干净,1618454475187T0501VE06000161VE008031618454701095,不乱,0,0,0,4,1,不乱,"['bu', 'luan']","['zheng-qi', 'gan-jing']","{'word': '不乱', 'pinyin': ""['bu', 'luan']"", 'nearest': ['bu', 'luan'], 'minDis': 3.5}",0,0,0
VE06000162,甩、铺、被子、垫子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['shuai', 'pu', 'bei-zi', 'dian-zi']",{},-1,-1,-1
VE06000162,甩、铺、被子、垫子,1341T0602VE06000162VE00217,他在铺垫子,0,0,0,4,1,他在铺垫子,"['ta', 'zai', 'pu', 'dian', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他在铺垫子', 'pinyin': ""['ta', 'zai', 'pu', 'dian', 'zi']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1342T0601VE06000162VE00217,截被子,0,0,0,3,1,姐妹走,"['jie', 'mei', 'zou']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '姐妹走', 'pinyin': ""['jie', 'mei', 'zou']"", 'nearest': ['mei', 'zou'], 'minDis': 1.5}",0,,1
VE06000162,甩、铺、被子、垫子,1348T0601VE06000162VE00217,他在铺被子,0,0,0,4,1,开始在铺被子,"['kai', 'shi', 'zai', 'pu', 'bei', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '开始在铺被子', 'pinyin': ""['kai', 'shi', 'zai', 'pu', 'bei', 'zi']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618189717760T0602VE06000162VE002171618189924640,铺垫子,0,0,0,5,1,铺垫子,"['pu', 'dian', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '铺垫子', 'pinyin': ""['pu', 'dian', 'zi']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618190311406T0601VE06000162VE002171618190547734,毯子,0,1,0,3,0,嗯嗯,"['en', 'en']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '嗯嗯', 'pinyin': ""['en', 'en']"", 'nearest': ['en', 'en'], 'minDis': 2.5}",0,0,0
VE06000162,甩、铺、被子、垫子,1618193735771T0602VE06000162VE002171618193915578,铺摊子,0,0,0,4,1,,[''],"['shuai', 'pu', 'bei-zi', 'dian-zi']",{},-1,-1,-1
VE06000162,甩、铺、被子、垫子,1618194328063T0601VE06000162VE002171618194467933,他在铺垫子,0,0,0,3,1,他在铺垫子,"['ta', 'zai', 'pu', 'dian', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他在铺垫子', 'pinyin': ""['ta', 'zai', 'pu', 'dian', 'zi']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618196018573T0602VE06000162VE002171618196243801,铺摊子,0,0,0,4,1,铺毯子,"['pu', 'tan', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '铺毯子', 'pinyin': ""['pu', 'tan', 'zi']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618276501878T0601VE06000162VE002171618276695129,/,0,0,0,0,0,谁知,"['shui', 'zhi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '谁知', 'pinyin': ""['shui', 'zhi']"", 'nearest': ['shui'], 'minDis': 1.0}",0,,1
VE06000162,甩、铺、被子、垫子,1618279332680T0601VE06000162VE002171618279502964,他在铺床单,0,0,0,5,1,他在铺床单,"['ta', 'zai', 'pu', 'chuang', 'dan']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他在铺床单', 'pinyin': ""['ta', 'zai', 'pu', 'chuang', 'dan']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618279667480T0602VE06000162VE002171618279885589,潘垫子,0,0,0,3,1,看电子,"['kan', 'dian', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '看电子', 'pinyin': ""['kan', 'dian', 'zi']"", 'nearest': ['dian', 'zi'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618282675120T0602VE06000162VE002171618282856773,铺被子,0,0,0,3,1,嗯被子,"['en', 'bei', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '嗯被子', 'pinyin': ""['en', 'bei', 'zi']"", 'nearest': ['bei', 'zi'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618449720214T0601VE06000162VE002171618449873049,他在，盖他在弄毯子,0,0,0,3,1,他这个他他在弄坛子,"['ta', 'zhe', 'ge', 'ta', 'ta', 'zai', 'nong', 'tan', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他这个他他在弄坛子', 'pinyin': ""['ta', 'zhe', 'ge', 'ta', 'ta', 'zai', 'nong', 'tan', 'zi']"", 'nearest': ['tan', 'zi'], 'minDis': 0.95}",0,1,0
VE06000162,甩、铺、被子、垫子,1618451426336T0602VE06000162VE002171618451606959,截被子,0,0,0,4,1,也被子,"['ye', 'bei', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '也被子', 'pinyin': ""['ye', 'bei', 'zi']"", 'nearest': ['bei', 'zi'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618452037246T0601VE06000162VE002171618452157003,他在铺床,0,0,0,4,1,他在铺床,"['ta', 'zai', 'pu', 'chuang']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他在铺床', 'pinyin': ""['ta', 'zai', 'pu', 'chuang']"", 'nearest': ['pu'], 'minDis': 0.0}",0,1,0
VE06000162,甩、铺、被子、垫子,1618453029145T0602VE06000162VE002171618453206867,他在,0,0,0,4,0,团队,"['tuan', 'dui']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '团队', 'pinyin': ""['tuan', 'dui']"", 'nearest': ['tuan', 'dui'], 'minDis': 1.95}",0,,1
VE06000162,甩、铺、被子、垫子,1618453584002T0602VE06000162VE002171618453792808,他在弄被子,0,1,0,4,1,你就继续了他在,"['ni', 'jiu', 'ji', 'xu', 'le', 'ta', 'zai']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '你就继续了他在', 'pinyin': ""['ni', 'jiu', 'ji', 'xu', 'le', 'ta', 'zai']"", 'nearest': ['xu'], 'minDis': 1.0}",0,,1
VE06000162,甩、铺、被子、垫子,1618455059969T0601VE06000162VE002171618455198555,他在铺被子,0,0,0,4,1,他在不被子,"['ta', 'zai', 'bu', 'bei', 'zi']","['shuai', 'pu', 'bei-zi', 'dian-zi']","{'word': '他在不被子', 'pinyin': ""['ta', 'zai', 'bu', 'bei', 'zi']"", 'nearest': ['bei', 'zi'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['zhong', 'biao', 'shi-zhong', 'nao-zhong']",{},-1,-1,-1
VE06000163,钟、表、时钟、闹钟,1344T0604VE06000163VE00978,闹钟,0,0,0,3,1,闹钟,"['nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '闹钟', 'pinyin': ""['nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1347T0605VE06000163VE00978,这是闹钟,0,0,0,4,1,这是闹钟,"['zhe', 'shi', 'nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这是闹钟', 'pinyin': ""['zhe', 'shi', 'nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618191717238T0604VE06000163VE009781618191950589,得是闹钟,0,0,0,3,1,这个是、闹钟,"['zhe', 'ge', 'shi', 'nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这个是、闹钟', 'pinyin': ""['zhe', 'ge', 'shi', 'nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618192048330T0605VE06000163VE009781618192219065,闹钟,0,0,0,4,1,那就,"['na', 'jiu']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '那就', 'pinyin': ""['na', 'jiu']"", 'nearest': ['na'], 'minDis': 3.0}",0,0,0
VE06000163,钟、表、时钟、闹钟,1618192544946T0605VE06000163VE009781618192691500,闹钟,0,0,0,3,1,手中,"['shou', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '手中', 'pinyin': ""['shou', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618193100995T0604VE06000163VE009781618193343193,钟,0,0,0,2,1,这种,"['zhe', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这种', 'pinyin': ""['zhe', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618275960253T0604VE06000163VE009781618276202239,粥,0,0,0,2,1,,[''],"['zhong', 'biao', 'shi-zhong', 'nao-zhong']",{},-1,-1,-1
VE06000163,钟、表、时钟、闹钟,1618278205081T0605VE06000163VE009781618278359610,这是钟,0,0,0,4,1,这是粥,"['zhe', 'shi', 'zhou']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '这是粥', 'pinyin': ""['zhe', 'shi', 'zhou']"", 'nearest': ['shi', 'zhou'], 'minDis': 1.0}",0,,1
VE06000163,钟、表、时钟、闹钟,1618278587855T0605VE06000163VE009781618278882573,闹钟,0,0,0,5,1,闹钟,"['nao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '闹钟', 'pinyin': ""['nao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
VE06000163,钟、表、时钟、闹钟,1618280905927T0604VE06000163VE009781618281131396,澳洲,0,0,0,3,1,到中,"['dao', 'zhong']","['zhong', 'biao', 'shi-zhong', 'nao-zhong']","{'word': '到中', 'pinyin': ""['dao', 'zhong']"", 'nearest': ['zhong'], 'minDis': 0.0}",0,1,0
