图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE06000149,本,1618451774229T0605VE06000149VE002801618451898645,书是用树做的,否,否,否,5,否,树是用树做的,"['shu', 'shi', 'yong', 'shu', 'zuo', 'de']"
VE06000149,本,1618452740249T0604VE06000149VE002801618452936410,一本一本,否,否,否,4,是,一本一本的,"['yi', 'ben', 'yi', 'ben', 'de']"
VE06000149,本,1618453308633T0605VE06000149VE002801618453411542,是一本的,否,否,否,4,是,是一本的,"['shi', 'yi', 'ben', 'de']"
VE06000149,本,1618455677099T0604VE06000149VE002801618455857894,一本,否,否,否,4,是,,['']
VE06000150,秋天 ,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000150,秋天 ,1344T0604VE06000150VE00221,秋天,否,否,否,4,是,秋天,"['qiu', 'tian']"
VE06000150,秋天 ,1347T0605VE06000150VE00221,这是秋天 ,否,否,否,5,是,这是秋天,"['zhe', 'shi', 'qiu', 'tian']"
VE06000150,秋天 ,1618191717238T0604VE06000150VE002211618191982932,树上面长着橘色的该丝都甜到了,否,否,否,1,否,书上面找着句子那个是都填到了,"['shu', 'shang', 'mian', 'zhao', 'zhao', 'ju', 'zi', 'na', 'ge', 'shi', 'du', 'tian', 'dao', 'le']"
VE06000150,秋天 ,1618192048330T0605VE06000150VE002211618192251333,这是冬天,否,否,否,3,否,是冬天,"['shi', 'dong', 'tian']"
VE06000150,秋天 ,1618192544946T0605VE06000150VE002211618192722288,秋天,否,否,否,3,是,嗯秋天,"['en', 'qiu', 'tian']"
VE06000150,秋天 ,1618193100995T0604VE06000150VE002211618193372489,红树,否,否,否,3,否,红树,"['hong', 'shu']"
VE06000150,秋天 ,1618275960253T0604VE06000150VE002211618276231987,秋天,否,否,否,3,是,初始,"['chu', 'shi']"
VE06000150,秋天 ,1618278205081T0605VE06000150VE002211618278390053,/,否,否,否,0,否,,['']
VE06000150,秋天 ,1618278587855T0605VE06000150VE002211618278915868,春天吧,否,否,否,3,否,春天吧,"['chun', 'tian', 'ba']"
VE06000150,秋天 ,1618280905927T0604VE06000150VE002211618281166581,秋天,否,否,否,3,是,是秋天,"['shi', 'qiu', 'tian']"
VE06000150,秋天 ,1618282136024T0604VE06000150VE002211618282393401,秋天,否,否,否,4,是,秋天,"['qiu', 'tian']"
VE06000150,秋天 ,1618295228848T0605VE06000150VE002211618295502700,这个是秋天,否,否,否,4,是,这个是秋天,"['zhe', 'ge', 'shi', 'qiu', 'tian']"
VE06000150,秋天 ,1618295615703T0604VE06000150VE002211618295916904,春天,否,否,否,4,否,春天,"['chun', 'tian']"
VE06000150,秋天 ,1618447854715T0605VE06000150VE002211618448026526,秋天,否,否,否,4,是,秋天,"['qiu', 'tian']"
VE06000150,秋天 ,1618448900511T0604VE06000150VE002211618449146216,秋天,否,否,否,4,是,嗯秋天,"['en', 'qiu', 'tian']"
VE06000150,秋天 ,1618451774229T0605VE06000150VE002211618451938334,/,an,否,否,1,否,,['']
VE06000150,秋天 ,1618452740249T0604VE06000150VE002211618452970708,春天,否,否,否,3,否,非常好非常春天,"['fei', 'chang', 'hao', 'fei', 'chang', 'chun', 'tian']"
VE06000150,秋天 ,1618453308633T0605VE06000150VE002211618453453044,这个是秋天,否,否,否,5,是,这个是秋天,"['zhe', 'ge', 'shi', 'qiu', 'tian']"
VE06000150,秋天 ,1618455677099T0604VE06000150VE002211618455890068,/,否,否,否,0,否,,['']
VE06000151,棕色,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000151,棕色,1342T0601VE06000151VE00235,灰色,否,否,否,3,否,灰色,"['hui', 'se']"
VE06000151,棕色,1344T0604VE06000151VE00235,灰色,否,否,否,3,否,为什么？,"['wei', 'shen', 'me']"
VE06000151,棕色,1345T0603VE06000151VE00235,灰色，棕色,否,否,否,3,是,这是中式,"['zhe', 'shi', 'zhong', 'shi']"
VE06000151,棕色,1348T0601VE06000151VE00235,黑色,否,否,否,3,否,,['']
VE06000151,棕色,1349T0603VE06000151VE00235,黑色,否,否,否,4,否,黑色,"['hei', 'se']"
VE06000151,棕色,1618188869654T0603VE06000151VE002351618189106531,棕色,否,否,否,4,是,呃棕色,"['e', 'zong', 'se']"
VE06000151,棕色,1618190311406T0601VE06000151VE002351618190682798,棕色,否,否,否,4,是,中色,"['zhong', 'se']"
VE06000151,棕色,1618191717238T0604VE06000151VE002351618191914559,棕色,否,否,否,2,是,就是,"['jiu', 'shi']"
VE06000151,棕色,1618193100995T0604VE06000151VE002351618193309979,灰色,否,否,否,4,否,灰色,"['hui', 'se']"
VE06000151,棕色,1618194328063T0601VE06000151VE002351618194534979,黑色,否,否,否,5,否,黑色吗？,"['hei', 'se', 'ma']"
VE06000151,棕色,1618194888019T0603VE06000151VE002351618195095445,棕色,否,否,否,3,是,,['']
VE06000151,棕色,1618195512593T0603VE06000151VE002351618195678148,咖啡色,否,否,否,5,否,咖啡色,"['ka', 'fei', 'se']"
VE06000151,棕色,1618275960253T0604VE06000151VE002351618276167990,红色吧,否,否,否,4,否,红色吧,"['hong', 'se', 'ba']"
VE06000151,棕色,1618276501878T0601VE06000151VE002351618276868063,黑色,否,否,否,5,否,黑色,"['hei', 'se']"
VE06000151,棕色,1618279332680T0601VE06000151VE002351618279584430,棕色,否,否,否,4,否,棕色,"['zong', 'se']"
VE06000151,棕色,1618280487348T0603VE06000151VE002351618280717530,黑棕黑色,否,否,否,3,否,黑色中黑色,"['hei', 'se', 'zhong', 'hei', 'se']"
VE06000151,棕色,1618280905927T0604VE06000151VE002351618281088866,额是棕色,否,否,否,3,是,我是冬色,"['wo', 'shi', 'dong', 'se']"
VE06000151,棕色,1618281729843T0603VE06000151VE002351618281943229,这是灰色,否,否,否,4,否,这是灰色,"['zhe', 'shi', 'hui', 'se']"
VE06000151,棕色,1618282136024T0604VE06000151VE002351618282332279,棕色,否,否,否,3,是,,['']
VE06000151,棕色,1618295615703T0604VE06000151VE002351618295848316,灰色,否,否,否,4,否,灰色,"['hui', 'se']"
VE06000151,棕色,1618448900511T0604VE06000151VE002351618449078194,棕色,否,否,否,3,是,中式,"['zhong', 'shi']"
VE06000151,棕色,1618449325726T0603VE06000151VE002351618449536727,棕色,否,否,否,4,是,总是,"['zong', 'shi']"
VE06000151,棕色,1618449720214T0601VE06000151VE002351618449972705,这是棕色,否,否,否,4,是,这是中色,"['zhe', 'shi', 'zhong', 'se']"
VE06000151,棕色,1618452037246T0601VE06000151VE002351618452238513,这是灰色,否,否,否,5,否,这个是灰色,"['zhe', 'ge', 'shi', 'hui', 'se']"
VE06000151,棕色,1618452409584T0603VE06000151VE002351618452618457,棕色,否,否,否,4,是,棕色,"['zong', 'se']"
VE06000151,棕色,1618452740249T0604VE06000151VE002351618452910787,棕,否,否,否,3,是,中式,"['zhong', 'shi']"
VE06000151,棕色,1618454746850T0603VE06000151VE002351618454956687,这是棕,否,否,否,3,是,这是周四,"['zhe', 'shi', 'zhou', 'si']"
VE06000151,棕色,1618455059969T0601VE06000151VE002351618455278782,棕色,否,否,否,3,是,中色,"['zhong', 'se']"
VE06000151,棕色,1618455677099T0604VE06000151VE002351618455832365,/,e4,否,否,1,否,,['']
VE06000152,衣柜、柜子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000152,衣柜、柜子,1345T0603VE06000152VE00791,柜子,否,否,否,2,是,为什么？,"['wei', 'shen', 'me']"
VE06000152,衣柜、柜子,1347T0605VE06000152VE00791,这是衣柜,否,否,否,5,是,这是衣柜,"['zhe', 'shi', 'yi', 'gui']"
VE06000152,衣柜、柜子,1349T0603VE06000152VE00791,柜子,否,否,否,5,是,柜子,"['gui', 'zi']"
VE06000152,衣柜、柜子,1618188869654T0603VE06000152VE007911618189110905,衣柜,否,否,否,5,是,衣柜,"['yi', 'gui']"
VE06000152,衣柜、柜子,1618192048330T0605VE06000152VE007911618192257288,衣架,否,否,否,5,否,你这样,"['ni', 'zhe', 'yang']"
VE06000152,衣柜、柜子,1618192544946T0605VE06000152VE007911618192727994,柜子,否,否,否,4,是,,['']
VE06000152,衣柜、柜子,1618194888019T0603VE06000152VE007911618195100261,衣柜,否,否,否,5,是,机会,"['ji', 'hui']"
VE06000152,衣柜、柜子,1618195512593T0603VE06000152VE007911618195682983,放衣服的衣架,否,否,否,4,是,放衣服的衣架,"['fang', 'yi', 'fu', 'de', 'yi', 'jia']"
VE06000152,衣柜、柜子,1618278205081T0605VE06000152VE007911618278398639,衣柜,否,否,否,5,是,衣柜,"['yi', 'gui']"
VE06000152,衣柜、柜子,1618278587855T0605VE06000152VE007911618278921955,柜子,否,否,否,5,是,鬼子,"['gui', 'zi']"
VE06000152,衣柜、柜子,1618280487348T0603VE06000152VE007911618280723200,这柜子还有衣服,否,否,否,4,是,这柜子还有衣服,"['zhe', 'gui', 'zi', 'huan', 'you', 'yi', 'fu']"
VE06000152,衣柜、柜子,1618281729843T0603VE06000152VE007911618281949406,这是衣柜,否,否,否,4,是,这是衣柜,"['zhe', 'shi', 'yi', 'gui']"
VE06000152,衣柜、柜子,1618295228848T0605VE06000152VE007911618295524830,柜,否,否,否,2,否,对,['dui']
VE06000152,衣柜、柜子,1618447854715T0605VE06000152VE007911618448030627,子,否,否,否,1,否,一直,"['yi', 'zhi']"
VE06000152,衣柜、柜子,1618449325726T0603VE06000152VE007911618449541440,柜,否,否,否,2,否,贵,['gui']
VE06000152,衣柜、柜子,1618451774229T0605VE06000152VE007911618451942729,这是挂衣服的东西,否,否,否,3,否,这是花衣服的东西,"['zhe', 'shi', 'hua', 'yi', 'fu', 'de', 'dong', 'xi']"
VE06000152,衣柜、柜子,1618452409584T0603VE06000152VE007911618452623295,柜子,否,否,否,3,是,鬼子,"['gui', 'zi']"
VE06000152,衣柜、柜子,1618453308633T0605VE06000152VE007911618453458574,这是衣柜,否,否,否,5,是,这是衣柜,"['zhe', 'shi', 'yi', 'gui']"
VE06000152,衣柜、柜子,1618454746850T0603VE06000152VE007911618454962224,这是衣柜,否,否,否,3,是,这是一个,"['zhe', 'shi', 'yi', 'ge']"
VE06000153,桥梁、桥、大桥,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000153,桥梁、桥、大桥,1345T0603VE06000153VE00982,桥,否,否,否,2,是,调,['diao']
VE06000153,桥梁、桥、大桥,1347T0605VE06000153VE00982,这是桥,否,否,否,5,是,这是桥,"['zhe', 'shi', 'qiao']"
VE06000153,桥梁、桥、大桥,1349T0603VE06000153VE00982,/,否,否,否,0,否,,['']
VE06000153,桥梁、桥、大桥,1618188869654T0603VE06000153VE009821618189124307,桥,否,否,否,5,是,桥,['qiao']
VE06000153,桥梁、桥、大桥,1618192048330T0605VE06000153VE009821618192275327,一个桥,否,否,否,3,是,一个桥,"['yi', 'ge', 'qiao']"
VE06000153,桥梁、桥、大桥,1618192544946T0605VE06000153VE009821618192748220,/,否,否,否,0,否,嗯嗯嗯,"['en', 'en', 'en']"
VE06000153,桥梁、桥、大桥,1618194888019T0603VE06000153VE009821618195116327,这是桥,否,否,否,3,是,这是条,"['zhe', 'shi', 'tiao']"
VE06000153,桥梁、桥、大桥,1618195512593T0603VE06000153VE009821618195702478,大桥,否,否,否,3,是,大条,"['da', 'tiao']"
VE06000153,桥梁、桥、大桥,1618278205081T0605VE06000153VE009821618278413152,桥,否,否,否,3,是,条,['tiao']
VE06000153,桥梁、桥、大桥,1618278587855T0605VE06000153VE009821618278940500,/,否,否,否,0,否,,['']
VE06000153,桥梁、桥、大桥,1618280487348T0603VE06000153VE009821618280741918,桥,否,否,否,3,是,小,['xiao']
VE06000153,桥梁、桥、大桥,1618281729843T0603VE06000153VE009821618281965180,这是桥梁,否,否,否,4,是,这是桥梁,"['zhe', 'shi', 'qiao', 'liang']"
VE06000153,桥梁、桥、大桥,1618295228848T0605VE06000153VE009821618295543383,这是大桥,否,否,否,3,是,这是大桥,"['zhe', 'shi', 'da', 'qiao']"
VE06000153,桥梁、桥、大桥,1618447854715T0605VE06000153VE009821618448047686,桥,否,否,否,4,是,瞧,['qiao']
VE06000153,桥梁、桥、大桥,1618449325726T0603VE06000153VE009821618449555190,一座桥,否,否,否,4,是,一座桥,"['yi', 'zuo', 'qiao']"
VE06000153,桥梁、桥、大桥,1618451774229T0605VE06000153VE009821618451959282,高桥,否,否,否,2,是,高调,"['gao', 'diao']"
VE06000153,桥梁、桥、大桥,1618452409584T0603VE06000153VE009821618452639722,桥,否,否,否,3,是,桥,['qiao']
VE06000153,桥梁、桥、大桥,1618453308633T0605VE06000153VE009821618453473884,这是高桥,否,否,否,5,是,这是高桥,"['zhe', 'shi', 'gao', 'qiao']"
VE06000153,桥梁、桥、大桥,1618454746850T0603VE06000153VE009821618454982585,这是桥,否,否,否,4,是,这是条,"['zhe', 'shi', 'tiao']"
VE06000154,地图 ,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000154,地图 ,1340T0503VE06000154VE00767,不知道,否,否,否,2,否,嗯不知道,"['en', 'bu', 'zhi', 'dao']"
VE06000154,地图 ,1345T0603VE06000154VE00767,一样,否,否,否,1,否,这样,"['zhe', 'yang']"
VE06000154,地图 ,1346T0502VE06000154VE00767,地图,否,否,否,5,是,地图,"['di', 'tu']"
VE06000154,地图 ,1347T0605VE06000154VE00767,这是地图,否,否,否,4,是,这是地图,"['zhe', 'shi', 'di', 'tu']"
VE06000154,地图 ,1349T0603VE06000154VE00767,不知道,否,是,否,4,否,不知道,"['bu', 'zhi', 'dao']"
VE06000154,地图 ,1618188869654T0603VE06000154VE007671618189047550,地图,否,否,否,4,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618192048330T0605VE06000154VE007671618192286985,地图,否,否,否,5,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618192544946T0605VE06000154VE007671618192757440,/,否,否,否,0,否,,['']
VE06000154,地图 ,1618194888019T0603VE06000154VE007671618195033338,是中国的地图,否,否,否,4,是,就是中国的地图,"['jiu', 'shi', 'zhong', 'guo', 'de', 'di', 'tu']"
VE06000154,地图 ,1618195512593T0603VE06000154VE007671618195623766,地球的地图,否,否,否,4,是,地球的、地图,"['di', 'qiu', 'de', 'di', 'tu']"
VE06000154,地图 ,1618278205081T0605VE06000154VE007671618278421356,这是地球的图,否,否,否,4,是,这是地球的图,"['zhe', 'shi', 'di', 'qiu', 'de', 'tu']"
VE06000154,地图 ,1618278587855T0605VE06000154VE007671618278953798,地图,否,否,否,4,是,意图,"['yi', 'tu']"
VE06000154,地图 ,1618280487348T0603VE06000154VE007671618280664011,地球,否,否,否,3,否,地球,"['di', 'qiu']"
VE06000154,地图 ,1618281729843T0603VE06000154VE007671618281878060,这是中国地,否,否,否,4,是,这是中国地图,"['zhe', 'shi', 'zhong', 'guo', 'di', 'tu']"
VE06000154,地图 ,1618283377735T0503VE06000154VE007671618283686289,地图,否,否,否,3,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618294378869T0502VE06000154VE007671618294617147,/,否,否,否,0,否,完了,"['wan', 'le']"
VE06000154,地图 ,1618295228848T0605VE06000154VE007671618295552443,这个是地图,否,否,否,4,是,这个是地图,"['zhe', 'ge', 'shi', 'di', 'tu']"
VE06000154,地图 ,1618297471484T0502VE06000154VE007671618297747348,地图,否,否,否,4,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618298310027T0503VE06000154VE007671618298540601,地图,否,否,否,3,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618447854715T0605VE06000154VE007671618448055742,/,否,否,否,0,否,,['']
VE06000154,地图 ,1618450419482T0502VE06000154VE007671618450657188,个是地图,否,否,否,3,是,更是地图,"['geng', 'shi', 'di', 'tu']"
VE06000154,地图 ,1618450727708T0503VE06000154VE007671618450960635,图,否,否,否,2,是,除,['chu']
VE06000154,地图 ,1618451774229T0605VE06000154VE007671618451969322,地图,否,否,否,4,是,地图,"['di', 'tu']"
VE06000154,地图 ,1618452409584T0603VE06000154VE007671618452562809,地球仪,否,否,否,3,否,地球一,"['di', 'qiu', 'yi']"
VE06000154,地图 ,1618453308633T0605VE06000154VE007671618453486064,这是地球的模型拼图,否,是,否,4,否,这是地球的模型评图，来宝贝到这儿来,"['zhe', 'shi', 'di', 'qiu', 'de', 'mo', 'xing', 'ping', 'tu', 'lai', 'bao', 'bei', 'dao', 'zhe', 'er', 'lai']"
VE06000154,地图 ,1618454164862T0503VE06000154VE007671618454377218,/,否,否,否,0,否,,['']
VE06000154,地图 ,1618454746850T0603VE06000154VE007671618454889219,这是地图,否,否,否,4,是,这是地图,"['zhe', 'shi', 'di', 'tu']"
VE06000155,七星瓢虫,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000155,七星瓢虫,1344T0604VE06000155VE00568,七星瓢虫,否,否,否,4,是,星星瓢虫,"['xing', 'xing', 'piao', 'chong']"
VE06000155,七星瓢虫,1347T0605VE06000155VE00568,这是七星瓢,否,否,否,4,是,这是七星瓢虫,"['zhe', 'shi', 'qi', 'xing', 'piao', 'chong']"
VE06000155,七星瓢虫,1618191717238T0604VE06000155VE005681618191965508,这个si4虫子,否,否,否,4,否,这个是猴子啊,"['zhe', 'ge', 'shi', 'hou', 'zi', 'a']"
VE06000155,七星瓢虫,1618192048330T0605VE06000155VE005681618192233776,一个虫,否,否,否,4,否,一个丑,"['yi', 'ge', 'chou']"
VE06000155,七星瓢虫,1618192544946T0605VE06000155VE005681618192708037,瓢虫,否,否,否,4,否,瓢虫,"['piao', 'chong']"
VE06000155,七星瓢虫,1618193100995T0604VE06000155VE005681618193356045,青青瓢虫,否,否,否,3,是,轻轻瓢虫,"['qing', 'qing', 'piao', 'chong']"
VE06000155,七星瓢虫,1618275960253T0604VE06000155VE005681618276215833,/,否,否,否,0,否,,['']
VE06000155,七星瓢虫,1618278205081T0605VE06000155VE005681618278376342,七夕瓢虫,否,否,否,3,是,七夕瓢虫,"['qi', 'xi', 'piao', 'chong']"
VE06000155,七星瓢虫,1618278587855T0605VE06000155VE005681618278898310,知不知道,否,是,否,1,否,这么重要,"['zhe', 'me', 'zhong', 'yao']"
VE06000155,七星瓢虫,1618280905927T0604VE06000155VE005681618281145451,这是七七星瓢虫,否,否,否,2,是,这是鸡、鸡、心、瓢虫,"['zhe', 'shi', 'ji', 'ji', 'xin', 'piao', 'chong']"
VE06000155,七星瓢虫,1618282136024T0604VE06000155VE005681618282379447,七七桥赎,否,否,否,4,是,调熟,"['diao', 'shu']"
VE06000155,七星瓢虫,1618295228848T0605VE06000155VE005681618295486254,七星瓢虫,否,否,否,4,是,清新瓢虫,"['qing', 'xin', 'piao', 'chong']"
VE06000155,七星瓢虫,1618295615703T0604VE06000155VE005681618295900236,七星瓢虫,否,否,否,3,是,一心飘虫,"['yi', 'xin', 'piao', 'chong']"
VE06000155,七星瓢虫,1618447854715T0605VE06000155VE005681618448013006,七星瓢虫,否,否,否,4,是,细心调整,"['xi', 'xin', 'diao', 'zheng']"
VE06000155,七星瓢虫,1618448900511T0604VE06000155VE005681618449130541,虫子,否,否,否,3,否,嗯虫子,"['en', 'chong', 'zi']"
VE06000155,七星瓢虫,1618451774229T0605VE06000155VE005681618451925871,星星瓢虫,否,否,否,4,是,星星瓢虫,"['xing', 'xing', 'piao', 'chong']"
VE06000155,七星瓢虫,1618452740249T0604VE06000155VE005681618452958476,七星瓢虫,否,否,否,4,是,七星瓢虫,"['qi', 'xing', 'piao', 'chong']"
VE06000155,七星瓢虫,1618453308633T0605VE06000155VE005681618453436542,这是七星瓢虫,否,否,否,4,是,这是七星瓢虫,"['zhe', 'shi', 'qi', 'xing', 'piao', 'chong']"
VE06000155,七星瓢虫,1618455677099T0604VE06000155VE005681618455878231,星瓢,否,否,否,3,否,星云飘窗,"['xing', 'yun', 'piao', 'chuang']"
VE06000156,工程师、建筑师、图,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000156,工程师、建筑师、图,1342T0601VE06000156VE00237,/,you1yuan3,否,否,1,否,都有啊,"['du', 'you', 'a']"
VE06000156,工程师、建筑师、图,1348T0601VE06000156VE00237,他是，他在画图纸,否,否,否,4,是,他是他在画图纸,"['ta', 'shi', 'ta', 'zai', 'hua', 'tu', 'zhi']"
VE06000156,工程师、建筑师、图,1618190311406T0601VE06000156VE002371618190619793,/,否,否,否,0,否,,['']
VE06000156,工程师、建筑师、图,1618194328063T0601VE06000156VE002371618194496870,是画设计图,否,否,否,3,是,是或设计图,"['shi', 'huo', 'she', 'ji', 'tu']"
VE06000156,工程师、建筑师、图,1618279332680T0601VE06000156VE002371618279535351,他是画家,否,否,否,5,否,他是画家,"['ta', 'shi', 'hua', 'jia']"
VE06000156,工程师、建筑师、图,1618449720214T0601VE06000156VE002371618449905419,他就是建筑师他爱画建筑图,否,否,否,3,是,他就是见主持人，还要坏接触处,"['ta', 'jiu', 'shi', 'jian', 'zhu', 'chi', 'ren', 'huan', 'yao', 'huai', 'jie', 'chu', 'chu']"
VE06000156,工程师、建筑师、图,1618452037246T0601VE06000156VE002371618452186330,他是工人,否,否,否,4,是,他是工人,"['ta', 'shi', 'gong', 'ren']"
VE06000156,工程师、建筑师、图,1618455059969T0601VE06000156VE002371618455231404,建筑工人,否,否,否,4,是,建筑工人,"['jian', 'zhu', 'gong', 'ren']"
VE06000157,十二,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000157,十二,1342T0601VE06000157VE00555,十二,否,否,否,3,是,,['']
VE06000157,十二,1344T0604VE06000157VE00555,十二,否,否,否,5,是,,['']
VE06000157,十二,1345T0603VE06000157VE00555,十二,否,否,否,3,是,只,['zhi']
VE06000157,十二,1348T0601VE06000157VE00555,十二,否,否,否,4,是,,['']
VE06000157,十二,1349T0603VE06000157VE00555,十二只,否,否,否,4,是,沙子,"['sha', 'zi']"
VE06000157,十二,1618188869654T0603VE06000157VE005551618189098649,十二,否,否,否,4,是,,['']
VE06000157,十二,1618190311406T0601VE06000157VE005551618190670484,二只,否,否,否,3,否,开始,"['kai', 'shi']"
VE06000157,十二,1618191717238T0604VE06000157VE005551618191901165,/,否,否,否,0,否,,['']
VE06000157,十二,1618193100995T0604VE06000157VE005551618193299137,十二个,否,否,否,5,是,个,['ge']
VE06000157,十二,1618194328063T0601VE06000157VE005551618194525367,十二个气,否,否,否,4,是,个气球,"['ge', 'qi', 'qiu']"
VE06000157,十二,1618194888019T0603VE06000157VE005551618195085685,十二,否,否,否,5,是,,['']
VE06000157,十二,1618195512593T0603VE06000157VE005551618195666386,十二个,否,否,否,5,是,个,['ge']
VE06000157,十二,1618275960253T0604VE06000157VE005551618276156394,五六七八九十十一十二,否,否,否,3,是,,['']
VE06000157,十二,1618276501878T0601VE06000157VE005551618276841808,十二,否,否,否,5,是,,['']
VE06000157,十二,1618279332680T0601VE06000157VE005551618279569550,十二个气球,否,否,否,4,是,个气球,"['ge', 'qi', 'qiu']"
VE06000157,十二,1618280487348T0603VE06000157VE005551618280710110,/,否,否,否,0,否,嗯,['en']
VE06000157,十二,1618280905927T0604VE06000157VE005551618281082720,十二只气球,否,否,否,3,是,只、气球,"['zhi', 'qi', 'qiu']"
VE06000157,十二,1618281729843T0603VE06000157VE005551618281930943,这是十二只气球,否,否,否,4,是,这是只气球,"['zhe', 'shi', 'zhi', 'qi', 'qiu']"
VE06000157,十二,1618282136024T0604VE06000157VE005551618282315301,十二个,否,否,否,5,是,个,['ge']
VE06000157,十二,1618295615703T0604VE06000157VE005551618295832667,十二只气,否,否,否,4,是,只气球,"['zhi', 'qi', 'qiu']"
VE06000157,十二,1618448900511T0604VE06000157VE005551618449068993,十二,否,否,否,5,是,,['']
VE06000157,十二,1618449325726T0603VE06000157VE005551618449523170,个气球,否,否,否,4,否,一个气球,"['yi', 'ge', 'qi', 'qiu']"
VE06000157,十二,1618449720214T0601VE06000157VE005551618449955865,十十二个,否,是,否,3,是,个,['ge']
VE06000157,十二,1618452037246T0601VE06000157VE005551618452223025,/,否,否,否,0,否,,['']
VE06000157,十二,1618452740249T0604VE06000157VE005551618452900660,十二,否,否,否,4,是,,['']
VE06000157,十二,1618454746850T0603VE06000157VE005551618454943901,这是十二个气,否,否,否,4,是,这是个,"['zhe', 'shi', 'ge']"
VE06000157,十二,1618455059969T0601VE06000157VE005551618455266670,十二个气,否,否,否,4,是,个技巧,"['ge', 'ji', 'qiao']"
VE06000157,十二,1618455677099T0604VE06000157VE005551618455820095,十二,否,否,否,5,是,,['']
VE06000158,最远,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000158,最远,1345T0603VE06000158VE01237,最远,否,否,否,3,是,最远,"['zui', 'yuan']"
VE06000158,最远,1347T0605VE06000158VE01237,那边最远,否,否,否,5,是,那边最远,"['na', 'bian', 'zui', 'yuan']"
VE06000158,最远,1349T0603VE06000158VE01237,不近,否,否,否,4,否,不进,"['bu', 'jin']"
VE06000158,最远,1618188869654T0603VE06000158VE012371618189114287,最远,否,否,否,4,是,最远,"['zui', 'yuan']"
VE06000158,最远,1618192048330T0605VE06000158VE012371618192263033,远,否,否,否,3,否,远,['yuan']
VE06000158,最远,1618192544946T0605VE06000158VE012371618192733888,球,否,否,否,4,否,,['']
VE06000158,最远,1618194888019T0603VE06000158VE012371618195104973,远,否,否,否,4,否,元,['yuan']
VE06000158,最远,1618195512593T0603VE06000158VE012371618195688068,这里是小，小球,否,否,否,3,否,这里是小小球,"['zhe', 'li', 'shi', 'xiao', 'xiao', 'qiu']"
VE06000158,最远,1618278205081T0605VE06000158VE012371618278403207,最远,否,否,否,4,是,最远,"['zui', 'yuan']"
VE06000158,最远,1618278587855T0605VE06000158VE012371618278928021,那边，那边最远,否,否,否,4,是,那边那边最远,"['na', 'bian', 'na', 'bian', 'zui', 'yuan']"
VE06000158,最远,1618280487348T0603VE06000158VE012371618280729638,啊边很远,否,否,否,3,否,那边很远,"['na', 'bian', 'hen', 'yuan']"
VE06000158,最远,1618281729843T0603VE06000158VE012371618281953966,最远,否,否,否,3,是,最远,"['zui', 'yuan']"
VE06000158,最远,1618295228848T0605VE06000158VE012371618295529901,很远,否,否,否,4,否,很远,"['hen', 'yuan']"
VE06000158,最远,1618447854715T0605VE06000158VE012371618448034475,/,否,否,否,0,否,,['']
VE06000158,最远,1618449325726T0603VE06000158VE012371618449545072,最远,否,否,否,3,是,最远,"['zui', 'yuan']"
VE06000158,最远,1618451774229T0605VE06000158VE012371618451948207,最远,否,否,否,3,是,最远,"['zui', 'yuan']"
VE06000158,最远,1618452409584T0603VE06000158VE012371618452628937,最远,否,否,否,2,是,对呀,"['dui', 'ya']"
VE06000158,最远,1618453308633T0605VE06000158VE012371618453463260,那里最远,否,否,否,4,是,那里最远,"['na', 'li', 'zui', 'yuan']"
VE06000158,最远,1618454746850T0603VE06000158VE012371618454966970,那边最远,否,否,否,4,是,那毕业最远,"['na', 'bi', 'ye', 'zui', 'yuan']"
VE06000159,夏季、夏天,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE06000159,夏季、夏天,1345T0603VE06000159VE00150,/,否,否,是,0,否,,['']
VE06000159,夏季、夏天,1347T0605VE06000159VE00150,这是，这是春天,否,否,否,4,否,这个是这是春天,"['zhe', 'ge', 'shi', 'zhe', 'shi', 'chun', 'tian']"
VE06000159,夏季、夏天,1349T0603VE06000159VE00150,/,否,否,否,0,否,嗯,['en']
VE06000159,夏季、夏天,1618188869654T0603VE06000159VE001501618189119228,春天,否,否,否,3,否,春天,"['chun', 'tian']"
VE06000159,夏季、夏天,1618192048330T0605VE06000159VE001501618192268049,/,否,否,否,0,否,,['']
