图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE06000149,本,1618192048330T0605VE06000149VE002801618192210859,书是一列一列的,0,0,0,3,0,书是一面一面的,"['shu', 'shi', 'yi', 'mian', 'yi', 'mian', 'de']",['ben'],"{""word"": ""\u4e66\u662f\u4e00\u9762\u4e00\u9762\u7684"", ""pinyin"": ""['shu', 'shi', 'yi', 'mian', 'yi', 'mian', 'de']"", ""nearest"": [""de""], ""minDis"": 2.0}",0
VE06000149,本,1618192544946T0605VE06000149VE002801618192682257,书是一个长方形的,0,0,0,3,0,书书，书是一个长方形的,"['shu', 'shu', 'shu', 'shi', 'yi', 'ge', 'chang', 'fang', 'xing', 'de']",['ben'],"{""word"": ""\u4e66\u4e66\uff0c\u4e66\u662f\u4e00\u4e2a\u957f\u65b9\u5f62\u7684"", ""pinyin"": ""['shu', 'shu', 'shu', 'shi', 'yi', 'ge', 'chang', 'fang', 'xing', 'de']"", ""nearest"": [""ge""], ""minDis"": 2.0}",0
VE06000149,本,1618193100995T0604VE06000149VE002801618193335425,纸,0,0,0,5,0,纸,['zhi'],['ben'],"{""word"": ""\u7eb8"", ""pinyin"": ""['zhi']"", ""nearest"": [""zhi""], ""minDis"": 4.0}",0
VE06000149,本,1618275960253T0604VE06000149VE002801618276194575,不是一棵一棵,0,0,0,4,0,不是一颗一颗的,"['bu', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']",['ben'],"{""word"": ""\u4e0d\u662f\u4e00\u9897\u4e00\u9897\u7684"", ""pinyin"": ""['bu', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']"", ""nearest"": [""bu""], ""minDis"": 2.0}",0
VE06000149,本,1618278205081T0605VE06000149VE002801618278352195,书是一本一本的,0,0,0,4,1,书是一本一本的,"['shu', 'shi', 'yi', 'ben', 'yi', 'ben', 'de']",['ben'],"{""word"": ""\u4e66\u662f\u4e00\u672c\u4e00\u672c\u7684"", ""pinyin"": ""['shu', 'shi', 'yi', 'ben', 'yi', 'ben', 'de']"", ""nearest"": [""ben""], ""minDis"": 0.0}",1
VE06000149,本,1618278587855T0605VE06000149VE002801618278872958,书也是一棵一棵的,0,0,0,4,0,书也是一颗一颗的,"['shu', 'ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']",['ben'],"{""word"": ""\u4e66\u4e5f\u662f\u4e00\u9897\u4e00\u9897\u7684"", ""pinyin"": ""['shu', 'ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']"", ""nearest"": [""ye""], ""minDis"": 2.0}",0
VE06000149,本,1618280905927T0604VE06000149VE002801618281123702,一本一本的,0,0,0,4,1,一本一本的,"['yi', 'ben', 'yi', 'ben', 'de']",['ben'],"{""word"": ""\u4e00\u672c\u4e00\u672c\u7684"", ""pinyin"": ""['yi', 'ben', 'yi', 'ben', 'de']"", ""nearest"": [""ben""], ""minDis"": 0.0}",1
VE06000149,本,1618282136024T0604VE06000149VE002801618282358992,/,0,0,0,0,0,嗯,['en'],['ben'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']"", ""nearest"": [""en""], ""minDis"": 1.0}",0
VE06000149,本,1618295228848T0605VE06000149VE002801618295460543,也是一棵一棵的,0,0,0,4,0,也是一颗一颗的,"['ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']",['ben'],"{""word"": ""\u4e5f\u662f\u4e00\u9897\u4e00\u9897\u7684"", ""pinyin"": ""['ye', 'shi', 'yi', 'ke', 'yi', 'ke', 'de']"", ""nearest"": [""ye""], ""minDis"": 2.0}",0
VE06000149,本,1618295615703T0604VE06000149VE002801618295875283,是一页一页的,0,0,0,5,0,是一页一页的,"['shi', 'yi', 'ye', 'yi', 'ye', 'de']",['ben'],"{""word"": ""\u662f\u4e00\u9875\u4e00\u9875\u7684"", ""pinyin"": ""['shi', 'yi', 'ye', 'yi', 'ye', 'de']"", ""nearest"": [""ye""], ""minDis"": 2.0}",0
VE06000149,本,1618447854715T0605VE06000149VE002801618447993238,本,0,0,0,2,1,拜拜,"['bai', 'bai']",['ben'],"{""word"": ""\u62dc\u62dc"", ""pinyin"": ""['bai', 'bai']"", ""nearest"": [""bai""], ""minDis"": 2.0}",0
VE06000149,本,1618448900511T0604VE06000149VE002801618449105024,/,0,0,0,0,0,嗯就外面,"['en', 'jiu', 'wai', 'mian']",['ben'],"{""word"": ""\u55ef\u5c31\u5916\u9762"", ""pinyin"": ""['en', 'jiu', 'wai', 'mian']"", ""nearest"": [""en""], ""minDis"": 1.0}",0
VE06000149,本,1618451774229T0605VE06000149VE002801618451898645,书是用树做的,0,0,0,5,0,树是用树做的,"['shu', 'shi', 'yong', 'shu', 'zuo', 'de']",['ben'],"{""word"": ""\u6811\u662f\u7528\u6811\u505a\u7684"", ""pinyin"": ""['shu', 'shi', 'yong', 'shu', 'zuo', 'de']"", ""nearest"": [""de""], ""minDis"": 2.0}",0
VE06000149,本,1618452740249T0604VE06000149VE002801618452936410,一本一本,0,0,0,4,1,一本一本的,"['yi', 'ben', 'yi', 'ben', 'de']",['ben'],"{""word"": ""\u4e00\u672c\u4e00\u672c\u7684"", ""pinyin"": ""['yi', 'ben', 'yi', 'ben', 'de']"", ""nearest"": [""ben""], ""minDis"": 0.0}",1
VE06000149,本,1618453308633T0605VE06000149VE002801618453411542,是一本的,0,0,0,4,1,是一本的,"['shi', 'yi', 'ben', 'de']",['ben'],"{""word"": ""\u662f\u4e00\u672c\u7684"", ""pinyin"": ""['shi', 'yi', 'ben', 'de']"", ""nearest"": [""ben""], ""minDis"": 0.0}",1
VE06000149,本,1618455677099T0604VE06000149VE002801618455857894,一本,0,0,0,4,1,,[''],['ben'],{},-1
VE06000150,秋天 ,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['qiu-tian- '],{},-1
VE06000150,秋天 ,1344T0604VE06000150VE00221,秋天,0,0,0,4,1,秋天,"['qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u79cb\u5929"", ""pinyin"": ""['qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1347T0605VE06000150VE00221,这是秋天 ,0,0,0,5,1,这是秋天,"['zhe', 'shi', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u8fd9\u662f\u79cb\u5929"", ""pinyin"": ""['zhe', 'shi', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618191717238T0604VE06000150VE002211618191982932,树上面长着橘色的该丝都甜到了,0,0,0,1,0,书上面找着句子那个是都填到了,"['shu', 'shang', 'mian', 'zhao', 'zhao', 'ju', 'zi', 'na', 'ge', 'shi', 'du', 'tian', 'dao', 'le']",['qiu-tian- '],"{""word"": ""\u4e66\u4e0a\u9762\u627e\u7740\u53e5\u5b50\u90a3\u4e2a\u662f\u90fd\u586b\u5230\u4e86"", ""pinyin"": ""['shu', 'shang', 'mian', 'zhao', 'zhao', 'ju', 'zi', 'na', 'ge', 'shi', 'du', 'tian', 'dao', 'le']"", ""nearest"": [""du"", ""tian""], ""minDis"": 1.0}",0
VE06000150,秋天 ,1618192048330T0605VE06000150VE002211618192251333,这是冬天,0,0,0,3,0,是冬天,"['shi', 'dong', 'tian']",['qiu-tian- '],"{""word"": ""\u662f\u51ac\u5929"", ""pinyin"": ""['shi', 'dong', 'tian']"", ""nearest"": [""dong"", ""tian""], ""minDis"": 2.0}",0
VE06000150,秋天 ,1618192544946T0605VE06000150VE002211618192722288,秋天,0,0,0,3,1,嗯秋天,"['en', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u55ef\u79cb\u5929"", ""pinyin"": ""['en', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618193100995T0604VE06000150VE002211618193372489,红树,0,0,0,3,0,红树,"['hong', 'shu']",['qiu-tian- '],"{""word"": ""\u7ea2\u6811"", ""pinyin"": ""['hong', 'shu']"", ""nearest"": [""hong"", ""shu""], ""minDis"": 4.5}",0
VE06000150,秋天 ,1618275960253T0604VE06000150VE002211618276231987,秋天,0,0,0,3,1,初始,"['chu', 'shi']",['qiu-tian- '],"{""word"": ""\u521d\u59cb"", ""pinyin"": ""['chu', 'shi']"", ""nearest"": [""chu"", ""shi""], ""minDis"": 3.5}",0
VE06000150,秋天 ,1618278205081T0605VE06000150VE002211618278390053,/,0,0,0,0,0,,[''],['qiu-tian- '],{},-1
VE06000150,秋天 ,1618278587855T0605VE06000150VE002211618278915868,春天吧,0,0,0,3,0,春天吧,"['chun', 'tian', 'ba']",['qiu-tian- '],"{""word"": ""\u6625\u5929\u5427"", ""pinyin"": ""['chun', 'tian', 'ba']"", ""nearest"": [""chun"", ""tian""], ""minDis"": 2.0}",0
VE06000150,秋天 ,1618280905927T0604VE06000150VE002211618281166581,秋天,0,0,0,3,1,是秋天,"['shi', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u662f\u79cb\u5929"", ""pinyin"": ""['shi', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618282136024T0604VE06000150VE002211618282393401,秋天,0,0,0,4,1,秋天,"['qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u79cb\u5929"", ""pinyin"": ""['qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618295228848T0605VE06000150VE002211618295502700,这个是秋天,0,0,0,4,1,这个是秋天,"['zhe', 'ge', 'shi', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u8fd9\u4e2a\u662f\u79cb\u5929"", ""pinyin"": ""['zhe', 'ge', 'shi', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618295615703T0604VE06000150VE002211618295916904,春天,0,0,0,4,0,春天,"['chun', 'tian']",['qiu-tian- '],"{""word"": ""\u6625\u5929"", ""pinyin"": ""['chun', 'tian']"", ""nearest"": [""chun"", ""tian""], ""minDis"": 2.0}",0
VE06000150,秋天 ,1618447854715T0605VE06000150VE002211618448026526,秋天,0,0,0,4,1,秋天,"['qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u79cb\u5929"", ""pinyin"": ""['qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618448900511T0604VE06000150VE002211618449146216,秋天,0,0,0,4,1,嗯秋天,"['en', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u55ef\u79cb\u5929"", ""pinyin"": ""['en', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618451774229T0605VE06000150VE002211618451938334,/,an,0,0,1,0,,[''],['qiu-tian- '],{},-1
VE06000150,秋天 ,1618452740249T0604VE06000150VE002211618452970708,春天,0,0,0,3,0,非常好非常春天,"['fei', 'chang', 'hao', 'fei', 'chang', 'chun', 'tian']",['qiu-tian- '],"{""word"": ""\u975e\u5e38\u597d\u975e\u5e38\u6625\u5929"", ""pinyin"": ""['fei', 'chang', 'hao', 'fei', 'chang', 'chun', 'tian']"", ""nearest"": [""chun"", ""tian""], ""minDis"": 2.0}",0
VE06000150,秋天 ,1618453308633T0605VE06000150VE002211618453453044,这个是秋天,0,0,0,5,1,这个是秋天,"['zhe', 'ge', 'shi', 'qiu', 'tian']",['qiu-tian- '],"{""word"": ""\u8fd9\u4e2a\u662f\u79cb\u5929"", ""pinyin"": ""['zhe', 'ge', 'shi', 'qiu', 'tian']"", ""nearest"": [""qiu"", ""tian""], ""minDis"": 0.0}",1
VE06000150,秋天 ,1618455677099T0604VE06000150VE002211618455890068,/,0,0,0,0,0,,[''],['qiu-tian- '],{},-1
VE06000151,棕色,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['zong-se'],{},-1
VE06000151,棕色,1342T0601VE06000151VE00235,灰色,0,0,0,3,0,灰色,"['hui', 'se']",['zong-se'],"{""word"": ""\u7070\u8272"", ""pinyin"": ""['hui', 'se']"", ""nearest"": [""hui"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1344T0604VE06000151VE00235,灰色,0,0,0,3,0,为什么？,"['wei', 'shen', 'me']",['zong-se'],"{""word"": ""\u4e3a\u4ec0\u4e48\uff1f"", ""pinyin"": ""['wei', 'shen', 'me']"", ""nearest"": [""shen"", ""me""], ""minDis"": 2.3}",0
VE06000151,棕色,1345T0603VE06000151VE00235,灰色，棕色,0,0,0,3,1,这是中式,"['zhe', 'shi', 'zhong', 'shi']",['zong-se'],"{""word"": ""\u8fd9\u662f\u4e2d\u5f0f"", ""pinyin"": ""['zhe', 'shi', 'zhong', 'shi']"", ""nearest"": [""zhong"", ""shi""], ""minDis"": 1.4}",0
VE06000151,棕色,1348T0601VE06000151VE00235,黑色,0,0,0,3,0,,[''],['zong-se'],{},-1
VE06000151,棕色,1349T0603VE06000151VE00235,黑色,0,0,0,4,0,黑色,"['hei', 'se']",['zong-se'],"{""word"": ""\u9ed1\u8272"", ""pinyin"": ""['hei', 'se']"", ""nearest"": [""hei"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618188869654T0603VE06000151VE002351618189106531,棕色,0,0,0,4,1,呃棕色,"['e', 'zong', 'se']",['zong-se'],"{""word"": ""\u5443\u68d5\u8272"", ""pinyin"": ""['e', 'zong', 'se']"", ""nearest"": [""zong"", ""se""], ""minDis"": 0.0}",1
VE06000151,棕色,1618190311406T0601VE06000151VE002351618190682798,棕色,0,0,0,4,1,中色,"['zhong', 'se']",['zong-se'],"{""word"": ""\u4e2d\u8272"", ""pinyin"": ""['zhong', 'se']"", ""nearest"": [""zhong"", ""se""], ""minDis"": 0.4}",0
VE06000151,棕色,1618191717238T0604VE06000151VE002351618191914559,棕色,0,0,0,2,1,就是,"['jiu', 'shi']",['zong-se'],"{""word"": ""\u5c31\u662f"", ""pinyin"": ""['jiu', 'shi']"", ""nearest"": [""jiu"", ""shi""], ""minDis"": 3.0}",0
VE06000151,棕色,1618193100995T0604VE06000151VE002351618193309979,灰色,0,0,0,4,0,灰色,"['hui', 'se']",['zong-se'],"{""word"": ""\u7070\u8272"", ""pinyin"": ""['hui', 'se']"", ""nearest"": [""hui"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618194328063T0601VE06000151VE002351618194534979,黑色,0,0,0,5,0,黑色吗？,"['hei', 'se', 'ma']",['zong-se'],"{""word"": ""\u9ed1\u8272\u5417\uff1f"", ""pinyin"": ""['hei', 'se', 'ma']"", ""nearest"": [""hei"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618194888019T0603VE06000151VE002351618195095445,棕色,0,0,0,3,1,,[''],['zong-se'],{},-1
VE06000151,棕色,1618195512593T0603VE06000151VE002351618195678148,咖啡色,0,0,0,5,0,咖啡色,"['ka', 'fei', 'se']",['zong-se'],"{""word"": ""\u5496\u5561\u8272"", ""pinyin"": ""['ka', 'fei', 'se']"", ""nearest"": [""fei"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618275960253T0604VE06000151VE002351618276167990,红色吧,0,0,0,4,0,红色吧,"['hong', 'se', 'ba']",['zong-se'],"{""word"": ""\u7ea2\u8272\u5427"", ""pinyin"": ""['hong', 'se', 'ba']"", ""nearest"": [""hong"", ""se""], ""minDis"": 0.5}",0
VE06000151,棕色,1618276501878T0601VE06000151VE002351618276868063,黑色,0,0,0,5,0,黑色,"['hei', 'se']",['zong-se'],"{""word"": ""\u9ed1\u8272"", ""pinyin"": ""['hei', 'se']"", ""nearest"": [""hei"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618279332680T0601VE06000151VE002351618279584430,棕色,0,0,0,4,0,棕色,"['zong', 'se']",['zong-se'],"{""word"": ""\u68d5\u8272"", ""pinyin"": ""['zong', 'se']"", ""nearest"": [""zong"", ""se""], ""minDis"": 0.0}",1
VE06000151,棕色,1618280487348T0603VE06000151VE002351618280717530,黑棕黑色,0,0,0,3,0,黑色中黑色,"['hei', 'se', 'zhong', 'hei', 'se']",['zong-se'],"{""word"": ""\u9ed1\u8272\u4e2d\u9ed1\u8272"", ""pinyin"": ""['hei', 'se', 'zhong', 'hei', 'se']"", ""nearest"": [""zhong"", ""hei""], ""minDis"": 1.4}",0
VE06000151,棕色,1618280905927T0604VE06000151VE002351618281088866,额是棕色,0,0,0,3,1,我是冬色,"['wo', 'shi', 'dong', 'se']",['zong-se'],"{""word"": ""\u6211\u662f\u51ac\u8272"", ""pinyin"": ""['wo', 'shi', 'dong', 'se']"", ""nearest"": [""dong"", ""se""], ""minDis"": 0.5}",0
VE06000151,棕色,1618281729843T0603VE06000151VE002351618281943229,这是灰色,0,0,0,4,0,这是灰色,"['zhe', 'shi', 'hui', 'se']",['zong-se'],"{""word"": ""\u8fd9\u662f\u7070\u8272"", ""pinyin"": ""['zhe', 'shi', 'hui', 'se']"", ""nearest"": [""hui"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618282136024T0604VE06000151VE002351618282332279,棕色,0,0,0,3,1,,[''],['zong-se'],{},-1
VE06000151,棕色,1618295615703T0604VE06000151VE002351618295848316,灰色,0,0,0,4,0,灰色,"['hui', 'se']",['zong-se'],"{""word"": ""\u7070\u8272"", ""pinyin"": ""['hui', 'se']"", ""nearest"": [""hui"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618448900511T0604VE06000151VE002351618449078194,棕色,0,0,0,3,1,中式,"['zhong', 'shi']",['zong-se'],"{""word"": ""\u4e2d\u5f0f"", ""pinyin"": ""['zhong', 'shi']"", ""nearest"": [""zhong"", ""shi""], ""minDis"": 1.4}",0
VE06000151,棕色,1618449325726T0603VE06000151VE002351618449536727,棕色,0,0,0,4,1,总是,"['zong', 'shi']",['zong-se'],"{""word"": ""\u603b\u662f"", ""pinyin"": ""['zong', 'shi']"", ""nearest"": [""zong"", ""shi""], ""minDis"": 1.0}",0
VE06000151,棕色,1618449720214T0601VE06000151VE002351618449972705,这是棕色,0,0,0,4,1,这是中色,"['zhe', 'shi', 'zhong', 'se']",['zong-se'],"{""word"": ""\u8fd9\u662f\u4e2d\u8272"", ""pinyin"": ""['zhe', 'shi', 'zhong', 'se']"", ""nearest"": [""zhong"", ""se""], ""minDis"": 0.4}",0
VE06000151,棕色,1618452037246T0601VE06000151VE002351618452238513,这是灰色,0,0,0,5,0,这个是灰色,"['zhe', 'ge', 'shi', 'hui', 'se']",['zong-se'],"{""word"": ""\u8fd9\u4e2a\u662f\u7070\u8272"", ""pinyin"": ""['zhe', 'ge', 'shi', 'hui', 'se']"", ""nearest"": [""hui"", ""se""], ""minDis"": 2.0}",0
VE06000151,棕色,1618452409584T0603VE06000151VE002351618452618457,棕色,0,0,0,4,1,棕色,"['zong', 'se']",['zong-se'],"{""word"": ""\u68d5\u8272"", ""pinyin"": ""['zong', 'se']"", ""nearest"": [""zong"", ""se""], ""minDis"": 0.0}",1
VE06000151,棕色,1618452740249T0604VE06000151VE002351618452910787,棕,0,0,0,3,1,中式,"['zhong', 'shi']",['zong-se'],"{""word"": ""\u4e2d\u5f0f"", ""pinyin"": ""['zhong', 'shi']"", ""nearest"": [""zhong"", ""shi""], ""minDis"": 1.4}",0
VE06000151,棕色,1618454746850T0603VE06000151VE002351618454956687,这是棕,0,0,0,3,1,这是周四,"['zhe', 'shi', 'zhou', 'si']",['zong-se'],"{""word"": ""\u8fd9\u662f\u5468\u56db"", ""pinyin"": ""['zhe', 'shi', 'zhou', 'si']"", ""nearest"": [""zhou"", ""si""], ""minDis"": 2.0}",0
VE06000151,棕色,1618455059969T0601VE06000151VE002351618455278782,棕色,0,0,0,3,1,中色,"['zhong', 'se']",['zong-se'],"{""word"": ""\u4e2d\u8272"", ""pinyin"": ""['zhong', 'se']"", ""nearest"": [""zhong"", ""se""], ""minDis"": 0.4}",0
VE06000151,棕色,1618455677099T0604VE06000151VE002351618455832365,/,e4,0,0,1,0,,[''],['zong-se'],{},-1
VE06000152,衣柜、柜子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['yi-gui', 'gui-zi']",{},-1
VE06000152,衣柜、柜子,1345T0603VE06000152VE00791,柜子,0,0,0,2,1,为什么？,"['wei', 'shen', 'me']","['yi-gui', 'gui-zi']","{""word"": ""\u4e3a\u4ec0\u4e48\uff1f"", ""pinyin"": ""['wei', 'shen', 'me']"", ""nearest"": [""wei"", ""shen""], ""minDis"": 2.7}",0
VE06000152,衣柜、柜子,1347T0605VE06000152VE00791,这是衣柜,0,0,0,5,1,这是衣柜,"['zhe', 'shi', 'yi', 'gui']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u662f\u8863\u67dc"", ""pinyin"": ""['zhe', 'shi', 'yi', 'gui']"", ""nearest"": [""yi"", ""gui""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1349T0603VE06000152VE00791,柜子,0,0,0,5,1,柜子,"['gui', 'zi']","['yi-gui', 'gui-zi']","{""word"": ""\u67dc\u5b50"", ""pinyin"": ""['gui', 'zi']"", ""nearest"": [""gui"", ""zi""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618188869654T0603VE06000152VE007911618189110905,衣柜,0,0,0,5,1,衣柜,"['yi', 'gui']","['yi-gui', 'gui-zi']","{""word"": ""\u8863\u67dc"", ""pinyin"": ""['yi', 'gui']"", ""nearest"": [""yi"", ""gui""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618192048330T0605VE06000152VE007911618192257288,衣架,0,0,0,5,0,你这样,"['ni', 'zhe', 'yang']","['yi-gui', 'gui-zi']","{""word"": ""\u4f60\u8fd9\u6837"", ""pinyin"": ""['ni', 'zhe', 'yang']"", ""nearest"": [""ni"", ""zhe""], ""minDis"": 2.0}",0
VE06000152,衣柜、柜子,1618192544946T0605VE06000152VE007911618192727994,柜子,0,0,0,4,1,,[''],"['yi-gui', 'gui-zi']",{},-1
VE06000152,衣柜、柜子,1618194888019T0603VE06000152VE007911618195100261,衣柜,0,0,0,5,1,机会,"['ji', 'hui']","['yi-gui', 'gui-zi']","{""word"": ""\u673a\u4f1a"", ""pinyin"": ""['ji', 'hui']"", ""nearest"": [""ji"", ""hui""], ""minDis"": 1.0}",0
VE06000152,衣柜、柜子,1618195512593T0603VE06000152VE007911618195682983,放衣服的衣架,0,0,0,4,1,放衣服的衣架,"['fang', 'yi', 'fu', 'de', 'yi', 'jia']","['yi-gui', 'gui-zi']","{""word"": ""\u653e\u8863\u670d\u7684\u8863\u67b6"", ""pinyin"": ""['fang', 'yi', 'fu', 'de', 'yi', 'jia']"", ""nearest"": [""yi"", ""fu""], ""minDis"": 1.0}",0
VE06000152,衣柜、柜子,1618278205081T0605VE06000152VE007911618278398639,衣柜,0,0,0,5,1,衣柜,"['yi', 'gui']","['yi-gui', 'gui-zi']","{""word"": ""\u8863\u67dc"", ""pinyin"": ""['yi', 'gui']"", ""nearest"": [""yi"", ""gui""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618278587855T0605VE06000152VE007911618278921955,柜子,0,0,0,5,1,鬼子,"['gui', 'zi']","['yi-gui', 'gui-zi']","{""word"": ""\u9b3c\u5b50"", ""pinyin"": ""['gui', 'zi']"", ""nearest"": [""gui"", ""zi""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618280487348T0603VE06000152VE007911618280723200,这柜子还有衣服,0,0,0,4,1,这柜子还有衣服,"['zhe', 'gui', 'zi', 'huan', 'you', 'yi', 'fu']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u67dc\u5b50\u8fd8\u6709\u8863\u670d"", ""pinyin"": ""['zhe', 'gui', 'zi', 'huan', 'you', 'yi', 'fu']"", ""nearest"": [""gui"", ""zi""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618281729843T0603VE06000152VE007911618281949406,这是衣柜,0,0,0,4,1,这是衣柜,"['zhe', 'shi', 'yi', 'gui']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u662f\u8863\u67dc"", ""pinyin"": ""['zhe', 'shi', 'yi', 'gui']"", ""nearest"": [""yi"", ""gui""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618295228848T0605VE06000152VE007911618295524830,柜,0,0,0,2,0,对,['dui'],"['yi-gui', 'gui-zi']","{""word"": ""\u5bf9"", ""pinyin"": ""['dui']""}",-1
VE06000152,衣柜、柜子,1618447854715T0605VE06000152VE007911618448030627,子,0,0,0,1,0,一直,"['yi', 'zhi']","['yi-gui', 'gui-zi']","{""word"": ""\u4e00\u76f4"", ""pinyin"": ""['yi', 'zhi']"", ""nearest"": [""yi"", ""zhi""], ""minDis"": 1.4}",0
VE06000152,衣柜、柜子,1618449325726T0603VE06000152VE007911618449541440,柜,0,0,0,2,0,贵,['gui'],"['yi-gui', 'gui-zi']","{""word"": ""\u8d35"", ""pinyin"": ""['gui']""}",-1
VE06000152,衣柜、柜子,1618451774229T0605VE06000152VE007911618451942729,这是挂衣服的东西,0,0,0,3,0,这是花衣服的东西,"['zhe', 'shi', 'hua', 'yi', 'fu', 'de', 'dong', 'xi']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u662f\u82b1\u8863\u670d\u7684\u4e1c\u897f"", ""pinyin"": ""['zhe', 'shi', 'hua', 'yi', 'fu', 'de', 'dong', 'xi']"", ""nearest"": [""yi"", ""fu""], ""minDis"": 1.0}",0
VE06000152,衣柜、柜子,1618452409584T0603VE06000152VE007911618452623295,柜子,0,0,0,3,1,鬼子,"['gui', 'zi']","['yi-gui', 'gui-zi']","{""word"": ""\u9b3c\u5b50"", ""pinyin"": ""['gui', 'zi']"", ""nearest"": [""gui"", ""zi""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618453308633T0605VE06000152VE007911618453458574,这是衣柜,0,0,0,5,1,这是衣柜,"['zhe', 'shi', 'yi', 'gui']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u662f\u8863\u67dc"", ""pinyin"": ""['zhe', 'shi', 'yi', 'gui']"", ""nearest"": [""yi"", ""gui""], ""minDis"": 0.0}",1
VE06000152,衣柜、柜子,1618454746850T0603VE06000152VE007911618454962224,这是衣柜,0,0,0,3,1,这是一个,"['zhe', 'shi', 'yi', 'ge']","['yi-gui', 'gui-zi']","{""word"": ""\u8fd9\u662f\u4e00\u4e2a"", ""pinyin"": ""['zhe', 'shi', 'yi', 'ge']"", ""nearest"": [""yi"", ""ge""], ""minDis"": 1.0}",0
VE06000153,桥梁、桥、大桥,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['qiao-liang', 'qiao', 'da-qiao']",{},-1
VE06000153,桥梁、桥、大桥,1345T0603VE06000153VE00982,桥,0,0,0,2,1,调,['diao'],"['qiao-liang', 'qiao', 'da-qiao']","{""word"": ""\u8c03"", ""pinyin"": ""['diao']""}",-1
VE06000153,桥梁、桥、大桥,1347T0605VE06000153VE00982,这是桥,0,0,0,5,1,这是桥,"['zhe', 'shi', 'qiao']","['qiao-liang', 'qiao', 'da-qiao']","{""word"": ""\u8fd9\u662f\u6865"", ""pinyin"": ""['zhe', 'shi', 'qiao']"", ""nearest"": [""qiao""], ""minDis"": 0.0}",1
VE06000153,桥梁、桥、大桥,1349T0603VE06000153VE00982,/,0,0,0,0,0,,[''],"['qiao-liang', 'qiao', 'da-qiao']",{},-1
