图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE05000103,挖、铲,1618453029145T0602VE05000103VE001961618453157452,他在刀他在用刀模东西,,,,3,0,他得到他才有到什么东西,"['ta', 'de', 'dao', 'ta', 'cai', 'you', 'dao', 'shen', 'me', 'dong', 'xi']","['wa', 'chan']","{""word"": ""\u4ed6\u5f97\u5230\u4ed6\u624d\u6709\u5230\u4ec0\u4e48\u4e1c\u897f"", ""pinyin"": ""['ta', 'de', 'dao', 'ta', 'cai', 'you', 'dao', 'shen', 'me', 'dong', 'xi']"", ""nearest"": [""ta""], ""minDis"": 1.0}",0
VE05000103,挖、铲,1618453308633T0605VE05000103VE001961618453397391,他在挖土,,,,5,1,他在挖土,"['ta', 'zai', 'wa', 'tu']","['wa', 'chan']","{""word"": ""\u4ed6\u5728\u6316\u571f"", ""pinyin"": ""['ta', 'zai', 'wa', 'tu']"", ""nearest"": [""wa""], ""minDis"": 0.0}",1
VE05000103,挖、铲,1618453584002T0602VE05000103VE001961618453743321,他在松土,,,,5,0,他在松土,"['ta', 'zai', 'song', 'tu']","['wa', 'chan']","{""word"": ""\u4ed6\u5728\u677e\u571f"", ""pinyin"": ""['ta', 'zai', 'song', 'tu']"", ""nearest"": [""ta""], ""minDis"": 1.0}",0
VE05000103,挖、铲,1618454475187T0501VE05000103VE001961618454642290,wu,,,,1,0,我,['wo'],"['wa', 'chan']","{""word"": ""\u6211"", ""pinyin"": ""['wo']"", ""nearest"": [""wo""], ""minDis"": 1.2}",0
VE05000104,锤子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['chui-zi'],{},-1
VE05000104,锤子,1340T0503VE05000104VE00320,锤子,,,1,5,1,锤子,"['chui', 'zi']",['chui-zi'],"{""word"": ""\u9524\u5b50"", ""pinyin"": ""['chui', 'zi']"", ""nearest"": [""chui"", ""zi""], ""minDis"": 0.0}",1
VE05000104,锤子,1618275375251T0505VE05000104VE003201618275578530,/,,,1,0,0,,[''],['chui-zi'],{},-1
VE05000104,锤子,1618283377735T0503VE05000104VE003201618283673057,嘻,,,,1,0,,[''],['chui-zi'],{},-1
VE05000104,锤子,1618296468087T0505VE05000104VE003201618296719985,这是锤子,,,1,5,1,这是锤子,"['zhe', 'shi', 'chui', 'zi']",['chui-zi'],"{""word"": ""\u8fd9\u662f\u9524\u5b50"", ""pinyin"": ""['zhe', 'shi', 'chui', 'zi']"", ""nearest"": [""chui"", ""zi""], ""minDis"": 0.0}",1
VE05000104,锤子,1618298310027T0503VE05000104VE003201618298532340,这,,,1,1,0,嗯,['en'],['chui-zi'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000104,锤子,1618450727708T0503VE05000104VE003201618450951374,字,,,,2,0,字,['zi'],['chui-zi'],"{""word"": ""\u5b57"", ""pinyin"": ""['zi']""}",-1
VE05000104,锤子,1618453886603T0505VE05000104VE003201618454082073,这是锤头,,,1,5,0,这是锤头,"['zhe', 'shi', 'chui', 'tou']",['chui-zi'],"{""word"": ""\u8fd9\u662f\u9524\u5934"", ""pinyin"": ""['zhe', 'shi', 'chui', 'tou']"", ""nearest"": [""chui"", ""tou""], ""minDis"": 1.5}",0
VE05000104,锤子,1618454164862T0503VE05000104VE003201618454366595,锤子,,,1,4,1,锤子,"['chui', 'zi']",['chui-zi'],"{""word"": ""\u9524\u5b50"", ""pinyin"": ""['chui', 'zi']"", ""nearest"": [""chui"", ""zi""], ""minDis"": 0.0}",1
VE05000105,薄,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['bo'],{},-1
VE05000105,薄,1343T0501VE05000105VE00065,emmmm hecu,1,,,1,0,嗯很粗,"['en', 'hen', 'cu']",['bo'],"{""word"": ""\u55ef\u5f88\u7c97"", ""pinyin"": ""['en', 'hen', 'cu']"", ""nearest"": [""cu""], ""minDis"": 2.2}",0
VE05000105,薄,1350T0504VE05000105VE00065,不厚,,,1,5,0,读后,"['du', 'hou']",['bo'],"{""word"": ""\u8bfb\u540e"", ""pinyin"": ""['du', 'hou']"", ""nearest"": [""hou""], ""minDis"": 2.0}",0
VE05000105,薄,1618277350113T0501VE05000105VE000651618277608055,哈吸 很细,,,1,4,0,很细很细,"['hen', 'xi', 'hen', 'xi']",['bo'],"{""word"": ""\u5f88\u7ec6\u5f88\u7ec6"", ""pinyin"": ""['hen', 'xi', 'hen', 'xi']"", ""nearest"": [""xi""], ""minDis"": 2.2}",0
VE05000105,薄,1618283790419T0504VE05000105VE000651618283966732,那本书很薄,,,,5,1,那本书很薄,"['na', 'ben', 'shu', 'hen', 'bo']",['bo'],"{""word"": ""\u90a3\u672c\u4e66\u5f88\u8584"", ""pinyin"": ""['na', 'ben', 'shu', 'hen', 'bo']"", ""nearest"": [""bo""], ""minDis"": 0.0}",1
VE05000105,薄,1618296805874T0504VE05000105VE000651618297021512,薄,,,1,5,1,好,['hao'],['bo'],"{""word"": ""\u597d"", ""pinyin"": ""['hao']"", ""nearest"": [""hao""], ""minDis"": 2.0}",0
VE05000105,薄,1618298013833T0501VE05000105VE000651618298259838,那本是很厚,,,1,4,0,那本是,"['na', 'ben', 'shi']",['bo'],"{""word"": ""\u90a3\u672c\u662f"", ""pinyin"": ""['na', 'ben', 'shi']"", ""nearest"": [""ben""], ""minDis"": 2.0}",0
VE05000105,薄,1618450064906T0504VE05000105VE000651618450232551,很薄,,,,5,1,一个国企很薄,"['yi', 'ge', 'guo', 'qi', 'hen', 'bo']",['bo'],"{""word"": ""\u4e00\u4e2a\u56fd\u4f01\u5f88\u8584"", ""pinyin"": ""['yi', 'ge', 'guo', 'qi', 'hen', 'bo']"", ""nearest"": [""bo""], ""minDis"": 0.0}",1
VE05000105,薄,1618451101330T0501VE05000105VE000651618451335459,碗,,,,2,0,唉,['ai'],['bo'],"{""word"": ""\u5509"", ""pinyin"": ""['ai']"", ""nearest"": [""ai""], ""minDis"": 3.0}",0
VE05000105,薄,1618454475187T0501VE05000105VE000651618454688705,哈 很薄（bo）,1,,,4,1,好很薄,"['hao', 'hen', 'bo']",['bo'],"{""word"": ""\u597d\u5f88\u8584"", ""pinyin"": ""['hao', 'hen', 'bo']"", ""nearest"": [""bo""], ""minDis"": 0.0}",1
VE05000105,薄,1618455362593T0504VE05000105VE000651618455493399,很 很薄,,,1,5,1,很很薄,"['hen', 'hen', 'bo']",['bo'],"{""word"": ""\u5f88\u5f88\u8584"", ""pinyin"": ""['hen', 'hen', 'bo']"", ""nearest"": [""bo""], ""minDis"": 0.0}",1
VE05000106,乒乓球,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ping-pang-qiu'],{},-1
VE05000106,乒乓球,1341T0602VE05000106VE01006,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1343T0501VE05000106VE01006,乒乓愁,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1344T0604VE05000106VE01006,乒乓穷,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618189717760T0602VE05000106VE010061618189836855,乒乓球 ,,,1,5,1,,[''],['ping-pang-qiu'],{},-1
VE05000106,乒乓球,1618191717238T0604VE05000106VE010061618191863854,批乓球,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618193100995T0604VE05000106VE010061618193266811,球,,,1,5,0,要求,"['yao', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u8981\u6c42"", ""pinyin"": ""['yao', 'qiu']""}",-1
VE05000106,乒乓球,1618193735771T0602VE05000106VE010061618193835766,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618196018573T0602VE05000106VE010061618196177533,乒乓球拍,,,,4,1,乒乓球拍,"['ping', 'pang', 'qiu', 'pai']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403\u62cd"", ""pinyin"": ""['ping', 'pang', 'qiu', 'pai']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618275960253T0604VE05000106VE010061618276105274,/,,,1,0,0,嗯,['en'],['ping-pang-qiu'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE05000106,乒乓球,1618277350113T0501VE05000106VE010061618277523436,这是乒乓球的,,,1,3,1,这是、乒乓球的,"['zhe', 'shi', 'ping', 'pang', 'qiu', 'de']",['ping-pang-qiu'],"{""word"": ""\u8fd9\u662f\u3001\u4e52\u4e53\u7403\u7684"", ""pinyin"": ""['zhe', 'shi', 'ping', 'pang', 'qiu', 'de']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618279667480T0602VE05000106VE010061618279800387,乒乓板,,,,4,0,乒乓板,"['ping', 'pang', 'ban']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u677f"", ""pinyin"": ""['ping', 'pang', 'ban']"", ""nearest"": [""ping"", ""pang"", ""ban""], ""minDis"": 1.0}",0
VE05000106,乒乓球,1618280905927T0604VE05000106VE010061618281041590,这是乒乓球,,,1,5,1,这是乒乓球,"['zhe', 'shi', 'ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u8fd9\u662f\u4e52\u4e53\u7403"", ""pinyin"": ""['zhe', 'shi', 'ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618282136024T0604VE05000106VE010061618282279119,批啪球,,,,3,1,球,['qiu'],['ping-pang-qiu'],"{""word"": ""\u7403"", ""pinyin"": ""['qiu']""}",-1
VE05000106,乒乓球,1618282675120T0602VE05000106VE010061618282800992,挨,,,,2,0,唉,['ai'],['ping-pang-qiu'],"{""word"": ""\u5509"", ""pinyin"": ""['ai']""}",-1
VE05000106,乒乓球,1618295615703T0604VE05000106VE010061618295791330,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403"", ""pinyin"": ""['ping', 'pang', 'qiu']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618298013833T0501VE05000106VE010061618298173550,deshi tingdengqiu,,,1,2,0,但是停灯球,"['dan', 'shi', 'ting', 'deng', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u4f46\u662f\u505c\u706f\u7403"", ""pinyin"": ""['dan', 'shi', 'ting', 'deng', 'qiu']"", ""nearest"": [""ting"", ""deng"", ""qiu""], ""minDis"": 1.0}",0
VE05000106,乒乓球,1618448900511T0604VE05000106VE010061618449033069,哦,,,,1,0,好,['hao'],['ping-pang-qiu'],"{""word"": ""\u597d"", ""pinyin"": ""['hao']""}",-1
VE05000106,乒乓球,1618451101330T0501VE05000106VE010061618451243476,嗯 排球,,,,5,0,嗯排球,"['en', 'pai', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u55ef\u6392\u7403"", ""pinyin"": ""['en', 'pai', 'qiu']"", ""nearest"": [""en"", ""pai"", ""qiu""], ""minDis"": 1.6666666666666667}",0
VE05000106,乒乓球,1618451426336T0602VE05000106VE010061618451526670,乒乓球掰,,,,3,1,,[''],['ping-pang-qiu'],{},-1
VE05000106,乒乓球,1618452740249T0604VE05000106VE010061618452866266,乒乓球拍,,,1,5,1,乒乓球拍,"['ping', 'pang', 'qiu', 'pai']",['ping-pang-qiu'],"{""word"": ""\u4e52\u4e53\u7403\u62cd"", ""pinyin"": ""['ping', 'pang', 'qiu', 'pai']"", ""nearest"": [""ping"", ""pang"", ""qiu""], ""minDis"": 0.0}",1
VE05000106,乒乓球,1618453029145T0602VE05000106VE010061618453129924,棒球,,,,3,0,大球,"['da', 'qiu']",['ping-pang-qiu'],"{""word"": ""\u5927\u7403"", ""pinyin"": ""['da', 'qiu']""}",-1
VE05000106,乒乓球,1618453584002T0602VE05000106VE010061618453705926,一个菜刀,,,1,4,0,一个菜刀,"['yi', 'ge', 'cai', 'dao']",['ping-pang-qiu'],"{""word"": ""\u4e00\u4e2a\u83dc\u5200"", ""pinyin"": ""['yi', 'ge', 'cai', 'dao']"", ""nearest"": [""yi"", ""ge"", ""cai""], ""minDis"": 3.3333333333333335}",0
VE05000106,乒乓球,1618454475187T0501VE05000106VE010061618454614409,一大,,,,2,0,你打,"['ni', 'da']",['ping-pang-qiu'],"{""word"": ""\u4f60\u6253"", ""pinyin"": ""['ni', 'da']""}",-1
VE05000106,乒乓球,1618455677099T0604VE05000106VE010061618455787413,这是 拍子,,,1,4,0,这是，牌子,"['zhe', 'shi', 'pai', 'zi']",['ping-pang-qiu'],"{""word"": ""\u8fd9\u662f\uff0c\u724c\u5b50"", ""pinyin"": ""['zhe', 'shi', 'pai', 'zi']"", ""nearest"": [""shi"", ""pai"", ""zi""], ""minDis"": 2.6666666666666665}",0
VE05000107,毛笔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['mao-bi'],{},-1
VE05000107,毛笔,1341T0602VE05000107VE00318,毛笔字,,,1,4,0,有品质,"['you', 'pin', 'zhi']",['mao-bi'],"{""word"": ""\u6709\u54c1\u8d28"", ""pinyin"": ""['you', 'pin', 'zhi']"", ""nearest"": [""you"", ""pin""], ""minDis"": 2.3}",0
VE05000107,毛笔,1343T0501VE05000107VE00318,这个,,,1,4,0,这个,"['zhe', 'ge']",['mao-bi'],"{""word"": ""\u8fd9\u4e2a"", ""pinyin"": ""['zhe', 'ge']"", ""nearest"": [""zhe"", ""ge""], ""minDis"": 3.1}",0
VE05000107,毛笔,1344T0604VE05000107VE00318,毛笔,,,1,5,1,,[''],['mao-bi'],{},-1
VE05000107,毛笔,1618189717760T0602VE05000107VE003181618189853364,毛笔,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618191717238T0604VE05000107VE003181618191870289,这个是写完字的,,,1,4,0,这个是小娃子的,"['zhe', 'ge', 'shi', 'xiao', 'wa', 'zi', 'de']",['mao-bi'],"{""word"": ""\u8fd9\u4e2a\u662f\u5c0f\u5a03\u5b50\u7684"", ""pinyin"": ""['zhe', 'ge', 'shi', 'xiao', 'wa', 'zi', 'de']"", ""nearest"": [""wa"", ""zi""], ""minDis"": 1.5}",0
VE05000107,毛笔,1618193100995T0604VE05000107VE003181618193270796,是毛笔,,,1,5,1,这不是毛笔,"['zhe', 'bu', 'shi', 'mao', 'bi']",['mao-bi'],"{""word"": ""\u8fd9\u4e0d\u662f\u6bdb\u7b14"", ""pinyin"": ""['zhe', 'bu', 'shi', 'mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618193735771T0602VE05000107VE003181618193842634,毛笔 ,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618196018573T0602VE05000107VE003181618196185104,毛笔,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618275960253T0604VE05000107VE003181618276114893,笔,,,1,5,0,比,['bi'],['mao-bi'],"{""word"": ""\u6bd4"", ""pinyin"": ""['bi']""}",-1
VE05000107,毛笔,1618277350113T0501VE05000107VE003181618277528743,这是毛笔,,,,5,1,这是毛笔,"['zhe', 'shi', 'mao', 'bi']",['mao-bi'],"{""word"": ""\u8fd9\u662f\u6bdb\u7b14"", ""pinyin"": ""['zhe', 'shi', 'mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618279667480T0602VE05000107VE003181618279807185,毛笔,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618280905927T0604VE05000107VE003181618281049089,毛笔,,,1,5,1,这是毛笔,"['zhe', 'shi', 'mao', 'bi']",['mao-bi'],"{""word"": ""\u8fd9\u662f\u6bdb\u7b14"", ""pinyin"": ""['zhe', 'shi', 'mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618282136024T0604VE05000107VE003181618282286392,/,,,,0,0,,[''],['mao-bi'],{},-1
VE05000107,毛笔,1618282675120T0602VE05000107VE003181618282806445,已,,,,2,0,,[''],['mao-bi'],{},-1
VE05000107,毛笔,1618295615703T0604VE05000107VE003181618295799362,这是毛笔,,,1,5,1,这是毛笔,"['zhe', 'shi', 'mao', 'bi']",['mao-bi'],"{""word"": ""\u8fd9\u662f\u6bdb\u7b14"", ""pinyin"": ""['zhe', 'shi', 'mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618298013833T0501VE05000107VE003181618298179144,笔,,,1,5,0,比,['bi'],['mao-bi'],"{""word"": ""\u6bd4"", ""pinyin"": ""['bi']""}",-1
VE05000107,毛笔,1618448900511T0604VE05000107VE003181618449042548,毛笔,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618451101330T0501VE05000107VE003181618451249604,毛笔,,,,4,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618451426336T0602VE05000107VE003181618451533121,毛笔,,,,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618452740249T0604VE05000107VE003181618452872378,毛笔,,,,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618453029145T0602VE05000107VE003181618453134904,毛笔,,,1,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618453584002T0602VE05000107VE003181618453710960,一个笔,,,1,5,0,一个比,"['yi', 'ge', 'bi']",['mao-bi'],"{""word"": ""\u4e00\u4e2a\u6bd4"", ""pinyin"": ""['yi', 'ge', 'bi']"", ""nearest"": [""ge"", ""bi""], ""minDis"": 1.5}",0
VE05000107,毛笔,1618454475187T0501VE05000107VE003181618454618351,毛笔,,,,5,1,毛笔,"['mao', 'bi']",['mao-bi'],"{""word"": ""\u6bdb\u7b14"", ""pinyin"": ""['mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000107,毛笔,1618455677099T0604VE05000107VE003181618455795511,是毛笔,,,,5,1,这是、毛笔,"['zhe', 'shi', 'mao', 'bi']",['mao-bi'],"{""word"": ""\u8fd9\u662f\u3001\u6bdb\u7b14"", ""pinyin"": ""['zhe', 'shi', 'mao', 'bi']"", ""nearest"": [""mao"", ""bi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['hu-xu', 'hu-zi']",{},-1
VE05000108,胡须、胡子,1343T0501VE05000108VE00419,胡子,,,,5,1,胡子,"['hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u80e1\u5b50"", ""pinyin"": ""['hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1350T0504VE05000108VE00419,嗯 胡子,,,1,5,1,嗯胡子,"['en', 'hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u55ef\u80e1\u5b50"", ""pinyin"": ""['en', 'hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618277350113T0501VE05000108VE004191618277596979,是胡子,,,,4,1,就是胡子,"['jiu', 'shi', 'hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u5c31\u662f\u80e1\u5b50"", ""pinyin"": ""['jiu', 'shi', 'hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618283790419T0504VE05000108VE004191618283952384,这是胡子,,,,5,1,这是胡子,"['zhe', 'shi', 'hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u8fd9\u662f\u80e1\u5b50"", ""pinyin"": ""['zhe', 'shi', 'hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618296805874T0504VE05000108VE004191618297006116,胡须,,,1,5,1,胡须,"['hu', 'xu']","['hu-xu', 'hu-zi']","{""word"": ""\u80e1\u987b"", ""pinyin"": ""['hu', 'xu']"", ""nearest"": [""hu"", ""xu""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618298013833T0501VE05000108VE004191618298245711,这是皮 皮,,,1,5,0,这是、皮皮,"['zhe', 'shi', 'pi', 'pi']","['hu-xu', 'hu-zi']","{""word"": ""\u8fd9\u662f\u3001\u76ae\u76ae"", ""pinyin"": ""['zhe', 'shi', 'pi', 'pi']"", ""nearest"": [""shi"", ""pi""], ""minDis"": 1.6}",0
VE05000108,胡须、胡子,1618450064906T0504VE05000108VE004191618450219686,胡子,,,,5,1,胡子,"['hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u80e1\u5b50"", ""pinyin"": ""['hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618451101330T0501VE05000108VE004191618451320947,大胡子,,,1,5,1,大胡子,"['da', 'hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u5927\u80e1\u5b50"", ""pinyin"": ""['da', 'hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618454475187T0501VE05000108VE004191618454677856,胡子,,,,5,1,胡子,"['hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u80e1\u5b50"", ""pinyin"": ""['hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000108,胡须、胡子,1618455362593T0504VE05000108VE004191618455481375,胡子,,,,5,1,胡子,"['hu', 'zi']","['hu-xu', 'hu-zi']","{""word"": ""\u80e1\u5b50"", ""pinyin"": ""['hu', 'zi']"", ""nearest"": [""hu"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']",{},-1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1350T0504VE05000109VE01058,鼻子,,,,5,1,鼻子,"['bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u9f3b\u5b50"", ""pinyin"": ""['bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618275375251T0505VE05000109VE010581618275550077,鼻子,,,1,5,1,鼻子,"['bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u9f3b\u5b50"", ""pinyin"": ""['bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618283790419T0504VE05000109VE010581618284004680,这是鼻子,,,,5,1,这是鼻子,"['zhe', 'shi', 'bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u8fd9\u662f\u9f3b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618296468087T0505VE05000109VE010581618296682199,这是鼻子,,,1,5,1,这是鼻子,"['zhe', 'shi', 'bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u8fd9\u662f\u9f3b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618296805874T0504VE05000109VE010581618297052601,则是鼻子,,,1,4,1,这是鼻子,"['zhe', 'shi', 'bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u8fd9\u662f\u9f3b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618450064906T0504VE05000109VE010581618450263732,是鼻子,,,,5,1,这是、鼻子,"['zhe', 'shi', 'bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u8fd9\u662f\u3001\u9f3b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
VE05000109,鼻子、鼻孔、鼻梁、鼻腔,1618453886603T0505VE05000109VE010581618454048703,是鼻子,,,,5,1,这是鼻子,"['zhe', 'shi', 'bi', 'zi']","['bi-zi', 'bi-kong', 'bi-liang', 'bi-qiang']","{""word"": ""\u8fd9\u662f\u9f3b\u5b50"", ""pinyin"": ""['zhe', 'shi', 'bi', 'zi']"", ""nearest"": [""bi"", ""zi""], ""minDis"": 0.0}",1
