图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE03000039,搀扶、扶,1618298551354T0301VE03000039VE013481618298815183,绿灯有车子不可以走路红灯亮了车等一等他会走的,否,否,是,4,否,嗯嗯嗯是的妈的，有错的了，也不可以走红灯红灯亮了，车等等他会走的,"['en', 'en', 'en', 'shi', 'de', 'ma', 'de', 'you', 'cuo', 'de', 'le', 'ye', 'bu', 'ke', 'yi', 'zou', 'hong', 'deng', 'hong', 'deng', 'liang', 'le', 'che', 'deng', 'deng', 'ta', 'hui', 'zou', 'de']"
VE03000039,搀扶、扶,1618448339008T0301VE03000039VE013481618448870892,/,否,否,否,0,否,,['']
VE03000039,搀扶、扶,1618468091613T0304VE03000039VE013481618468329840,/,否,否,否,0,否,,['']
VE03000040,肩膀、胳膊,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000040,肩膀、胳膊,1618276120033T0402VE03000040VE012141618276371880,肩膀,否,否,是,4,是,烟吧,"['yan', 'ba']"
VE03000040,肩膀、胳膊,1618276804004T0404VE03000040VE012141618276973412,这是,否,否,是,2,否,真是,"['zhen', 'shi']"
VE03000040,肩膀、胳膊,1618279183526T0402VE03000040VE012141618279356293,这是牛的屁股,否,否,是,4,否,但是牛的屁股,"['dan', 'shi', 'niu', 'de', 'pi', 'gu']"
VE03000040,肩膀、胳膊,1618285767289T0404VE03000040VE012141618285926651,这半个人的身,否,否,是,4,否,这半个人的事,"['zhe', 'ban', 'ge', 'ren', 'de', 'shi']"
VE03000040,肩膀、胳膊,1618297906963T0402VE03000040VE012141618298110415,掰,否,否,是,1,否,,['']
VE03000040,肩膀、胳膊,1618298551354T0301VE03000040VE012141618298734579,胳膊,否,否,是,5,是,嗯胳膊,"['en', 'ge', 'bo']"
VE03000040,肩膀、胳膊,1618299730739T0402VE03000040VE012141618299962584,胳膊,否,否,是,5,是,哥哥,"['ge', 'ge']"
VE03000040,肩膀、胳膊,1618448339008T0301VE03000040VE012141618448749163,/,否,否,否,0,否,,['']
VE03000040,肩膀、胳膊,1618450690039T0402VE03000040VE012141618450811202,/,否,否,否,0,否,,['']
VE03000040,肩膀、胳膊,1618468821499T0404VE03000040VE012141618468984034,/,否,否,否,0,否,,['']
VE03000040,肩膀、胳膊,1618468822007T0402VE03000040VE012141618468937748,/,否,否,是,0,否,多少反正一个,"['duo', 'shao', 'fan', 'zheng', 'yi', 'ge']"
VE03000040,肩膀、胳膊,1618469889703T0404VE03000040VE012141618470001071,/,否,否,是,0,否,第一个是最大,"['di', 'yi', 'ge', 'shi', 'zui', 'da']"
VE03000040,肩膀、胳膊,1618470554451T0402VE03000040VE012141618470666177,这是这是胳绑,否,否,是,3,是,四四十盒吧,"['si', 'si', 'shi', 'he', 'ba']"
VE03000040,肩膀、胳膊,1618471019753T0402VE03000040VE012141618471190663,唠耶那个叫接绑,否,否,是,2,是,老爷子那个叫杰宝,"['lao', 'ye', 'zi', 'na', 'ge', 'jiao', 'jie', 'bao']"
VE03000041,跑步,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000041,跑步,1618297232021T0304VE03000041VE013411618297467842,yingugudao,是,否,是,1,否,电影公司的,"['dian', 'ying', 'gong', 'si', 'de']"
VE03000041,跑步,1618298551354T0301VE03000041VE013411618298803380,他在练习跑步,否,否,是,4,是,他在练习跑步,"['ta', 'zai', 'lian', 'xi', 'pao', 'bu']"
VE03000041,跑步,1618448339008T0301VE03000041VE013411618448851006,/,否,否,否,0,否,,['']
VE03000041,跑步,1618468091613T0304VE03000041VE013411618468316065,/,否,否,否,0,否,,['']
VE03000042,三角形,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000042,三角形,1618278457024T0305VE03000042VE011831618278723651,三角形,否, 否,是,3,是,粘种子,"['zhan', 'zhong', 'zi']"
VE03000042,三角形,1618297232021T0304VE03000042VE011831618297509450,/,否,否,否,0,否,,['']
VE03000042,三角形,1618468091613T0304VE03000042VE011831618468360837,/,否,否,否,0,否,,['']
VE03000043,跌倒、摔倒、摔跤,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000043,跌倒、摔倒、摔跤,1618296589699T0302VE03000043VE005241618296826230,taxibingwu,是,否,是,1,否,,['']
VE03000043,跌倒、摔倒、摔跤,1618298551354T0301VE03000043VE005241618298725748,这摔摔倒了,否,否,是,4,是,嗯就摔摔倒了,"['en', 'jiu', 'shuai', 'shuai', 'dao', 'le']"
VE03000043,跌倒、摔倒、摔跤,1618299576070T0302VE03000043VE005241618299802874,摔跤了,否,否,是,3,是,快交了,"['kuai', 'jiao', 'le']"
VE03000043,跌倒、摔倒、摔跤,1618458459974T0302VE03000043VE005241618458857775,/,否,否,否,0,否,,['']
VE03000044,包扎,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000044,包扎,1618273360877T0303VE03000044VE001531618273602276,zuzeze,是,否,是,1,否,,['']
VE03000044,包扎,1618278457024T0305VE03000044VE001531618278770505,didonggei,是,否,是,1,否,这种给,"['zhe', 'zhong', 'gei']"
VE03000044,包扎,1618453654364T0303VE03000044VE001531618453796637,/,否,否,否,0,否,,['']
VE03000044,包扎,1618470179737T0303VE03000044VE001531618470266984,/,否,否,是,0,否,,['']
VE03000045,熊猫,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000045,熊猫,1618273360877T0303VE03000045VE004981618273657115,/,否,否,是,0,否,谁知,"['shui', 'zhi']"
VE03000045,熊猫,1618296589699T0302VE03000045VE004981618296800939,以熊猫,否,否,否,3,是,这是什么？,"['zhe', 'shi', 'shen', 'me']"
VE03000045,熊猫,1618299576070T0302VE03000045VE004981618299776465,熊,否,否,否,3,否,然后,"['ran', 'hou']"
VE03000045,熊猫,1618453654364T0303VE03000045VE004981618453831170,/,否,否,否,0,否,,['']
VE03000045,熊猫,1618458459974T0302VE03000045VE004981618458805964,/,否,否,否,0,否,,['']
VE03000045,熊猫,1618470179737T0303VE03000045VE004981618470300419,熊,否,否,否,5,否,,['']
VE03000046,满,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000046,满,1618273360877T0303VE03000046VE009141618273676523,ewa,是,否,是,1,否,嗯我觉得,"['en', 'wo', 'jue', 'de']"
VE03000046,满,1618297232021T0304VE03000046VE009141618297433003,dedudi,是,否,是,1,否,真的是,"['zhen', 'de', 'shi']"
VE03000046,满,1618298551354T0301VE03000046VE009141618298769141,这也是好玩具有,否,否,是,3,否,这也是看玩具有的,"['zhe', 'ye', 'shi', 'kan', 'wan', 'ju', 'you', 'de']"
VE03000046,满,1618448339008T0301VE03000046VE009141618448801353,/,否,否,否,0,否,,['']
VE03000046,满,1618453654364T0303VE03000046VE009141618453841819,/,否,否,否,0,否,,['']
VE03000046,满,1618468091613T0304VE03000046VE009141618468271864,/,否,否,否,0,否,,['']
VE03000046,满,1618470179737T0303VE03000046VE009141618470310530,很多,否,否,是,5,否,很多,"['hen', 'duo']"
VE03000047,台灯、灯,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000047,台灯、灯,1618198908833T0405VE03000047VE009661618199028927,是灯,否,否,是,3,是,,['']
VE03000047,台灯、灯,1618274322938T0405VE03000047VE009661618274647489,这是台灯,否,否,是,5,是,这是台灯,"['zhe', 'shi', 'tai', 'deng']"
VE03000047,台灯、灯,1618280457904T0405VE03000047VE009661618280655405,/,否,否,是,0,否,,['']
VE03000047,台灯、灯,1618294413048T0405VE03000047VE009661618294626334,/,否,否,是,0,否,,['']
VE03000047,台灯、灯,1618297906963T0402VE03000047VE009661618298127093,灯,否,否,是,5,是,当,['dang']
VE03000047,台灯、灯,1618298551354T0301VE03000047VE009661618298752603,灯,否,否,是,5,是,嗯,['en']
VE03000047,台灯、灯,1618299730739T0402VE03000047VE009661618299986886,灯,否,否,是,5,是,当,['dang']
VE03000047,台灯、灯,1618447804255T0405VE03000047VE009661618447997431,/,否,否,否,0,否,,['']
VE03000047,台灯、灯,1618448339008T0301VE03000047VE009661618448782259,/,否,否,否,0,否,,['']
VE03000047,台灯、灯,1618450690039T0402VE03000047VE009661618450829148,/,否,否,否,0,否,,['']
VE03000047,台灯、灯,1618452868800T0405VE03000047VE009661618453028828,/,否,否,否,0,否,,['']
VE03000047,台灯、灯,1618468822007T0402VE03000047VE009661618468959513,灯,否,否,是,5,是,嗯,['en']
VE03000047,台灯、灯,1618470554451T0402VE03000047VE009661618470693858,/,否,否,是,0,否,嗯,['en']
VE03000047,台灯、灯,1618471019753T0402VE03000047VE009661618471216803,灯小灯灯他叫睡觉的灯,否,否,是,5,是,灯小灯灯它叫睡觉的灯,"['deng', 'xiao', 'deng', 'deng', 'ta', 'jiao', 'shui', 'jue', 'de', 'deng']"
VE03000047,台灯、灯,1618471231080T0405VE03000047VE009661618471320754,灯,否,否,是,5,是,等,['deng']
VE03000048,扇子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000048,扇子,1618273360877T0303VE03000048VE007241618273711699,扇子,否,否,是,3,是,,['']
VE03000048,扇子,1618278457024T0305VE03000048VE007241618278751432,/,否,否,是,0,否,嗯,['en']
VE03000048,扇子,1618453654364T0303VE03000048VE007241618453870557,/,否,否,否,0,否,,['']
VE03000048,扇子,1618470179737T0303VE03000048VE007241618470346417,/,否,否,是,0,否,嗯,['en']
VE03000049,警察,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000049,警察,1618198908833T0405VE03000049VE009331618199041425,警察,否,否,是,4,是,警察,"['jing', 'cha']"
VE03000049,警察,1618274322938T0405VE03000049VE009331618274667148,他是警察,否,否,是,4,是,他是警察,"['ta', 'shi', 'jing', 'cha']"
VE03000049,警察,1618276120033T0402VE03000049VE009331618276401284,警察,否,否,是,5,是,警察,"['jing', 'cha']"
VE03000049,警察,1618279183526T0402VE03000049VE009331618279391820,几察,否,否,否,3,是,警察,"['jing', 'cha']"
VE03000049,警察,1618280457904T0405VE03000049VE009331618280665268,警察,否,否,否,4,是,补偿,"['bu', 'chang']"
VE03000049,警察,1618294413048T0405VE03000049VE009331618294638832,查,否,否,否,2,否,嗯,['en']
VE03000049,警察,1618297906963T0402VE03000049VE009331618298136960,查,否,否,否,2,否,答,['da']
VE03000049,警察,1618298551354T0301VE03000049VE009331618298765499,他是警察,否,否,是,3,是,,['']
VE03000049,警察,1618299730739T0402VE03000049VE009331618299997905,景警察,否,否,是,3,是,进进前,"['jin', 'jin', 'qian']"
VE03000049,警察,1618447804255T0405VE03000049VE009331618448015106,/,否,否,否,0,否,,['']
VE03000049,警察,1618448339008T0301VE03000049VE009331618448796006,/,否,否,否,0,否,,['']
VE03000049,警察,1618450690039T0402VE03000049VE009331618450838825,/,否,否,否,0,否,,['']
VE03000049,警察,1618452868800T0405VE03000049VE009331618453041830,/,否,否,否,0,否,,['']
VE03000049,警察,1618468822007T0402VE03000049VE009331618468971207,警察,否,否,是,4,是,检查,"['jian', 'cha']"
VE03000049,警察,1618470554451T0402VE03000049VE009331618470705810,警察,否,否,是,4,是,你好,"['ni', 'hao']"
VE03000049,警察,1618471019753T0402VE03000049VE009331618471238502,警察,否,否,否,4,是,异常,"['yi', 'chang']"
VE03000049,警察,1618471231080T0405VE03000049VE009331618471332416,警察,否,否,是,4,是,他,['ta']
VE03000050,水龙头,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000050,水龙头,1618278457024T0305VE03000050VE011821618278697986,/,否,否,是,0,否,谁知,"['shui', 'zhi']"
VE03000050,水龙头,1618297232021T0304VE03000050VE011821618297487119,etong,是,否,是,1,否,我头,"['wo', 'tou']"
VE03000050,水龙头,1618468091613T0304VE03000050VE011821618468341356,/,否,否,否,0,否,,['']
VE03000051,翅膀,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000051,翅膀,1618278457024T0305VE03000051VE012921618278728884,翅膀,否,否,是,3,是,一半,"['yi', 'ban']"
VE03000051,翅膀,1618297232021T0304VE03000051VE012921618297518224,手翅膀,否,否,是,3,是,就吃的噢,"['jiu', 'chi', 'de', 'o']"
VE03000052,尖、铅笔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000052,尖、铅笔,1618273360877T0303VE03000052VE011561618273670329,sha,是,否,是,1,否,是啊,"['shi', 'a']"
VE03000052,尖、铅笔,1618296589699T0302VE03000052VE011561618296804647,横小猫,否,否,是,1,否,嗯想吗？,"['en', 'xiang', 'ma']"
VE03000052,尖、铅笔,1618453654364T0303VE03000052VE011561618453835921,/,否,否,否,0,否,,['']
VE03000052,尖、铅笔,1618458459974T0302VE03000052VE011561618458811905,/,否,否,否,0,否,,['']
VE03000052,尖、铅笔,1618470179737T0303VE03000052VE011561618470304868,很粗,否,否,是,4,否,嗯粗,"['en', 'cu']"
VE03000053,蛋糕,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000053,蛋糕,1618273360877T0303VE03000053VE007891618273653389,/,否,否,是,0,否,,['']
VE03000053,蛋糕,1618296589699T0302VE03000053VE007891618296797816,/,否,否,是,0,否,,['']
VE03000053,蛋糕,1618299576070T0302VE03000053VE007891618299773095,刀,否,否,否,4,否,刀,['dao']
VE03000053,蛋糕,1618453654364T0303VE03000053VE007891618453828231,/,否,否,否,0,否,,['']
VE03000053,蛋糕,1618458459974T0302VE03000053VE007891618458798921,/,否,否,否,0,否,,['']
VE03000053,蛋糕,1618470179737T0303VE03000053VE007891618470296516,蛋糕,否,否,否,5,是,蛋糕,"['dan', 'gao']"
VE03000054,大象,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE03000054,大象,1618198908833T0405VE03000054VE010601618199033081,/,否,否,是,0,否,,['']
VE03000054,大象,1618294413048T0405VE03000054VE010601618294630540,大象,否,否,否,5,是,大象,"['da', 'xiang']"
VE03000054,大象,1618297906963T0402VE03000054VE010601618298130710,/,否,否,是,0,否,,['']
VE03000054,大象,1618298551354T0301VE03000054VE010601618298755815,/,否,否,是,0,否,嗯,['en']
VE03000054,大象,1618299730739T0402VE03000054VE010601618299990744,大象,否,否,是,5,是,大象,"['da', 'xiang']"
VE03000054,大象,1618447804255T0405VE03000054VE010601618448004250,/,否,否,否,0,否,,['']
VE03000054,大象,1618448339008T0301VE03000054VE010601618448788252,/,否,否,否,0,否,,['']
VE03000054,大象,1618450690039T0402VE03000054VE010601618450832330,/,否,否,否,0,否,,['']
VE03000054,大象,1618452868800T0405VE03000054VE010601618453034641,/,否,否,否,0,否,,['']
VE03000054,大象,1618468822007T0402VE03000054VE010601618468963366,大象,否,否,否,5,是,大象,"['da', 'xiang']"
VE03000054,大象,1618470554451T0402VE03000054VE010601618470697707,大象,否,否,否,5,是,像,['xiang']
VE03000054,大象,1618471019753T0402VE03000054VE010601618471229923,大象,否,否,否,5,是,大象,"['da', 'xiang']"
VE03000054,大象,1618471231080T0405VE03000054VE010601618471324930,大象,否,否,是,5,是,大象,"['da', 'xiang']"
VE04000055,戒指、钻戒,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000055,戒指、钻戒,1346T0502VE04000055VE00048,嗯手腕,否,否,是,3,否,嗯少啊,"['en', 'shao', 'a']"
VE04000055,戒指、钻戒,1364T0401VE04000055VE00048,嗯嗯这是钻戒,否,否,是,4,是,这是这是钻戒,"['zhe', 'shi', 'zhe', 'shi', 'zuan', 'jie']"
VE04000055,戒指、钻戒,1618275375251T0505VE04000055VE000481618275522603,/,否,否,是,0,否,,['']
VE04000055,戒指、钻戒,1618275425566T0401VE04000055VE000481618275678237,就戴在手上的那个吧,否,否,是,4,否,就带着小宋的那个吧,"['jiu', 'dai', 'zhao', 'xiao', 'song', 'de', 'na', 'ge', 'ba']"
VE04000055,戒指、钻戒,1618294378869T0502VE04000055VE000481618294570420,戒指,否,否,否,5,是,戒指,"['jie', 'zhi']"
VE04000055,戒指、钻戒,1618295133908T0401VE04000055VE000481618295434559,手镯,否,否,是,5,否,手镯,"['shou', 'zhuo']"
VE04000055,戒指、钻戒,1618296468087T0505VE04000055VE000481618296650514,这是胶带,否,否,是,4,否,知识交代,"['zhi', 'shi', 'jiao', 'dai']"
VE04000055,戒指、钻戒,1618297471484T0502VE04000055VE000481618297691200,手手环,否,否,是,4,否,,['']
VE04000055,戒指、钻戒,1618447292667T0401VE04000055VE000481618447576227,嗯一条绳子,否,否,是,4,否,嗯一条绳子,"['en', 'yi', 'tiao', 'sheng', 'zi']"
VE04000055,戒指、钻戒,1618450419482T0502VE04000055VE000481618450602531,这个是手环,否,否,是,4,否,这个是首发,"['zhe', 'ge', 'shi', 'shou', 'fa']"
VE04000055,戒指、钻戒,1618452167142T0401VE04000055VE000481618452396299,/,否,否,否,0,否,,['']
VE04000055,戒指、钻戒,1618453886603T0505VE04000055VE000481618454018249,/,否,否,是,0,否,,['']
VE04000055,戒指、钻戒,1618469200711T0401VE04000055VE000481618469378577,界子,否,否,是,3,是,戒指,"['jie', 'zhi']"
VE04000056,木头,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000056,木头,1618198908833T0405VE04000056VE008361618199107068,木头,否,否,是,4,是,不同,"['bu', 'tong']"
VE04000056,木头,1618273360877T0303VE04000056VE008361618273726520,下课了,否,否,是,2,否,小扣子,"['xiao', 'kou', 'zi']"
VE04000056,木头,1618274322938T0405VE04000056VE008361618274764232,/,否,否,是,0,否,谁知,"['shui', 'zhi']"
VE04000056,木头,1618277511749T0403VE04000056VE008361618277991156,是用木头做的,否,否,是,3,是,是用木头做的,"['shi', 'yong', 'mu', 'tou', 'zuo', 'de']"
VE04000056,木头,1618279812882T0403VE04000056VE008361618279982691,这个房子是用木头做的,否,否,是,4,是,这个房子是用木头做的,"['zhe', 'ge', 'fang', 'zi', 'shi', 'yong', 'mu', 'tou', 'zuo', 'de']"
VE04000056,木头,1618280457904T0405VE04000056VE008361618280729043,木头,否,否,是,5,是,木头,"['mu', 'tou']"
VE04000056,木头,1618294413048T0405VE04000056VE008361618294715590,木头做的,否,否,是,4,是,那个木头做的,"['na', 'ge', 'mu', 'tou', 'zuo', 'de']"
VE04000056,木头,1618296589699T0302VE04000056VE008361618296833180,木头做的,否,否,是,3,是,木盒做的,"['mu', 'he', 'zuo', 'de']"
VE04000056,木头,1618299133972T0403VE04000056VE008361618299254997,这个是木头做的,是,否,是,4,是,这个是、木头做的,"['zhe', 'ge', 'shi', 'mu', 'tou', 'zuo', 'de']"
VE04000056,木头,1618299226861T0403VE04000056VE008361618299388861,/,否,否,是,0,否,噢,['o']
VE04000056,木头,1618299576070T0302VE04000056VE008361618299807435,木头,否,否,是,4,是,木头,"['mu', 'tou']"
VE04000056,木头,1618447804255T0405VE04000056VE008361618448113153,/,否,否,否,0,否,,['']
VE04000056,木头,1618449796526T0403VE04000056VE008361618449968443,/,否,否,否,0,否,,['']
VE04000056,木头,1618452868800T0405VE04000056VE008361618453133051,/,否,否,否,0,否,,['']
VE04000056,木头,1618453654364T0303VE04000056VE008361618453891001,/,否,否,否,0,否,,['']
VE04000056,木头,1618458459974T0302VE04000056VE008361618458864332,/,否,否,否,0,否,,['']
VE04000056,木头,1618469463349T0403VE04000056VE008361618469566834,木头,否,否,是,4,是,呀露头,"['ya', 'lu', 'tou']"
VE04000056,木头,1618469524076T0403VE04000056VE008361618469650194,/,否,否,否,0,否,,['']
VE04000056,木头,1618470179737T0303VE04000056VE008361618470361857,木头,否,是,是,5,是,一点木头,"['yi', 'dian', 'mu', 'tou']"
VE04000056,木头,1618470847973T0403VE04000056VE008361618470947113,木头房,否,是,是,5,是,木头房,"['mu', 'tou', 'fang']"
VE04000056,木头,1618471231080T0405VE04000056VE008361618471396650,/,否,是,否,0,否,,['']
VE04000057,橙色、橘色,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000057,橙色、橘色,1346T0502VE04000057VE00108,这是黄色,否,否,否,4,否,这是黄色,"['zhe', 'shi', 'huang', 'se']"
VE04000057,橙色、橘色,1350T0504VE04000057VE00108,橘色,否,否,否,5,是,橘色,"['ju', 'se']"
VE04000057,橙色、橘色,1364T0401VE04000057VE00108,这是橙色,否,否,是,5,是,这是橙色,"['zhe', 'shi', 'cheng', 'se']"
VE04000057,橙色、橘色,1618275425566T0401VE04000057VE001081618275655651,/,否,否,是,0,否,嗯,['en']
VE04000057,橙色、橘色,1618283790419T0504VE04000057VE001081618283918425,这是橙色,否,否,否,5,是,这是橙色,"['zhe', 'shi', 'cheng', 'se']"
VE04000057,橙色、橘色,1618285038989T0401VE04000057VE001081618285245230,橙色,否,否,是,5,是,橙色,"['cheng', 'se']"
VE04000057,橙色、橘色,1618294378869T0502VE04000057VE001081618294548810,这是橙色,否,否,否,5,是,这是橙色,"['zhe', 'shi', 'cheng', 'se']"
VE04000057,橙色、橘色,1618295133908T0401VE04000057VE001081618295416108,橘色,否,否,否,4,是,不是,"['bu', 'shi']"
VE04000057,橙色、橘色,1618296805874T0504VE04000057VE001081618296973383,橘色,否,否,否,5,是,橘色,"['ju', 'se']"
VE04000057,橙色、橘色,1618297471484T0502VE04000057VE001081618297668982,橙色,否,否,是,5,是,橙色,"['cheng', 'se']"
VE04000057,橙色、橘色,1618447292667T0401VE04000057VE001081618447548522,色,否,否,否,4,否,不是,"['bu', 'shi']"
VE04000057,橙色、橘色,1618450064906T0504VE04000057VE001081618450189327,橘色,否,否,是,5,是,橘色,"['ju', 'se']"
VE04000057,橙色、橘色,1618450419482T0502VE04000057VE001081618450576725,这个橙色,否,否,否,3,是,这个彩色,"['zhe', 'ge', 'cai', 'se']"
VE04000057,橙色、橘色,1618452167142T0401VE04000057VE001081618452373765,/,否,否,否,0,否,,['']
VE04000057,橙色、橘色,1618455362593T0504VE04000057VE001081618455457866,橘色,否,否,否,5,是,只是,"['zhi', 'shi']"
VE04000057,橙色、橘色,1618469200711T0401VE04000057VE001081618469355796,橙色,否,否,否,5,是,×,['×']
VE04000058,爪子、鸡脚,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000058,爪子、鸡脚,1618276120033T0402VE04000058VE004261618276405340,手,否,否,是,5,否,手,['shou']
VE04000058,爪子、鸡脚,1618277511749T0403VE04000058VE004261618278017459,鸡鸡脚,否,否,是,4,是,直接直接讲,"['zhi', 'jie', 'zhi', 'jie', 'jiang']"
VE04000058,爪子、鸡脚,1618279183526T0402VE04000058VE004261618279395483,这爪只,否,否,否,4,是,一一爪子,"['yi', 'yi', 'zhua', 'zi']"
VE04000058,爪子、鸡脚,1618279812882T0403VE04000058VE004261618280007572,这是爪子,否,否,是,5,是,这时转子,"['zhe', 'shi', 'zhuan', 'zi']"
VE04000058,爪子、鸡脚,1618297906963T0402VE04000058VE004261618298140179,这脚,否,否,是,4,否,所以只讲,"['suo', 'yi', 'zhi', 'jiang']"
VE04000058,爪子、鸡脚,1618299133972T0403VE04000058VE004261618299293484,这个是爪子,否,否,是,5,是,这个是爪子,"['zhe', 'ge', 'shi', 'zhua', 'zi']"
VE04000058,爪子、鸡脚,1618299226861T0403VE04000058VE004261618299410415,鸡的脚,否,否,是,4,是,鸡的脚,"['ji', 'de', 'jiao']"
VE04000058,爪子、鸡脚,1618299730739T0402VE04000058VE004261618300001643,/,否,否,是,0,否,,['']
VE04000058,爪子、鸡脚,1618449796526T0403VE04000058VE004261618449995662,/,否,否,否,0,否,,['']
VE04000058,爪子、鸡脚,1618450690039T0402VE04000058VE004261618450842229,/,否,否,否,0,否,,['']
VE04000058,爪子、鸡脚,1618468822007T0402VE04000058VE004261618468974943,爪子,否,否,是,4,是,好五爪子,"['hao', 'wu', 'zhua', 'zi']"
VE04000058,爪子、鸡脚,1618469463349T0403VE04000058VE004261618469602059,钩子,否,是,是,4,否,这什么钩子,"['zhe', 'shen', 'me', 'gou', 'zi']"
VE04000058,爪子、鸡脚,1618469524076T0403VE04000058VE004261618469673586,/,否,否,否,0,否,,['']
VE04000058,爪子、鸡脚,1618470554451T0402VE04000058VE004261618470709407,磕头,否,否,是,1,否,所以他,"['suo', 'yi', 'ta']"
VE04000058,爪子、鸡脚,1618470847973T0403VE04000058VE004261618470999615,这恐龙嘴一个恐龙脚,否,否,是,4,否,一个恐龙，一个恐龙脚,"['yi', 'ge', 'kong', 'long', 'yi', 'ge', 'kong', 'long', 'jiao']"
VE04000058,爪子、鸡脚,1618471019753T0402VE04000058VE004261618471242231,这个是那个那个叫怪兽的脚,否,否,是,4,否,这个是那个那个叫怪兽的脚,"['zhe', 'ge', 'shi', 'na', 'ge', 'na', 'ge', 'jiao', 'guai', 'shou', 'de', 'jiao']"
VE04000059,骨头、骨骼,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000059,骨头、骨骼,1346T0502VE04000059VE00214,这是骨头,否,否,否,5,是,是骨头,"['shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1364T0401VE04000059VE00214,这是骨头,否,否,是,5,是,这是骨头,"['zhe', 'shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618275375251T0505VE04000059VE002141618275503090,骨头,否,否,是,5,是,无套,"['wu', 'tao']"
VE04000059,骨头、骨骼,1618275425566T0401VE04000059VE002141618275661128,是骨头,否,否,否,5,是,去骨头,"['qu', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618285038989T0401VE04000059VE002141618285249742,骨头,否,否,否,5,是,骨头,"['gu', 'tou']"
VE04000059,骨头、骨骼,1618294378869T0502VE04000059VE002141618294555991,这是骨头,否,否,否,5,是,这是骨头,"['zhe', 'shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618295133908T0401VE04000059VE002141618295420315,骨头,否,否,否,5,是,唉骨头,"['ai', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618296468087T0505VE04000059VE002141618296630106,这是骨头,否,否,是,5,是,这是、骨头,"['zhe', 'shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618297471484T0502VE04000059VE002141618297673403,这是骨头,否,否,是,5,是,嗯好,"['en', 'hao']"
VE04000059,骨头、骨骼,1618447292667T0401VE04000059VE002141618447554096,/,否,否,否,0,否,,['']
VE04000059,骨头、骨骼,1618450419482T0502VE04000059VE002141618450581793,这骨头,否,否,否,5,是,是骨头,"['shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618452167142T0401VE04000059VE002141618452377933,/,否,否,否,0,否,,['']
VE04000059,骨头、骨骼,1618453886603T0505VE04000059VE002141618454001985,这是骨头,否,否,否,5,是,这是骨头,"['zhe', 'shi', 'gu', 'tou']"
VE04000059,骨头、骨骼,1618469200711T0401VE04000059VE002141618469360228,骨头,否,否,否,5,是,骨头,"['gu', 'tou']"
VE04000060,排队,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000060,排队,1618198908833T0405VE04000060VE004721618199102864,排队,否,否,否,5,是,排队,"['pai', 'dui']"
VE04000060,排队,1618274322938T0405VE04000060VE004721618274753495,他们在坐电梯,否,否,是,5,否,他妈在坐电梯,"['ta', 'ma', 'zai', 'zuo', 'dian', 'ti']"
VE04000060,排队,1618277511749T0403VE04000060VE004721618278071913,排排队进门,否,否,否,5,是,排排队进门,"['pai', 'pai', 'dui', 'jin', 'men']"
VE04000060,排队,1618279812882T0403VE04000060VE004721618280071446,他们在排队,否,否,否,5,是,他们在排队,"['ta', 'men', 'zai', 'pai', 'dui']"
VE04000060,排队,1618280457904T0405VE04000060VE004721618280722253,/,否,否,是,0,否,嗯,['en']
