图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE03000040,肩膀、胳膊,1618471019753T0402VE03000040VE012141618471190663,唠耶那个叫接绑,0,0,1,2,1,老爷子那个叫杰宝,"['lao', 'ye', 'zi', 'na', 'ge', 'jiao', 'jie', 'bao']","['jian-bang', 'ge-bo']","{""word"": ""\u8001\u7237\u5b50\u90a3\u4e2a\u53eb\u6770\u5b9d"", ""pinyin"": ""['lao', 'ye', 'zi', 'na', 'ge', 'jiao', 'jie', 'bao']"", ""nearest"": [""ge"", ""jiao""], ""minDis"": 1.5}",0
VE03000041,跑步,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['pao-bu'],{},-1
VE03000041,跑步,1618297232021T0304VE03000041VE013411618297467842,yingugudao,1,0,1,1,0,电影公司的,"['dian', 'ying', 'gong', 'si', 'de']",['pao-bu'],"{""word"": ""\u7535\u5f71\u516c\u53f8\u7684"", ""pinyin"": ""['dian', 'ying', 'gong', 'si', 'de']"", ""nearest"": [""si"", ""de""], ""minDis"": 2.6}",0
VE03000041,跑步,1618298551354T0301VE03000041VE013411618298803380,他在练习跑步,0,0,1,4,1,他在练习跑步,"['ta', 'zai', 'lian', 'xi', 'pao', 'bu']",['pao-bu'],"{""word"": ""\u4ed6\u5728\u7ec3\u4e60\u8dd1\u6b65"", ""pinyin"": ""['ta', 'zai', 'lian', 'xi', 'pao', 'bu']"", ""nearest"": [""pao"", ""bu""], ""minDis"": 0.0}",1
VE03000041,跑步,1618448339008T0301VE03000041VE013411618448851006,/,0,0,0,0,0,,[''],['pao-bu'],{},-1
VE03000041,跑步,1618468091613T0304VE03000041VE013411618468316065,/,0,0,0,0,0,,[''],['pao-bu'],{},-1
VE03000042,三角形,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['san-jiao-xing'],{},-1
VE03000042,三角形,1618278457024T0305VE03000042VE011831618278723651,三角形,0, 否,1,3,1,粘种子,"['zhan', 'zhong', 'zi']",['san-jiao-xing'],"{""word"": ""\u7c98\u79cd\u5b50"", ""pinyin"": ""['zhan', 'zhong', 'zi']"", ""nearest"": [""zhan"", ""zhong"", ""zi""], ""minDis"": 3.1999999999999997}",0
VE03000042,三角形,1618297232021T0304VE03000042VE011831618297509450,/,0,0,0,0,0,,[''],['san-jiao-xing'],{},-1
VE03000042,三角形,1618468091613T0304VE03000042VE011831618468360837,/,0,0,0,0,0,,[''],['san-jiao-xing'],{},-1
VE03000043,跌倒、摔倒、摔跤,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['die-dao', 'shuai-dao', 'shuai-jiao']",{},-1
VE03000043,跌倒、摔倒、摔跤,1618296589699T0302VE03000043VE005241618296826230,taxibingwu,1,0,1,1,0,,[''],"['die-dao', 'shuai-dao', 'shuai-jiao']",{},-1
VE03000043,跌倒、摔倒、摔跤,1618298551354T0301VE03000043VE005241618298725748,这摔摔倒了,0,0,1,4,1,嗯就摔摔倒了,"['en', 'jiu', 'shuai', 'shuai', 'dao', 'le']","['die-dao', 'shuai-dao', 'shuai-jiao']","{""word"": ""\u55ef\u5c31\u6454\u6454\u5012\u4e86"", ""pinyin"": ""['en', 'jiu', 'shuai', 'shuai', 'dao', 'le']"", ""nearest"": [""shuai"", ""dao""], ""minDis"": 0.0}",1
VE03000043,跌倒、摔倒、摔跤,1618299576070T0302VE03000043VE005241618299802874,摔跤了,0,0,1,3,1,快交了,"['kuai', 'jiao', 'le']","['die-dao', 'shuai-dao', 'shuai-jiao']","{""word"": ""\u5feb\u4ea4\u4e86"", ""pinyin"": ""['kuai', 'jiao', 'le']"", ""nearest"": [""kuai"", ""jiao""], ""minDis"": 1.0}",0
VE03000043,跌倒、摔倒、摔跤,1618458459974T0302VE03000043VE005241618458857775,/,0,0,0,0,0,,[''],"['die-dao', 'shuai-dao', 'shuai-jiao']",{},-1
VE03000044,包扎,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['bao-zha'],{},-1
VE03000044,包扎,1618273360877T0303VE03000044VE001531618273602276,zuzeze,1,0,1,1,0,,[''],['bao-zha'],{},-1
VE03000044,包扎,1618278457024T0305VE03000044VE001531618278770505,didonggei,1,0,1,1,0,这种给,"['zhe', 'zhong', 'gei']",['bao-zha'],"{""word"": ""\u8fd9\u79cd\u7ed9"", ""pinyin"": ""['zhe', 'zhong', 'gei']"", ""nearest"": [""zhe"", ""zhong""], ""minDis"": 3.5}",0
VE03000044,包扎,1618453654364T0303VE03000044VE001531618453796637,/,0,0,0,0,0,,[''],['bao-zha'],{},-1
VE03000044,包扎,1618470179737T0303VE03000044VE001531618470266984,/,0,0,1,0,0,,[''],['bao-zha'],{},-1
VE03000045,熊猫,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['xiong-mao'],{},-1
VE03000045,熊猫,1618273360877T0303VE03000045VE004981618273657115,/,0,0,1,0,0,谁知,"['shui', 'zhi']",['xiong-mao'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 5.0}",0
VE03000045,熊猫,1618296589699T0302VE03000045VE004981618296800939,以熊猫,0,0,0,3,1,这是什么？,"['zhe', 'shi', 'shen', 'me']",['xiong-mao'],"{""word"": ""\u8fd9\u662f\u4ec0\u4e48\uff1f"", ""pinyin"": ""['zhe', 'shi', 'shen', 'me']"", ""nearest"": [""shen"", ""me""], ""minDis"": 3.5}",0
VE03000045,熊猫,1618299576070T0302VE03000045VE004981618299776465,熊,0,0,0,3,0,然后,"['ran', 'hou']",['xiong-mao'],"{""word"": ""\u7136\u540e"", ""pinyin"": ""['ran', 'hou']"", ""nearest"": [""ran"", ""hou""], ""minDis"": 3.5}",0
VE03000045,熊猫,1618453654364T0303VE03000045VE004981618453831170,/,0,0,0,0,0,,[''],['xiong-mao'],{},-1
VE03000045,熊猫,1618458459974T0302VE03000045VE004981618458805964,/,0,0,0,0,0,,[''],['xiong-mao'],{},-1
VE03000045,熊猫,1618470179737T0303VE03000045VE004981618470300419,熊,0,0,0,5,0,,[''],['xiong-mao'],{},-1
VE03000046,满,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['man'],{},-1
VE03000046,满,1618273360877T0303VE03000046VE009141618273676523,ewa,1,0,1,1,0,嗯我觉得,"['en', 'wo', 'jue', 'de']",['man'],"{""word"": ""\u55ef\u6211\u89c9\u5f97"", ""pinyin"": ""['en', 'wo', 'jue', 'de']"", ""nearest"": [""en""], ""minDis"": 2.0}",0
VE03000046,满,1618297232021T0304VE03000046VE009141618297433003,dedudi,1,0,1,1,0,真的是,"['zhen', 'de', 'shi']",['man'],"{""word"": ""\u771f\u7684\u662f"", ""pinyin"": ""['zhen', 'de', 'shi']"", ""nearest"": [""zhen""], ""minDis"": 3.0}",0
VE03000046,满,1618298551354T0301VE03000046VE009141618298769141,这也是好玩具有,0,0,1,3,0,这也是看玩具有的,"['zhe', 'ye', 'shi', 'kan', 'wan', 'ju', 'you', 'de']",['man'],"{""word"": ""\u8fd9\u4e5f\u662f\u770b\u73a9\u5177\u6709\u7684"", ""pinyin"": ""['zhe', 'ye', 'shi', 'kan', 'wan', 'ju', 'you', 'de']"", ""nearest"": [""kan""], ""minDis"": 1.0}",0
VE03000046,满,1618448339008T0301VE03000046VE009141618448801353,/,0,0,0,0,0,,[''],['man'],{},-1
VE03000046,满,1618453654364T0303VE03000046VE009141618453841819,/,0,0,0,0,0,,[''],['man'],{},-1
VE03000046,满,1618468091613T0304VE03000046VE009141618468271864,/,0,0,0,0,0,,[''],['man'],{},-1
VE03000046,满,1618470179737T0303VE03000046VE009141618470310530,很多,0,0,1,5,0,很多,"['hen', 'duo']",['man'],"{""word"": ""\u5f88\u591a"", ""pinyin"": ""['hen', 'duo']"", ""nearest"": [""hen""], ""minDis"": 2.0}",0
VE03000047,台灯、灯,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618198908833T0405VE03000047VE009661618199028927,是灯,0,0,1,3,1,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618274322938T0405VE03000047VE009661618274647489,这是台灯,0,0,1,5,1,这是台灯,"['zhe', 'shi', 'tai', 'deng']","['tai-deng', 'deng']","{""word"": ""\u8fd9\u662f\u53f0\u706f"", ""pinyin"": ""['zhe', 'shi', 'tai', 'deng']"", ""nearest"": [""tai"", ""deng""], ""minDis"": 0.0}",1
VE03000047,台灯、灯,1618280457904T0405VE03000047VE009661618280655405,/,0,0,1,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618294413048T0405VE03000047VE009661618294626334,/,0,0,1,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618297906963T0402VE03000047VE009661618298127093,灯,0,0,1,5,1,当,['dang'],"['tai-deng', 'deng']","{""word"": ""\u5f53"", ""pinyin"": ""['dang']""}",-1
VE03000047,台灯、灯,1618298551354T0301VE03000047VE009661618298752603,灯,0,0,1,5,1,嗯,['en'],"['tai-deng', 'deng']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000047,台灯、灯,1618299730739T0402VE03000047VE009661618299986886,灯,0,0,1,5,1,当,['dang'],"['tai-deng', 'deng']","{""word"": ""\u5f53"", ""pinyin"": ""['dang']""}",-1
VE03000047,台灯、灯,1618447804255T0405VE03000047VE009661618447997431,/,0,0,0,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618448339008T0301VE03000047VE009661618448782259,/,0,0,0,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618450690039T0402VE03000047VE009661618450829148,/,0,0,0,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618452868800T0405VE03000047VE009661618453028828,/,0,0,0,0,0,,[''],"['tai-deng', 'deng']",{},-1
VE03000047,台灯、灯,1618468822007T0402VE03000047VE009661618468959513,灯,0,0,1,5,1,嗯,['en'],"['tai-deng', 'deng']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000047,台灯、灯,1618470554451T0402VE03000047VE009661618470693858,/,0,0,1,0,0,嗯,['en'],"['tai-deng', 'deng']","{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000047,台灯、灯,1618471019753T0402VE03000047VE009661618471216803,灯小灯灯他叫睡觉的灯,0,0,1,5,1,灯小灯灯它叫睡觉的灯,"['deng', 'xiao', 'deng', 'deng', 'ta', 'jiao', 'shui', 'jue', 'de', 'deng']","['tai-deng', 'deng']","{""word"": ""\u706f\u5c0f\u706f\u706f\u5b83\u53eb\u7761\u89c9\u7684\u706f"", ""pinyin"": ""['deng', 'xiao', 'deng', 'deng', 'ta', 'jiao', 'shui', 'jue', 'de', 'deng']"", ""nearest"": [""deng""], ""minDis"": 0.0}",1
VE03000047,台灯、灯,1618471231080T0405VE03000047VE009661618471320754,灯,0,0,1,5,1,等,['deng'],"['tai-deng', 'deng']","{""word"": ""\u7b49"", ""pinyin"": ""['deng']""}",-1
VE03000048,扇子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['shan-zi'],{},-1
VE03000048,扇子,1618273360877T0303VE03000048VE007241618273711699,扇子,0,0,1,3,1,,[''],['shan-zi'],{},-1
VE03000048,扇子,1618278457024T0305VE03000048VE007241618278751432,/,0,0,1,0,0,嗯,['en'],['shan-zi'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000048,扇子,1618453654364T0303VE03000048VE007241618453870557,/,0,0,0,0,0,,[''],['shan-zi'],{},-1
VE03000048,扇子,1618470179737T0303VE03000048VE007241618470346417,/,0,0,1,0,0,嗯,['en'],['shan-zi'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000049,警察,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['jing-cha'],{},-1
VE03000049,警察,1618198908833T0405VE03000049VE009331618199041425,警察,0,0,1,4,1,警察,"['jing', 'cha']",['jing-cha'],"{""word"": ""\u8b66\u5bdf"", ""pinyin"": ""['jing', 'cha']"", ""nearest"": [""jing"", ""cha""], ""minDis"": 0.0}",1
VE03000049,警察,1618274322938T0405VE03000049VE009331618274667148,他是警察,0,0,1,4,1,他是警察,"['ta', 'shi', 'jing', 'cha']",['jing-cha'],"{""word"": ""\u4ed6\u662f\u8b66\u5bdf"", ""pinyin"": ""['ta', 'shi', 'jing', 'cha']"", ""nearest"": [""jing"", ""cha""], ""minDis"": 0.0}",1
VE03000049,警察,1618276120033T0402VE03000049VE009331618276401284,警察,0,0,1,5,1,警察,"['jing', 'cha']",['jing-cha'],"{""word"": ""\u8b66\u5bdf"", ""pinyin"": ""['jing', 'cha']"", ""nearest"": [""jing"", ""cha""], ""minDis"": 0.0}",1
VE03000049,警察,1618279183526T0402VE03000049VE009331618279391820,几察,0,0,0,3,1,警察,"['jing', 'cha']",['jing-cha'],"{""word"": ""\u8b66\u5bdf"", ""pinyin"": ""['jing', 'cha']"", ""nearest"": [""jing"", ""cha""], ""minDis"": 0.0}",1
VE03000049,警察,1618280457904T0405VE03000049VE009331618280665268,警察,0,0,0,4,1,补偿,"['bu', 'chang']",['jing-cha'],"{""word"": ""\u8865\u507f"", ""pinyin"": ""['bu', 'chang']"", ""nearest"": [""bu"", ""chang""], ""minDis"": 3.0}",0
VE03000049,警察,1618294413048T0405VE03000049VE009331618294638832,查,0,0,0,2,0,嗯,['en'],['jing-cha'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000049,警察,1618297906963T0402VE03000049VE009331618298136960,查,0,0,0,2,0,答,['da'],['jing-cha'],"{""word"": ""\u7b54"", ""pinyin"": ""['da']""}",-1
VE03000049,警察,1618298551354T0301VE03000049VE009331618298765499,他是警察,0,0,1,3,1,,[''],['jing-cha'],{},-1
VE03000049,警察,1618299730739T0402VE03000049VE009331618299997905,景警察,0,0,1,3,1,进进前,"['jin', 'jin', 'qian']",['jing-cha'],"{""word"": ""\u8fdb\u8fdb\u524d"", ""pinyin"": ""['jin', 'jin', 'qian']"", ""nearest"": [""jin"", ""jin""], ""minDis"": 2.25}",0
VE03000049,警察,1618447804255T0405VE03000049VE009331618448015106,/,0,0,0,0,0,,[''],['jing-cha'],{},-1
VE03000049,警察,1618448339008T0301VE03000049VE009331618448796006,/,0,0,0,0,0,,[''],['jing-cha'],{},-1
VE03000049,警察,1618450690039T0402VE03000049VE009331618450838825,/,0,0,0,0,0,,[''],['jing-cha'],{},-1
VE03000049,警察,1618452868800T0405VE03000049VE009331618453041830,/,0,0,0,0,0,,[''],['jing-cha'],{},-1
VE03000049,警察,1618468822007T0402VE03000049VE009331618468971207,警察,0,0,1,4,1,检查,"['jian', 'cha']",['jing-cha'],"{""word"": ""\u68c0\u67e5"", ""pinyin"": ""['jian', 'cha']"", ""nearest"": [""jian"", ""cha""], ""minDis"": 1.0}",0
VE03000049,警察,1618470554451T0402VE03000049VE009331618470705810,警察,0,0,1,4,1,你好,"['ni', 'hao']",['jing-cha'],"{""word"": ""\u4f60\u597d"", ""pinyin"": ""['ni', 'hao']"", ""nearest"": [""ni"", ""hao""], ""minDis"": 2.5}",0
VE03000049,警察,1618471019753T0402VE03000049VE009331618471238502,警察,0,0,0,4,1,异常,"['yi', 'chang']",['jing-cha'],"{""word"": ""\u5f02\u5e38"", ""pinyin"": ""['yi', 'chang']"", ""nearest"": [""yi"", ""chang""], ""minDis"": 2.5}",0
VE03000049,警察,1618471231080T0405VE03000049VE009331618471332416,警察,0,0,1,4,1,他,['ta'],['jing-cha'],"{""word"": ""\u4ed6"", ""pinyin"": ""['ta']""}",-1
VE03000050,水龙头,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['shui-long-tou'],{},-1
VE03000050,水龙头,1618278457024T0305VE03000050VE011821618278697986,/,0,0,1,0,0,谁知,"['shui', 'zhi']",['shui-long-tou'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']""}",-1
VE03000050,水龙头,1618297232021T0304VE03000050VE011821618297487119,etong,1,0,1,1,0,我头,"['wo', 'tou']",['shui-long-tou'],"{""word"": ""\u6211\u5934"", ""pinyin"": ""['wo', 'tou']""}",-1
VE03000050,水龙头,1618468091613T0304VE03000050VE011821618468341356,/,0,0,0,0,0,,[''],['shui-long-tou'],{},-1
VE03000051,翅膀,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['chi-bang'],{},-1
VE03000051,翅膀,1618278457024T0305VE03000051VE012921618278728884,翅膀,0,0,1,3,1,一半,"['yi', 'ban']",['chi-bang'],"{""word"": ""\u4e00\u534a"", ""pinyin"": ""['yi', 'ban']"", ""nearest"": [""yi"", ""ban""], ""minDis"": 1.4}",0
VE03000051,翅膀,1618297232021T0304VE03000051VE012921618297518224,手翅膀,0,0,1,3,1,就吃的噢,"['jiu', 'chi', 'de', 'o']",['chi-bang'],"{""word"": ""\u5c31\u5403\u7684\u5662"", ""pinyin"": ""['jiu', 'chi', 'de', 'o']"", ""nearest"": [""chi"", ""de""], ""minDis"": 2.0}",0
VE03000052,尖、铅笔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['jian', 'qian-bi']",{},-1
VE03000052,尖、铅笔,1618273360877T0303VE03000052VE011561618273670329,sha,1,0,1,1,0,是啊,"['shi', 'a']","['jian', 'qian-bi']","{""word"": ""\u662f\u554a"", ""pinyin"": ""['shi', 'a']"", ""nearest"": [""a""], ""minDis"": 3.0}",0
VE03000052,尖、铅笔,1618296589699T0302VE03000052VE011561618296804647,横小猫,0,0,1,1,0,嗯想吗？,"['en', 'xiang', 'ma']","['jian', 'qian-bi']","{""word"": ""\u55ef\u60f3\u5417\uff1f"", ""pinyin"": ""['en', 'xiang', 'ma']"", ""nearest"": [""xiang""], ""minDis"": 1.8}",0
VE03000052,尖、铅笔,1618453654364T0303VE03000052VE011561618453835921,/,0,0,0,0,0,,[''],"['jian', 'qian-bi']",{},-1
VE03000052,尖、铅笔,1618458459974T0302VE03000052VE011561618458811905,/,0,0,0,0,0,,[''],"['jian', 'qian-bi']",{},-1
VE03000052,尖、铅笔,1618470179737T0303VE03000052VE011561618470304868,很粗,0,0,1,4,0,嗯粗,"['en', 'cu']","['jian', 'qian-bi']","{""word"": ""\u55ef\u7c97"", ""pinyin"": ""['en', 'cu']"", ""nearest"": [""en"", ""cu""], ""minDis"": 2.6}",0
VE03000053,蛋糕,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['dan-gao'],{},-1
VE03000053,蛋糕,1618273360877T0303VE03000053VE007891618273653389,/,0,0,1,0,0,,[''],['dan-gao'],{},-1
VE03000053,蛋糕,1618296589699T0302VE03000053VE007891618296797816,/,0,0,1,0,0,,[''],['dan-gao'],{},-1
VE03000053,蛋糕,1618299576070T0302VE03000053VE007891618299773095,刀,0,0,0,4,0,刀,['dao'],['dan-gao'],"{""word"": ""\u5200"", ""pinyin"": ""['dao']""}",-1
VE03000053,蛋糕,1618453654364T0303VE03000053VE007891618453828231,/,0,0,0,0,0,,[''],['dan-gao'],{},-1
VE03000053,蛋糕,1618458459974T0302VE03000053VE007891618458798921,/,0,0,0,0,0,,[''],['dan-gao'],{},-1
VE03000053,蛋糕,1618470179737T0303VE03000053VE007891618470296516,蛋糕,0,0,0,5,1,蛋糕,"['dan', 'gao']",['dan-gao'],"{""word"": ""\u86cb\u7cd5"", ""pinyin"": ""['dan', 'gao']"", ""nearest"": [""dan"", ""gao""], ""minDis"": 0.0}",1
VE03000054,大象,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['da-xiang'],{},-1
VE03000054,大象,1618198908833T0405VE03000054VE010601618199033081,/,0,0,1,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618294413048T0405VE03000054VE010601618294630540,大象,0,0,0,5,1,大象,"['da', 'xiang']",['da-xiang'],"{""word"": ""\u5927\u8c61"", ""pinyin"": ""['da', 'xiang']"", ""nearest"": [""da"", ""xiang""], ""minDis"": 0.0}",1
VE03000054,大象,1618297906963T0402VE03000054VE010601618298130710,/,0,0,1,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618298551354T0301VE03000054VE010601618298755815,/,0,0,1,0,0,嗯,['en'],['da-xiang'],"{""word"": ""\u55ef"", ""pinyin"": ""['en']""}",-1
VE03000054,大象,1618299730739T0402VE03000054VE010601618299990744,大象,0,0,1,5,1,大象,"['da', 'xiang']",['da-xiang'],"{""word"": ""\u5927\u8c61"", ""pinyin"": ""['da', 'xiang']"", ""nearest"": [""da"", ""xiang""], ""minDis"": 0.0}",1
VE03000054,大象,1618447804255T0405VE03000054VE010601618448004250,/,0,0,0,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618448339008T0301VE03000054VE010601618448788252,/,0,0,0,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618450690039T0402VE03000054VE010601618450832330,/,0,0,0,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618452868800T0405VE03000054VE010601618453034641,/,0,0,0,0,0,,[''],['da-xiang'],{},-1
VE03000054,大象,1618468822007T0402VE03000054VE010601618468963366,大象,0,0,0,5,1,大象,"['da', 'xiang']",['da-xiang'],"{""word"": ""\u5927\u8c61"", ""pinyin"": ""['da', 'xiang']"", ""nearest"": [""da"", ""xiang""], ""minDis"": 0.0}",1
VE03000054,大象,1618470554451T0402VE03000054VE010601618470697707,大象,0,0,0,5,1,像,['xiang'],['da-xiang'],"{""word"": ""\u50cf"", ""pinyin"": ""['xiang']""}",-1
VE03000054,大象,1618471019753T0402VE03000054VE010601618471229923,大象,0,0,0,5,1,大象,"['da', 'xiang']",['da-xiang'],"{""word"": ""\u5927\u8c61"", ""pinyin"": ""['da', 'xiang']"", ""nearest"": [""da"", ""xiang""], ""minDis"": 0.0}",1
VE03000054,大象,1618471231080T0405VE03000054VE010601618471324930,大象,0,0,1,5,1,大象,"['da', 'xiang']",['da-xiang'],"{""word"": ""\u5927\u8c61"", ""pinyin"": ""['da', 'xiang']"", ""nearest"": [""da"", ""xiang""], ""minDis"": 0.0}",1
VE04000055,戒指、钻戒,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['jie-zhi', 'zuan-jie']",{},-1
VE04000055,戒指、钻戒,1346T0502VE04000055VE00048,嗯手腕,0,0,1,3,0,嗯少啊,"['en', 'shao', 'a']","['jie-zhi', 'zuan-jie']","{""word"": ""\u55ef\u5c11\u554a"", ""pinyin"": ""['en', 'shao', 'a']"", ""nearest"": [""en"", ""shao""], ""minDis"": 2.9}",0
VE04000055,戒指、钻戒,1364T0401VE04000055VE00048,嗯嗯这是钻戒,0,0,1,4,1,这是这是钻戒,"['zhe', 'shi', 'zhe', 'shi', 'zuan', 'jie']","['jie-zhi', 'zuan-jie']","{""word"": ""\u8fd9\u662f\u8fd9\u662f\u94bb\u6212"", ""pinyin"": ""['zhe', 'shi', 'zhe', 'shi', 'zuan', 'jie']"", ""nearest"": [""zuan"", ""jie""], ""minDis"": 0.0}",1
VE04000055,戒指、钻戒,1618275375251T0505VE04000055VE000481618275522603,/,0,0,1,0,0,,[''],"['jie-zhi', 'zuan-jie']",{},-1
VE04000055,戒指、钻戒,1618275425566T0401VE04000055VE000481618275678237,就戴在手上的那个吧,0,0,1,4,0,就带着小宋的那个吧,"['jiu', 'dai', 'zhao', 'xiao', 'song', 'de', 'na', 'ge', 'ba']","['jie-zhi', 'zuan-jie']","{""word"": ""\u5c31\u5e26\u7740\u5c0f\u5b8b\u7684\u90a3\u4e2a\u5427"", ""pinyin"": ""['jiu', 'dai', 'zhao', 'xiao', 'song', 'de', 'na', 'ge', 'ba']"", ""nearest"": [""jiu"", ""dai""], ""minDis"": 2.0}",0
VE04000055,戒指、钻戒,1618294378869T0502VE04000055VE000481618294570420,戒指,0,0,0,5,1,戒指,"['jie', 'zhi']","['jie-zhi', 'zuan-jie']","{""word"": ""\u6212\u6307"", ""pinyin"": ""['jie', 'zhi']"", ""nearest"": [""jie"", ""zhi""], ""minDis"": 0.0}",1
VE04000055,戒指、钻戒,1618295133908T0401VE04000055VE000481618295434559,手镯,0,0,1,5,0,手镯,"['shou', 'zhuo']","['jie-zhi', 'zuan-jie']","{""word"": ""\u624b\u956f"", ""pinyin"": ""['shou', 'zhuo']"", ""nearest"": [""shou"", ""zhuo""], ""minDis"": 3.0}",0
VE04000055,戒指、钻戒,1618296468087T0505VE04000055VE000481618296650514,这是胶带,0,0,1,4,0,知识交代,"['zhi', 'shi', 'jiao', 'dai']","['jie-zhi', 'zuan-jie']","{""word"": ""\u77e5\u8bc6\u4ea4\u4ee3"", ""pinyin"": ""['zhi', 'shi', 'jiao', 'dai']"", ""nearest"": [""zhi"", ""shi""], ""minDis"": 1.9}",0
VE04000055,戒指、钻戒,1618297471484T0502VE04000055VE000481618297691200,手手环,0,0,1,4,0,,[''],"['jie-zhi', 'zuan-jie']",{},-1
VE04000055,戒指、钻戒,1618447292667T0401VE04000055VE000481618447576227,嗯一条绳子,0,0,1,4,0,嗯一条绳子,"['en', 'yi', 'tiao', 'sheng', 'zi']","['jie-zhi', 'zuan-jie']","{""word"": ""\u55ef\u4e00\u6761\u7ef3\u5b50"", ""pinyin"": ""['en', 'yi', 'tiao', 'sheng', 'zi']"", ""nearest"": [""en"", ""yi""], ""minDis"": 2.5}",0
VE04000055,戒指、钻戒,1618450419482T0502VE04000055VE000481618450602531,这个是手环,0,0,1,4,0,这个是首发,"['zhe', 'ge', 'shi', 'shou', 'fa']","['jie-zhi', 'zuan-jie']","{""word"": ""\u8fd9\u4e2a\u662f\u9996\u53d1"", ""pinyin"": ""['zhe', 'ge', 'shi', 'shou', 'fa']"", ""nearest"": [""ge"", ""shi""], ""minDis"": 1.4}",0
VE04000055,戒指、钻戒,1618452167142T0401VE04000055VE000481618452396299,/,0,0,0,0,0,,[''],"['jie-zhi', 'zuan-jie']",{},-1
VE04000055,戒指、钻戒,1618453886603T0505VE04000055VE000481618454018249,/,0,0,1,0,0,,[''],"['jie-zhi', 'zuan-jie']",{},-1
VE04000055,戒指、钻戒,1618469200711T0401VE04000055VE000481618469378577,界子,0,0,1,3,1,戒指,"['jie', 'zhi']","['jie-zhi', 'zuan-jie']","{""word"": ""\u6212\u6307"", ""pinyin"": ""['jie', 'zhi']"", ""nearest"": [""jie"", ""zhi""], ""minDis"": 0.0}",1
VE04000056,木头,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['mu-tou'],{},-1
VE04000056,木头,1618198908833T0405VE04000056VE008361618199107068,木头,0,0,1,4,1,不同,"['bu', 'tong']",['mu-tou'],"{""word"": ""\u4e0d\u540c"", ""pinyin"": ""['bu', 'tong']"", ""nearest"": [""bu"", ""tong""], ""minDis"": 1.5}",0
VE04000056,木头,1618273360877T0303VE04000056VE008361618273726520,下课了,0,0,1,2,0,小扣子,"['xiao', 'kou', 'zi']",['mu-tou'],"{""word"": ""\u5c0f\u6263\u5b50"", ""pinyin"": ""['xiao', 'kou', 'zi']"", ""nearest"": [""xiao"", ""kou""], ""minDis"": 2.5}",0
VE04000056,木头,1618274322938T0405VE04000056VE008361618274764232,/,0,0,1,0,0,谁知,"['shui', 'zhi']",['mu-tou'],"{""word"": ""\u8c01\u77e5"", ""pinyin"": ""['shui', 'zhi']"", ""nearest"": [""shui"", ""zhi""], ""minDis"": 3.5}",0
