图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音,标准拼音,讯飞数据,讯飞判定
VE03000022,窗户、窗子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['chuang-hu', 'chuang-zi']",{},-1
VE03000022,窗户、窗子,1619083643741T0404VE03000022VE000121619083798434,,,,,,,,[''],"['chuang-hu', 'chuang-zi']",{},-1
VE03000024,苦,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['ku'],{},-1
VE03000024,苦,1609T0604VE03000024VE01340,不甜,0,0,0,4,0,不甜,"['bu', 'tian']",['ku'],"{""word"": ""\u4e0d\u751c"", ""pinyin"": ""['bu', 'tian']"", ""nearest"": [""bu""], ""minDis"": 1.0}",0
VE03000024,苦,1636T0504VE03000024VE01340,,,,,,,嗯老师,"['en', 'lao', 'shi']",['ku'],"{""word"": ""\u55ef\u8001\u5e08"", ""pinyin"": ""['en', 'lao', 'shi']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE03000024,苦,1645T0504VE03000024VE01340,很苦,0,0,1,4,1,,[''],['ku'],{},-1
VE03000024,苦,1655T0404VE03000024VE01340,,,,,,,说很甜的药呢要要怎么样？艰苦,"['shuo', 'hen', 'tian', 'de', 'yao', 'ni', 'yao', 'yao', 'zen', 'me', 'yang', 'jian', 'ku']",['ku'],"{""word"": ""\u8bf4\u5f88\u751c\u7684\u836f\u5462\u8981\u8981\u600e\u4e48\u6837\uff1f\u8270\u82e6"", ""pinyin"": ""['shuo', 'hen', 'tian', 'de', 'yao', 'ni', 'yao', 'yao', 'zen', 'me', 'yang', 'jian', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1697T0504VE03000024VE01340,很土,0,0,0,2,0,土,['tu'],['ku'],"{""word"": ""\u571f"", ""pinyin"": ""['tu']"", ""nearest"": [""tu""], ""minDis"": 1.0}",0
VE03000024,苦,1619139303876T0404VE03000024VE013401619139756510,药很苦,0,1,1,5,1,也很火,"['ye', 'hen', 'huo']",['ku'],"{""word"": ""\u4e5f\u5f88\u706b"", ""pinyin"": ""['ye', 'hen', 'huo']"", ""nearest"": [""huo""], ""minDis"": 2.0}",0
VE03000024,苦,1619140450795T0404VE03000024VE013401619140767679,苦,0,0,1,5,1,苦,['ku'],['ku'],"{""word"": ""\u82e6"", ""pinyin"": ""['ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619140774883T0604VE03000024VE013401619140935603,苦,0,0,1,5,1,这样苦,"['zhe', 'yang', 'ku']",['ku'],"{""word"": ""\u8fd9\u6837\u82e6"", ""pinyin"": ""['zhe', 'yang', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619141078429T0504VE03000024VE013401619141217511,,,,,,,我,['wo'],['ku'],"{""word"": ""\u6211"", ""pinyin"": ""['wo']"", ""nearest"": [""wo""], ""minDis"": 2.2}",0
VE03000024,苦,1619141639151T0404VE03000024VE013401619141835079,西药不甜,0,0,1,3,0,要不钱,"['yao', 'bu', 'qian']",['ku'],"{""word"": ""\u8981\u4e0d\u94b1"", ""pinyin"": ""['yao', 'bu', 'qian']"", ""nearest"": [""bu""], ""minDis"": 1.0}",0
VE03000024,苦,1619141790389T0304VE03000024VE013401619141963774,药很苦,0,0,1,5,1,要很苦,"['yao', 'hen', 'ku']",['ku'],"{""word"": ""\u8981\u5f88\u82e6"", ""pinyin"": ""['yao', 'hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619141817365T0304VE03000024VE013401619142047669,很苦,0,0,1,5,1,很苦,"['hen', 'ku']",['ku'],"{""word"": ""\u5f88\u82e6"", ""pinyin"": ""['hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619143073964T0504VE03000024VE013401619143325452,苦,0,0,0,4,1,我,['wo'],['ku'],"{""word"": ""\u6211"", ""pinyin"": ""['wo']"", ""nearest"": [""wo""], ""minDis"": 2.2}",0
VE03000024,苦,1619143494553T0404VE03000024VE013401619143711559,药也很甜,0,0,1,4,0,,[''],['ku'],{},-1
VE03000024,苦,1619144024313T0304VE03000024VE013401619144376242,,,,,,,有了才双双的,"['you', 'le', 'cai', 'shuang', 'shuang', 'de']",['ku'],"{""word"": ""\u6709\u4e86\u624d\u53cc\u53cc\u7684"", ""pinyin"": ""['you', 'le', 'cai', 'shuang', 'shuang', 'de']"", ""nearest"": [""you""], ""minDis"": 2.0}",0
VE03000024,苦,1619144248468T0404VE03000024VE013401619144453797,不甜,0,0,1,5,0,嗯热钱,"['en', 're', 'qian']",['ku'],"{""word"": ""\u55ef\u70ed\u94b1"", ""pinyin"": ""['en', 're', 'qian']"", ""nearest"": [""re""], ""minDis"": 2.2}",0
VE03000024,苦,1619144432917T0604VE03000024VE013401619144669427,药很苦,0,0,1,5,1,药很苦,"['yao', 'hen', 'ku']",['ku'],"{""word"": ""\u836f\u5f88\u82e6"", ""pinyin"": ""['yao', 'hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619146069733T0504VE03000024VE013401619146237938,很苦,0,0,1,5,1,苦很苦,"['ku', 'hen', 'ku']",['ku'],"{""word"": ""\u82e6\u5f88\u82e6"", ""pinyin"": ""['ku', 'hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619146546065T0604VE03000024VE013401619146720560,药很苦,0,0,1,4,1,又很苦,"['you', 'hen', 'ku']",['ku'],"{""word"": ""\u53c8\u5f88\u82e6"", ""pinyin"": ""['you', 'hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619146580306T0604VE03000024VE013401619146720470,药很苦,0,0,1,5,1,要很苦,"['yao', 'hen', 'ku']",['ku'],"{""word"": ""\u8981\u5f88\u82e6"", ""pinyin"": ""['yao', 'hen', 'ku']"", ""nearest"": [""ku""], ""minDis"": 0.0}",1
VE03000024,苦,1619146620903T0304VE03000024VE013401619146872356,药苦,0,0,1,5,1,,[''],['ku'],{},-1
VE03000024,苦,1619146972584T0404VE03000024VE013401619147174295,,,,,,,这是什么一个，茶杯,"['zhe', 'shi', 'shen', 'me', 'yi', 'ge', 'cha', 'bei']",['ku'],"{""word"": ""\u8fd9\u662f\u4ec0\u4e48\u4e00\u4e2a\uff0c\u8336\u676f"", ""pinyin"": ""['zhe', 'shi', 'shen', 'me', 'yi', 'ge', 'cha', 'bei']"", ""nearest"": [""me""], ""minDis"": 2.2}",0
VE03000024,苦,1619151445887T0504VE03000024VE013401619151619631,/,,,,,,,[''],['ku'],{},-1
VE03000024,苦,1619158576930T0404VE03000024VE013401619158758247,,,,,,,唉呀我是填的药怎么样？药嗯叫的是这个一觉他吃起来怎么样？要吃起来吃药吃药是甜的还是吃药？,"['ai', 'ya', 'wo', 'shi', 'tian', 'de', 'yao', 'zen', 'me', 'yang', 'yao', 'en', 'jiao', 'de', 'shi', 'zhe', 'ge', 'yi', 'jue', 'ta', 'chi', 'qi', 'lai', 'zen', 'me', 'yang', 'yao', 'chi', 'qi', 'lai', 'chi', 'yao', 'chi', 'yao', 'shi', 'tian', 'de', 'huan', 'shi', 'chi', 'yao']",['ku'],"{""word"": ""\u5509\u5440\u6211\u662f\u586b\u7684\u836f\u600e\u4e48\u6837\uff1f\u836f\u55ef\u53eb\u7684\u662f\u8fd9\u4e2a\u4e00\u89c9\u4ed6\u5403\u8d77\u6765\u600e\u4e48\u6837\uff1f\u8981\u5403\u8d77\u6765\u5403\u836f\u5403\u836f\u662f\u751c\u7684\u8fd8\u662f\u5403\u836f\uff1f"", ""pinyin"": ""['ai', 'ya', 'wo', 'shi', 'tian', 'de', 'yao', 'zen', 'me', 'yang', 'yao', 'en', 'jiao', 'de', 'shi', 'zhe', 'ge', 'yi', 'jue', 'ta', 'chi', 'qi', 'lai', 'zen', 'me', 'yang', 'yao', 'chi', 'qi', 'lai', 'chi', 'yao', 'chi', 'yao', 'shi', 'tian', 'de', 'huan', 'shi', 'chi', 'yao']"", ""nearest"": [""jue""], ""minDis"": 2.0}",0
VE03000024,苦,1619158627649T0404VE03000024VE013401619158924837,,,,,,,这个时间太紧了,"['zhe', 'ge', 'shi', 'jian', 'tai', 'jin', 'le']",['ku'],"{""word"": ""\u8fd9\u4e2a\u65f6\u95f4\u592a\u7d27\u4e86"", ""pinyin"": ""['zhe', 'ge', 'shi', 'jian', 'tai', 'jin', 'le']"", ""nearest"": [""ge""], ""minDis"": 2.2}",0
VE03000026,茶壶,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,['cha-hu'],{},-1
VE03000026,茶壶,1633T0501VE03000026VE00200,一个茶杯,0,1,1,4,0,一个茶杯,"['yi', 'ge', 'cha', 'bei']",['cha-hu'],"{""word"": ""\u4e00\u4e2a\u8336\u676f"", ""pinyin"": ""['yi', 'ge', 'cha', 'bei']"", ""nearest"": [""cha"", ""bei""], ""minDis"": 1.5}",0
VE03000026,茶壶,1634T0401VE03000026VE00200,胡子,0,0,1,4,0,组字,"['zu', 'zi']",['cha-hu'],"{""word"": ""\u7ec4\u5b57"", ""pinyin"": ""['zu', 'zi']"", ""nearest"": [""zu"", ""zi""], ""minDis"": 2.5}",0
VE03000026,茶壶,1640T0501VE03000026VE00200,神灯,0,0,1,4,0,万群的,"['wan', 'qun', 'de']",['cha-hu'],"{""word"": ""\u4e07\u7fa4\u7684"", ""pinyin"": ""['wan', 'qun', 'de']"", ""nearest"": [""wan"", ""qun""], ""minDis"": 2.5}",0
VE03000026,茶壶,1642T0601VE03000026VE00200,茶壶,0,0,1,4,1,查核,"['cha', 'he']",['cha-hu'],"{""word"": ""\u67e5\u6838"", ""pinyin"": ""['cha', 'he']"", ""nearest"": [""cha"", ""he""], ""minDis"": 0.6}",0
VE03000026,茶壶,1651T0501VE03000026VE00200,茶杯,0,0,1,3,0,对对是是喝水茶杯,"['dui', 'dui', 'shi', 'shi', 'he', 'shui', 'cha', 'bei']",['cha-hu'],"{""word"": ""\u5bf9\u5bf9\u662f\u662f\u559d\u6c34\u8336\u676f"", ""pinyin"": ""['dui', 'dui', 'shi', 'shi', 'he', 'shui', 'cha', 'bei']"", ""nearest"": [""cha"", ""bei""], ""minDis"": 1.5}",0
VE03000026,茶壶,1696T0501VE03000026VE00200,茶壶,0,0,0,5,1,茶壶,"['cha', 'hu']",['cha-hu'],"{""word"": ""\u8336\u58f6"", ""pinyin"": ""['cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1698T0601VE03000026VE00200,茶壶,0,0,0,5,1,茶壶,"['cha', 'hu']",['cha-hu'],"{""word"": ""\u8336\u58f6"", ""pinyin"": ""['cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1699T0401VE03000026VE00200,茶壶,0,0,1,5,1,茶壶啊,"['cha', 'hu', 'a']",['cha-hu'],"{""word"": ""\u8336\u58f6\u554a"", ""pinyin"": ""['cha', 'hu', 'a']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1729T0601VE03000026VE00200,/,,,,,,他们看自己的，还有一块就是说,"['ta', 'men', 'kan', 'zi', 'ji', 'de', 'huan', 'you', 'yi', 'kuai', 'jiu', 'shi', 'shuo']",['cha-hu'],"{""word"": ""\u4ed6\u4eec\u770b\u81ea\u5df1\u7684\uff0c\u8fd8\u6709\u4e00\u5757\u5c31\u662f\u8bf4"", ""pinyin"": ""['ta', 'men', 'kan', 'zi', 'ji', 'de', 'huan', 'you', 'yi', 'kuai', 'jiu', 'shi', 'shuo']"", ""nearest"": [""shi"", ""shuo""], ""minDis"": 2.0}",0
VE03000026,茶壶,1619139254929T0401VE03000026VE002001619139479366,,,,,,,政府,"['zheng', 'fu']",['cha-hu'],"{""word"": ""\u653f\u5e9c"", ""pinyin"": ""['zheng', 'fu']"", ""nearest"": [""zheng"", ""fu""], ""minDis"": 2.4}",0
VE03000026,茶壶,1619140583323T0301VE03000026VE002001619140856142,壶,0,1,1,4,1,明白了？没有？,"['ming', 'bai', 'le', 'mei', 'you']",['cha-hu'],"{""word"": ""\u660e\u767d\u4e86\uff1f\u6ca1\u6709\uff1f"", ""pinyin"": ""['ming', 'bai', 'le', 'mei', 'you']"", ""nearest"": [""bai"", ""le""], ""minDis"": 2.6}",0
VE03000026,茶壶,1619140803288T0301VE03000026VE002001619141083908,壶,0,0,1,4,1,服务,"['fu', 'wu']",['cha-hu'],"{""word"": ""\u670d\u52a1"", ""pinyin"": ""['fu', 'wu']"", ""nearest"": [""fu"", ""wu""], ""minDis"": 2.1}",0
VE03000026,茶壶,1619141148243T0301VE03000026VE002001619141440938,达壶,0,0,1,3,1,打鼓,"['da', 'gu']",['cha-hu'],"{""word"": ""\u6253\u9f13"", ""pinyin"": ""['da', 'gu']"", ""nearest"": [""da"", ""gu""], ""minDis"": 1.5}",0
VE03000026,茶壶,1619141591862T0401VE03000026VE002001619141846571,茶杯,0,0,1,5,0,嗯好茶杯,"['en', 'hao', 'cha', 'bei']",['cha-hu'],"{""word"": ""\u55ef\u597d\u8336\u676f"", ""pinyin"": ""['en', 'hao', 'cha', 'bei']"", ""nearest"": [""cha"", ""bei""], ""minDis"": 1.5}",0
VE03000026,茶壶,1619142948991T0601VE03000026VE002001619143128756,,,,,,,把酒的弄酒的酒啊这茶壶茶壶,"['ba', 'jiu', 'de', 'nong', 'jiu', 'de', 'jiu', 'a', 'zhe', 'cha', 'hu', 'cha', 'hu']",['cha-hu'],"{""word"": ""\u628a\u9152\u7684\u5f04\u9152\u7684\u9152\u554a\u8fd9\u8336\u58f6\u8336\u58f6"", ""pinyin"": ""['ba', 'jiu', 'de', 'nong', 'jiu', 'de', 'jiu', 'a', 'zhe', 'cha', 'hu', 'cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1619143106723T0501VE03000026VE002001619143289847,壶,0,0,1,4,1,胡,['hu'],['cha-hu'],"{""word"": ""\u80e1"", ""pinyin"": ""['hu']""}",-1
VE03000026,茶壶,1619143408938T0401VE03000026VE002001619143670516,壶,0,0,0,4,1,阿福,"['a', 'fu']",['cha-hu'],"{""word"": ""\u963f\u798f"", ""pinyin"": ""['a', 'fu']"", ""nearest"": [""a"", ""fu""], ""minDis"": 1.5}",0
VE03000026,茶壶,1619143638269T0601VE03000026VE002001619143931863,茶壶,0,0,1,5,1,茶壶,"['cha', 'hu']",['cha-hu'],"{""word"": ""\u8336\u58f6"", ""pinyin"": ""['cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1619144282459T0401VE03000026VE002001619144551178,茶壶,0,0,0,5,1,茶壶,"['cha', 'hu']",['cha-hu'],"{""word"": ""\u8336\u58f6"", ""pinyin"": ""['cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1619146399723T0301VE03000026VE002001619146669198,,,,,,,嗯对,"['en', 'dui']",['cha-hu'],"{""word"": ""\u55ef\u5bf9"", ""pinyin"": ""['en', 'dui']"", ""nearest"": [""en"", ""dui""], ""minDis"": 3.0}",0
VE03000026,茶壶,1619146968290T0301VE03000026VE002001619147181046,装茶的,0,0,1,4,0,查查张查吧,"['cha', 'cha', 'zhang', 'cha', 'ba']",['cha-hu'],"{""word"": ""\u67e5\u67e5\u5f20\u67e5\u5427"", ""pinyin"": ""['cha', 'cha', 'zhang', 'cha', 'ba']"", ""nearest"": [""cha"", ""cha""], ""minDis"": 1.1}",0
VE03000026,茶壶,1619147264566T0601VE03000026VE002001619147426768,壶,0,0,1,4,1,胡,['hu'],['cha-hu'],"{""word"": ""\u80e1"", ""pinyin"": ""['hu']""}",-1
VE03000026,茶壶,1619150766729T0501VE03000026VE002001619151064093,,,,,,,泛滥泛滥的海监,"['fan', 'lan', 'fan', 'lan', 'de', 'hai', 'jian']",['cha-hu'],"{""word"": ""\u6cdb\u6ee5\u6cdb\u6ee5\u7684\u6d77\u76d1"", ""pinyin"": ""['fan', 'lan', 'fan', 'lan', 'de', 'hai', 'jian']"", ""nearest"": [""lan"", ""de""], ""minDis"": 2.6}",0
VE03000026,茶壶,1619150769122T0501VE03000026VE002001619150993438,,,,,,,那你来说冷，这是,"['na', 'ni', 'lai', 'shuo', 'leng', 'zhe', 'shi']",['cha-hu'],"{""word"": ""\u90a3\u4f60\u6765\u8bf4\u51b7\uff0c\u8fd9\u662f"", ""pinyin"": ""['na', 'ni', 'lai', 'shuo', 'leng', 'zhe', 'shi']"", ""nearest"": [""na"", ""ni""], ""minDis"": 2.1}",0
VE03000026,茶壶,1619159898285T0301VE03000026VE002001619160131801,,,,,,,,[''],['cha-hu'],{},-1
VE03000026,茶壶,1619159927555T0401VE03000026VE002001619160270203,杯,0,0,1,5,0,唉,['ai'],['cha-hu'],"{""word"": ""\u5509"", ""pinyin"": ""['ai']""}",-1
VE03000026,茶壶,1619160077023T0401VE03000026VE002001619160313711,茶壶,0,0,1,4,1,茶壶,"['cha', 'hu']",['cha-hu'],"{""word"": ""\u8336\u58f6"", ""pinyin"": ""['cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000026,茶壶,1619160188300T0401VE03000026VE002001619160450713,茶壶,0,0,1,3,1,他胡胡,"['ta', 'hu', 'hu']",['cha-hu'],"{""word"": ""\u4ed6\u80e1\u80e1"", ""pinyin"": ""['ta', 'hu', 'hu']"", ""nearest"": [""ta"", ""hu""], ""minDis"": 1.0}",0
VE03000026,茶壶,1619160278071T0301VE03000026VE002001619160692305,,,,,,,飞哥,"['fei', 'ge']",['cha-hu'],"{""word"": ""\u98de\u54e5"", ""pinyin"": ""['fei', 'ge']"", ""nearest"": [""fei"", ""ge""], ""minDis"": 3.1}",0
VE03000026,茶壶,1619160846656T0401VE03000026VE002001619161207199,壶茶壶,0,1,1,5,1,壶茶壶什么壶，茶壶,"['hu', 'cha', 'hu', 'shen', 'me', 'hu', 'cha', 'hu']",['cha-hu'],"{""word"": ""\u58f6\u8336\u58f6\u4ec0\u4e48\u58f6\uff0c\u8336\u58f6"", ""pinyin"": ""['hu', 'cha', 'hu', 'shen', 'me', 'hu', 'cha', 'hu']"", ""nearest"": [""cha"", ""hu""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['bi', 'qian-bi']",{},-1
VE03000028,笔、铅笔,1636T0504VE03000028VE01044,铅笔,0,0,1,5,1,铅笔,"['qian', 'bi']","['bi', 'qian-bi']","{""word"": ""\u94c5\u7b14"", ""pinyin"": ""['qian', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1645T0504VE03000028VE01044,铅笔,0,0,1,3,1,,[''],"['bi', 'qian-bi']",{},-1
VE03000028,笔、铅笔,1655T0404VE03000028VE01044,笔,0,0,1,4,1,第一,"['di', 'yi']","['bi', 'qian-bi']","{""word"": ""\u7b2c\u4e00"", ""pinyin"": ""['di', 'yi']"", ""nearest"": [""di""], ""minDis"": 1.0}",0
VE03000028,笔、铅笔,1697T0504VE03000028VE01044,铅笔,0,0,0,4,1,铅笔,"['qian', 'bi']","['bi', 'qian-bi']","{""word"": ""\u94c5\u7b14"", ""pinyin"": ""['qian', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619139303876T0404VE03000028VE010441619139686721,笔,0,0,0,5,1,识别,"['shi', 'bie']","['bi', 'qian-bi']","{""word"": ""\u8bc6\u522b"", ""pinyin"": ""['shi', 'bie']"", ""nearest"": [""bie""], ""minDis"": 1.0}",0
VE03000028,笔、铅笔,1619140450795T0404VE03000028VE010441619140734988,/,,,,,,嗯嗯嗯,"['en', 'en', 'en']","['bi', 'qian-bi']","{""word"": ""\u55ef\u55ef\u55ef"", ""pinyin"": ""['en', 'en', 'en']"", ""nearest"": [""en""], ""minDis"": 3.0}",0
VE03000028,笔、铅笔,1619141078429T0504VE03000028VE010441619141197166,笔,0,0,1,5,1,比,['bi'],"['bi', 'qian-bi']","{""word"": ""\u6bd4"", ""pinyin"": ""['bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619141639151T0404VE03000028VE010441619141807257,铅笔,0,0,1,5,1,铅笔,"['qian', 'bi']","['bi', 'qian-bi']","{""word"": ""\u94c5\u7b14"", ""pinyin"": ""['qian', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619141790389T0304VE03000028VE010441619141933817,这是铅笔,0,0,1,5,1,这是铅笔,"['zhe', 'shi', 'qian', 'bi']","['bi', 'qian-bi']","{""word"": ""\u8fd9\u662f\u94c5\u7b14"", ""pinyin"": ""['zhe', 'shi', 'qian', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619141817365T0304VE03000028VE010441619142020072,铅笔,0,0,0,4,1,三笔,"['san', 'bi']","['bi', 'qian-bi']","{""word"": ""\u4e09\u7b14"", ""pinyin"": ""['san', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619143073964T0504VE03000028VE010441619143302597,笔,0,0,1,4,1,分比,"['fen', 'bi']","['bi', 'qian-bi']","{""word"": ""\u5206\u6bd4"", ""pinyin"": ""['fen', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619143494553T0404VE03000028VE010441619143685008,画笔,0,0,1,5,0,画笔,"['hua', 'bi']","['bi', 'qian-bi']","{""word"": ""\u753b\u7b14"", ""pinyin"": ""['hua', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619144024313T0304VE03000028VE010441619144336994,铅笔,0,1,1,3,1,嗯这是天天,"['en', 'zhe', 'shi', 'tian', 'tian']","['bi', 'qian-bi']","{""word"": ""\u55ef\u8fd9\u662f\u5929\u5929"", ""pinyin"": ""['en', 'zhe', 'shi', 'tian', 'tian']"", ""nearest"": [""shi""], ""minDis"": 2.0}",0
VE03000028,笔、铅笔,1619144248468T0404VE03000028VE010441619144430230,这是铅笔,0,0,1,3,1,切丝切笔,"['qie', 'si', 'qie', 'bi']","['bi', 'qian-bi']","{""word"": ""\u5207\u4e1d\u5207\u7b14"", ""pinyin"": ""['qie', 'si', 'qie', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619146069733T0504VE03000028VE010441619146211575,铅笔,0,0,1,5,1,,[''],"['bi', 'qian-bi']",{},-1
VE03000028,笔、铅笔,1619146620903T0304VE03000028VE010441619146828016,笔,0,0,1,5,1,毕业,"['bi', 'ye']","['bi', 'qian-bi']","{""word"": ""\u6bd5\u4e1a"", ""pinyin"": ""['bi', 'ye']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619146972584T0404VE03000028VE010441619147139497,铅笔,0,0,1,5,1,铅笔,"['qian', 'bi']","['bi', 'qian-bi']","{""word"": ""\u94c5\u7b14"", ""pinyin"": ""['qian', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619151445887T0504VE03000028VE010441619151594370,,,,,,,,[''],"['bi', 'qian-bi']",{},-1
VE03000028,笔、铅笔,1619158576930T0404VE03000028VE010441619158692998,,,,,,,笔什么笔？就是换工资写字的笔,"['bi', 'shen', 'me', 'bi', 'jiu', 'shi', 'huan', 'gong', 'zi', 'xie', 'zi', 'de', 'bi']","['bi', 'qian-bi']","{""word"": ""\u7b14\u4ec0\u4e48\u7b14\uff1f\u5c31\u662f\u6362\u5de5\u8d44\u5199\u5b57\u7684\u7b14"", ""pinyin"": ""['bi', 'shen', 'me', 'bi', 'jiu', 'shi', 'huan', 'gong', 'zi', 'xie', 'zi', 'de', 'bi']"", ""nearest"": [""bi""], ""minDis"": 0.0}",1
VE03000028,笔、铅笔,1619158627649T0404VE03000028VE010441619158873337,/,,,,,,嗯刚才介绍了,"['en', 'gang', 'cai', 'jie', 'shao', 'le']","['bi', 'qian-bi']","{""word"": ""\u55ef\u521a\u624d\u4ecb\u7ecd\u4e86"", ""pinyin"": ""['en', 'gang', 'cai', 'jie', 'shao', 'le']"", ""nearest"": [""cai""], ""minDis"": 2.0}",0
VE03000029,雪、冰雪,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,,"['xue', 'bing-xue']",{},-1
VE03000029,雪、冰雪,1609T0604VE03000029VE01338,雪北极,0,0,1,5,1,去去北极,"['qu', 'qu', 'bei', 'ji']","['xue', 'bing-xue']","{""word"": ""\u53bb\u53bb\u5317\u6781"", ""pinyin"": ""['qu', 'qu', 'bei', 'ji']"", ""nearest"": [""qu""], ""minDis"": 1.8}",0
VE03000029,雪、冰雪,1636T0504VE03000029VE01338,雪山,0,0,1,4,1,选,['xuan'],"['xue', 'bing-xue']","{""word"": ""\u9009"", ""pinyin"": ""['xuan']"", ""nearest"": [""xuan""], ""minDis"": 2.0}",0
VE03000029,雪、冰雪,1645T0504VE03000029VE01338,南极,0,0,1,4,0,来自于,"['lai', 'zi', 'yu']","['xue', 'bing-xue']","{""word"": ""\u6765\u81ea\u4e8e"", ""pinyin"": ""['lai', 'zi', 'yu']"", ""nearest"": [""yu""], ""minDis"": 2.0}",0
VE03000029,雪、冰雪,1655T0404VE03000029VE01338,雪,0,0,1,5,1,学,['xue'],"['xue', 'bing-xue']","{""word"": ""\u5b66"", ""pinyin"": ""['xue']"", ""nearest"": [""xue""], ""minDis"": 0.0}",1
VE03000029,雪、冰雪,1697T0504VE03000029VE01338,这个山吧,0,0,1,4,0,这个山吧,"['zhe', 'ge', 'shan', 'ba']","['xue', 'bing-xue']","{""word"": ""\u8fd9\u4e2a\u5c71\u5427"", ""pinyin"": ""['zhe', 'ge', 'shan', 'ba']"", ""nearest"": [""ge""], ""minDis"": 2.0}",0
VE03000029,雪、冰雪,1619139303876T0404VE03000029VE013381619139789471,这是雪,0,0,1,5,1,这是雪,"['zhe', 'shi', 'xue']","['xue', 'bing-xue']","{""word"": ""\u8fd9\u662f\u96ea"", ""pinyin"": ""['zhe', 'shi', 'xue']"", ""nearest"": [""xue""], ""minDis"": 0.0}",1
VE03000029,雪、冰雪,1619140450795T0404VE03000029VE013381619140795491,雪,0,0,1,5,1,火,['huo'],"['xue', 'bing-xue']","{""word"": ""\u706b"", ""pinyin"": ""['huo']"", ""nearest"": [""huo""], ""minDis"": 2.0}",0
VE03000029,雪、冰雪,1619140774883T0604VE03000029VE013381619140963535,这个是下雪天,0,0,1,5,1,这个是下雪天,"['zhe', 'ge', 'shi', 'xia', 'xue', 'tian']","['xue', 'bing-xue']","{""word"": ""\u8fd9\u4e2a\u662f\u4e0b\u96ea\u5929"", ""pinyin"": ""['zhe', 'ge', 'shi', 'xia', 'xue', 'tian']"", ""nearest"": [""xue""], ""minDis"": 0.0}",1
VE03000029,雪、冰雪,1619141078429T0504VE03000029VE013381619141233315,/,,,,,,,[''],"['xue', 'bing-xue']",{},-1
VE03000029,雪、冰雪,1619141639151T0404VE03000029VE013381619141860348,雪花,0,1,1,4,1,雪花那里,"['xue', 'hua', 'na', 'li']","['xue', 'bing-xue']","{""word"": ""\u96ea\u82b1\u90a3\u91cc"", ""pinyin"": ""['xue', 'hua', 'na', 'li']"", ""nearest"": [""xue""], ""minDis"": 0.0}",1
