图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE05000127,后面,1691T0602VE05000127VE00996,打,,,,4,0,打打,"['da', 'da']"
VE05000127,后面,1619080829589T0503VE05000127VE009961619080975643,0,,,,,0,,['']
VE05000127,后面,1619084456964T0503VE05000127VE009961619084585904,0,,,,,0,,['']
VE05000127,后面,1619084459872T0505VE05000127VE009961619085069960,0,,,,,0,报上面配置好了，这是一种没看到问题,"['bao', 'shang', 'mian', 'pei', 'zhi', 'hao', 'le', 'zhe', 'shi', 'yi', 'zhong', 'mei', 'kan', 'dao', 'wen', 'ti']"
VE05000127,后面,1619142213345T0602VE05000127VE009961619142543755,1,,1,,,0,外面外面那它在它的前面左边右边还是什么？上面下面还是哪里？然后你是不是,"['wai', 'mian', 'wai', 'mian', 'na', 'ta', 'zai', 'ta', 'de', 'qian', 'mian', 'zuo', 'bian', 'you', 'bian', 'huan', 'shi', 'shen', 'me', 'shang', 'mian', 'xia', 'mian', 'huan', 'shi', 'na', 'li', 'ran', 'hou', 'ni', 'shi', 'bu', 'shi']"
VE05000127,后面,1619146005719T0602VE05000127VE009961619146329753,1,,1,,,0,这球的正方前后左右上下哪个地方？在,"['zhe', 'qiu', 'de', 'zheng', 'fang', 'qian', 'hou', 'zuo', 'you', 'shang', 'xia', 'na', 'ge', 'di', 'fang', 'zai']"
VE05000127,后面,1619147343112T0602VE05000127VE009961619147527360,开关,,,,3,0,开关,"['kai', 'guan']"
VE05000127,后面,1619151098317T0602VE05000127VE009961619151323172,旁边吧,,,,4,0,嗯旁边吧,"['en', 'pang', 'bian', 'ba']"
VE05000128,掏,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000128,掏,1659T0302VE05000128VE01024,0,,,,,0,谁知,"['shui', 'zhi']"
VE05000128,掏,1727T0302VE05000128VE01024,0,,,,,0,,['']
VE05000128,掏,1619084459872T0505VE05000128VE010241619084976883,1,,,,,0,我想现场好了，我们这边肯定放,"['wo', 'xiang', 'xian', 'chang', 'hao', 'le', 'wo', 'men', 'zhe', 'bian', 'ken', 'ding', 'fang']"
VE05000128,掏,1619142817322T0302VE05000128VE010241619143123712,0,,,,,0,东西,"['dong', 'xi']"
VE05000128,掏,1619144112081T0302VE05000128VE010241619144468635,0,,,,,0,嗯嗯嗯,"['en', 'en', 'en']"
VE05000128,掏,1619144882766T0302VE05000128VE010241619145182985,1,,,,,0,大山大大着拿苦大姐的东西,"['da', 'shan', 'da', 'da', 'zhao', 'na', 'ku', 'da', 'jie', 'de', 'dong', 'xi']"
VE05000128,掏,1619145056250T0302VE05000128VE010241619145355459,1,,,,,0,嗯那个,"['en', 'na', 'ge']"
VE05000128,掏,1619147629090T0302VE05000128VE010241619148479992,0,,,,,0,,['']
VE05000128,掏,1619159635156T0302VE05000128VE010241619160027172,0,,,,,0,嗯但是,"['en', 'dan', 'shi']"
VE05000128,掏,1619159685699T0302VE05000128VE010241619159950227,他在装纸,,,,4,0,他在奔驰,"['ta', 'zai', 'ben', 'chi']"
VE05000129,刺,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000129,刺,1609T0604VE05000129VE00259,这个是刺猬,,,,4,1,这个是刺猬,"['zhe', 'ge', 'shi', 'ci', 'wei']"
VE05000129,刺,1619080829589T0503VE05000129VE002591619080863649,0,,,,,0,可能选的时候,"['ke', 'neng', 'xuan', 'de', 'shi', 'hou']"
VE05000129,刺,1619084456964T0503VE05000129VE002591619084542757,0,,,,,0,粗那个呢,"['cu', 'na', 'ge', 'ni']"
VE05000129,刺,1619084459872T0505VE05000129VE002591619085032347,0,,,,,0,你记得肯定你记不住家呀,"['ni', 'ji', 'de', 'ken', 'ding', 'ni', 'ji', 'bu', 'zhu', 'jia', 'ya']"
VE05000129,刺,1619140774883T0604VE05000129VE002591619141024891,1,,1,,,0,就是这个是在我里面的这个是你看这个是树干上它突出来的是什么？是什么？是那个刺,"['jiu', 'shi', 'zhe', 'ge', 'shi', 'zai', 'wo', 'li', 'mian', 'de', 'zhe', 'ge', 'shi', 'ni', 'kan', 'zhe', 'ge', 'shi', 'shu', 'gan', 'shang', 'ta', 'tu', 'chu', 'lai', 'de', 'shi', 'shen', 'me', 'shi', 'shen', 'me', 'shi', 'na', 'ge', 'ci']"
VE05000129,刺,1619144432917T0604VE05000129VE002591619144776709,1,,1,,,0,仙人掌嗯那你看这个突出来的这个是什么小小的突出来的是吗？是这个吗？嗯这个还没打开，你看这个箭头很简单，它长出来这个尖尖的这个东西是刺,"['xian', 'ren', 'zhang', 'en', 'na', 'ni', 'kan', 'zhe', 'ge', 'tu', 'chu', 'lai', 'de', 'zhe', 'ge', 'shi', 'shen', 'me', 'xiao', 'xiao', 'de', 'tu', 'chu', 'lai', 'de', 'shi', 'ma', 'shi', 'zhe', 'ge', 'ma', 'en', 'zhe', 'ge', 'huan', 'mei', 'da', 'kai', 'ni', 'kan', 'zhe', 'ge', 'jian', 'tou', 'hen', 'jian', 'dan', 'ta', 'chang', 'chu', 'lai', 'zhe', 'ge', 'jian', 'jian', 'de', 'zhe', 'ge', 'dong', 'xi', 'shi', 'ci']"
VE05000129,刺,1619146546065T0604VE05000129VE002591619146789487,刺,,,,5,1,,['']
VE05000129,刺,1619146580306T0604VE05000129VE002591619146786403,0,,,,,0,这个是什么？,"['zhe', 'ge', 'shi', 'shen', 'me']"
VE05000130,电池,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000130,电池,1619083643741T0404VE05000130VE004041619084114022,0,,,,,0,不不不我明天看完之后，再说话,"['bu', 'bu', 'bu', 'wo', 'ming', 'tian', 'kan', 'wan', 'zhi', 'hou', 'zai', 'shuo', 'hua']"
VE05000130,电池,1619084459872T0505VE05000130VE004041619085102082,0,,,,,0,为什么网点给我呀,"['wei', 'shen', 'me', 'wang', 'dian', 'gei', 'wo', 'ya']"
VE05000131,梯、楼梯,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000131,梯、楼梯,1658T0305VE05000131VE00058,楼梯,,,1,3,1,嗯我没听,"['en', 'wo', 'mei', 'ting']"
VE05000131,梯、楼梯,1619058954412T0502VE05000131VE000581619059219562,梯子,,,,5,1,字,['zi']
VE05000131,梯、楼梯,1619080829589T0503VE05000131VE000581619081036853,0,,,,,0,谁知,"['shui', 'zhi']"
VE05000131,梯、楼梯,1619084456964T0503VE05000131VE000581619084845119,0,,,,,0,谁知,"['shui', 'zhi']"
VE05000131,梯、楼梯,1619085458710T0502VE05000131VE000581619085929142,0,,,,,0,这一段时间就是说,"['zhe', 'yi', 'duan', 'shi', 'jian', 'jiu', 'shi', 'shuo']"
VE05000131,梯、楼梯,1619139674735T0305VE05000131VE000581619139957501,1,,1,,,0,天什么字？,"['tian', 'shen', 'me', 'zi']"
VE05000131,梯、楼梯,1619142411224T0305VE05000131VE000581619142575102,1,,,,,0,可是我可以画画,"['ke', 'shi', 'wo', 'ke', 'yi', 'hua', 'hua']"
VE05000131,梯、楼梯,1619144180422T0305VE05000131VE000581619144361301,梯,,,,3,1,七,['qi']
VE05000131,梯、楼梯,1619144815875T0305VE05000131VE000581619144998885,楼梯,,,,3,1,楼梯,"['lou', 'ti']"
VE05000131,梯、楼梯,1619145438274T0305VE05000131VE000581619145554398,梯,,,1,3,1,指,['zhi']
VE05000131,梯、楼梯,1619159528269T0305VE05000131VE000581619159742314,梯子,,,,4,1,妻子,"['qi', 'zi']"
VE05000131,梯、楼梯,1619160509371T0305VE05000131VE000581619160672071,梯子,,,,3,1,第一次,"['di', 'yi', 'ci']"
VE05000132,浅,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000132,浅,1603T0601VE05000132VE00888,很浅,,,,4,1,很浅,"['hen', 'qian']"
VE05000132,浅,1633T0501VE05000132VE00888,很浅,,,,4,1,很浅,"['hen', 'qian']"
VE05000132,浅,1634T0401VE05000132VE00888,不深,,,,3,0,不三,"['bu', 'san']"
VE05000132,浅,1640T0501VE05000132VE00888,0,,,,,0,他要拿那个碗,"['ta', 'yao', 'na', 'na', 'ge', 'wan']"
VE05000132,浅,1642T0601VE05000132VE00888,0,,,,,0,谁知,"['shui', 'zhi']"
VE05000132,浅,1651T0501VE05000132VE00888,0,,,,,0,嗯是的嗯,"['en', 'shi', 'de', 'en']"
VE05000132,浅,1696T0501VE05000132VE00888,很浅,,,,4,1,很浅,"['hen', 'qian']"
VE05000132,浅,1698T0601VE05000132VE00888,很浅,,,,4,1,很浅,"['hen', 'qian']"
VE05000132,浅,1699T0401VE05000132VE00888,池塘很小,,,,4,0,祠堂很小,"['ci', 'tang', 'hen', 'xiao']"
VE05000132,浅,1729T0601VE05000132VE00888,0,,,,,0,中心的中国,"['zhong', 'xin', 'de', 'zhong', 'guo']"
VE05000132,浅,1619080829589T0503VE05000132VE008881619081055540,0,,,,,0,,['']
VE05000132,浅,1619084456964T0503VE05000132VE008881619084855324,0,,,,,0,那以前前几个小时,"['na', 'yi', 'qian', 'qian', 'ji', 'ge', 'xiao', 'shi']"
VE05000132,浅,1619085457825T0501VE05000132VE008881619085946752,0,,,,,0,嗯因为我没有看到那个,"['en', 'yin', 'wei', 'wo', 'mei', 'you', 'kan', 'dao', 'na', 'ge']"
VE05000132,浅,1619139254929T0401VE05000132VE008881619139487220,1,,,,,0,食堂很温暖,"['shi', 'tang', 'hen', 'wen', 'nuan']"
VE05000132,浅,1619141591862T0401VE05000132VE008881619141861041,0,,,,,0,路程是什么？他在做什么很早,"['lu', 'cheng', 'shi', 'shen', 'me', 'ta', 'zai', 'zuo', 'shen', 'me', 'hen', 'zao']"
VE05000132,浅,1619142948991T0601VE05000132VE008881619143154815,池塘呢很小…,,1,,3,0,池塘呢很小，池塘的意思都不深，嗯嗯是那是什么字很浅，是不是？,"['chi', 'tang', 'ni', 'hen', 'xiao', 'chi', 'tang', 'de', 'yi', 'si', 'du', 'bu', 'shen', 'en', 'en', 'shi', 'na', 'shi', 'shen', 'me', 'zi', 'hen', 'qian', 'shi', 'bu', 'shi']"
VE05000132,浅,1619143106723T0501VE05000132VE008881619143298371,浅,,,,2,1,,['']
VE05000132,浅,1619143408938T0401VE05000132VE008881619143682604,1,,,,,0,等,['deng']
VE05000132,浅,1619143638269T0601VE05000132VE008881619143945538,很小,,,,4,0,很小,"['hen', 'xiao']"
VE05000132,浅,1619144282459T0401VE05000132VE008881619144567973,池塘不深,,,,3,0,你好不行,"['ni', 'hao', 'bu', 'xing']"
VE05000132,浅,1619147264566T0601VE05000132VE008881619147436305,池塘是好的,,,,3,0,吃吃糖是好的,"['chi', 'chi', 'tang', 'shi', 'hao', 'de']"
VE05000132,浅,1619150486548T0501VE05000132VE008881619150739586,池塘里面有小鸭子,,,,4,0,石头里面有小鸭子,"['shi', 'tou', 'li', 'mian', 'you', 'xiao', 'ya', 'zi']"
VE05000132,浅,1619150766729T0501VE05000132VE008881619151076324,池塘有点不深,,,,3,0,嗯食堂有点不适合,"['en', 'shi', 'tang', 'you', 'dian', 'bu', 'shi', 'he']"
VE05000132,浅,1619150769122T0501VE05000132VE008881619151006314,1,,,,,0,我想,"['wo', 'xiang']"
VE05000132,浅,1619159927555T0401VE05000132VE008881619160281114,池塘不深,,,,4,0,吃它不生,"['chi', 'ta', 'bu', 'sheng']"
VE05000132,浅,1619160077023T0401VE05000132VE008881619160323257,0,,,,,0,嗯,['en']
VE05000132,浅,1619160188300T0401VE05000132VE008881619160463970,0,,,,,0,,['']
VE05000132,浅,1619160846656T0401VE05000132VE008881619161221257,1,,,,,0,食堂食堂里有怎么样？大海是深的池塘，怎么样？这边和爱,"['shi', 'tang', 'shi', 'tang', 'li', 'you', 'zen', 'me', 'yang', 'da', 'hai', 'shi', 'shen', 'de', 'chi', 'tang', 'zen', 'me', 'yang', 'zhe', 'bian', 'he', 'ai']"
VE05000133,蔬菜,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000133,蔬菜,1607T0603VE05000133VE00021,蔬菜,,,,4,1,蔬菜,"['shu', 'cai']"
VE05000133,蔬菜,1608T0503VE05000133VE00021,营养,,,,3,0,营养,"['ying', 'yang']"
VE05000133,蔬菜,1635T0503VE05000133VE00021,蔬菜,,,,4,1,嗯蔬菜,"['en', 'shu', 'cai']"
VE05000133,蔬菜,1637T0503VE05000133VE00021,蔬菜,,,,4,1,不怕,"['bu', 'pa']"
VE05000133,蔬菜,1648T0603VE05000133VE00021,蔬菜,,,,4,1,数字,"['shu', 'zi']"
VE05000133,蔬菜,1656T0403VE05000133VE00021,1,,,,,0,,['']
VE05000133,蔬菜,1690T0603VE05000133VE00021,蔬菜,,,,5,1,蔬菜,"['shu', 'cai']"
VE05000133,蔬菜,1703T0503VE05000133VE00021,1,,,,,0,我我也知道,"['wo', 'wo', 'ye', 'zhi', 'dao']"
VE05000133,蔬菜,1619080829589T0503VE05000133VE000211619080911735,1,,,,,0,我问了很长时间啊,"['wo', 'wen', 'le', 'hen', 'chang', 'shi', 'jian', 'a']"
VE05000133,蔬菜,1619084456964T0503VE05000133VE000211619084563065,0,,,,,0,等一下我来,"['deng', 'yi', 'xia', 'wo', 'lai']"
VE05000133,蔬菜,1619084459872T0505VE05000133VE000211619085059082,0,,,,,0,而且我还以为,"['er', 'qie', 'wo', 'huan', 'yi', 'wei']"
VE05000133,蔬菜,1619139604818T0403VE05000133VE000211619139806304,蔬菜,,,,4,1,苏泰苏,"['su', 'tai', 'su']"
VE05000133,蔬菜,1619139815024T0403VE05000133VE000211619140107282,蔬菜,,,,3,1,铅笔最好是说差,"['qian', 'bi', 'zui', 'hao', 'shi', 'shuo', 'cha']"
VE05000133,蔬菜,1619141495940T0603VE05000133VE000211619141721174,督菜,,,,3,0,,['']
VE05000133,蔬菜,1619142316969T0303VE05000133VE000211619142491568,水果,,,,3,0,水果,"['shui', 'guo']"
VE05000133,蔬菜,1619142537825T0403VE05000133VE000211619142727972,1,,,,,0,还辣椒，还有一个发曲径很值得的是什么这个还？这个,"['huan', 'la', 'jiao', 'huan', 'you', 'yi', 'ge', 'fa', 'qu', 'jing', 'hen', 'zhi', 'de', 'de', 'shi', 'shen', 'me', 'zhe', 'ge', 'huan', 'zhe', 'ge']"
VE05000133,蔬菜,1619142962567T0303VE05000133VE000211619143163663,1,,,,,0,广东,"['guang', 'dong']"
VE05000133,蔬菜,1619143370389T0303VE05000133VE000211619143678517,1,,,,,0,噢西红柿、黄瓜、桃子,"['o', 'xi', 'hong', 'shi', 'huang', 'gua', 'tao', 'zi']"
VE05000133,蔬菜,1619143827338T0503VE05000133VE000211619144080264,0,,,,,0,我,['wo']
VE05000133,蔬菜,1619143861114T0503VE05000133VE000211619144063989,0,,,,,0,有营养的,"['you', 'ying', 'yang', 'de']"
VE05000133,蔬菜,1619145844860T0403VE05000133VE000211619146042336,蔬菜,,,,5,1,,['']
VE05000133,蔬菜,1619145854781T0303VE05000133VE000211619146149511,1,,,,,0,嗯是的,"['en', 'shi', 'de']"
VE05000133,蔬菜,1619146370165T0403VE05000133VE000211619146538085,1,,,,,0,青椒、黄瓜、西红柿,"['qing', 'jiao', 'huang', 'gua', 'xi', 'hong', 'shi']"
VE05000133,蔬菜,1619146985861T0603VE05000133VE000211619147151730,蔬菜,,,,4,1,蔬菜,"['shu', 'cai']"
VE05000133,蔬菜,1619151162643T0603VE05000133VE000211619151403015,菜,,,,2,0,唉你,"['ai', 'ni']"
VE05000133,蔬菜,1619151561817T0603VE05000133VE000211619151728530,1,,,,,0,黄瓜、西红柿、青椒,"['huang', 'gua', 'xi', 'hong', 'shi', 'qing', 'jiao']"
VE05000133,蔬菜,1619151774789T0503VE05000133VE000211619151927974,蔬菜,,,,3,1,蔬菜,"['shu', 'cai']"
VE05000133,蔬菜,1619151818581T0603VE05000133VE000211619151994433,这蔬菜,,,,3,1,有蔬菜吃蔬菜,"['you', 'shu', 'cai', 'chi', 'shu', 'cai']"
VE05000133,蔬菜,1619151922067T0503VE05000133VE000211619152085020,零食,,,,3,0,,['']
VE05000133,蔬菜,1619152468113T0403VE05000133VE000211619152832951,蔬菜,,,,4,1,吃菜,"['chi', 'cai']"
VE05000133,蔬菜,1619158434621T0503VE05000133VE000211619158808937,0,,,,,0,这是什么多少人啊？,"['zhe', 'shi', 'shen', 'me', 'duo', 'shao', 'ren', 'a']"
VE05000133,蔬菜,1619158454553T0303VE05000133VE000211619158845986,1,,,,,0,那好这个呢那就是不是都交,"['na', 'hao', 'zhe', 'ge', 'ni', 'na', 'jiu', 'shi', 'bu', 'shi', 'du', 'jiao']"
VE05000133,蔬菜,1619159108358T0403VE05000133VE000211619159344085,蔬菜,,,,4,1,蔬菜,"['shu', 'cai']"
VE05000133,蔬菜,1619160121792T0403VE05000133VE000211619160347536,1,,,,,0,黄瓜、青椒、西红柿它们都是什么？呀嗯是他们是肉吗？啊是肉，啊肉不是肉，他们是蔬菜蔬菜,"['huang', 'gua', 'qing', 'jiao', 'xi', 'hong', 'shi', 'ta', 'men', 'du', 'shi', 'shen', 'me', 'ya', 'en', 'shi', 'ta', 'men', 'shi', 'rou', 'ma', 'a', 'shi', 'rou', 'a', 'rou', 'bu', 'shi', 'rou', 'ta', 'men', 'shi', 'shu', 'cai', 'shu', 'cai']"
VE05000133,蔬菜,1619160775255T0303VE05000133VE000211619161018062,0,,,,,0,真的啊,"['zhen', 'de', 'a']"
VE05000134,搬,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000134,搬,1619084459872T0505VE05000134VE005601619084930484,0,,,,,0,啊就是工商,"['a', 'jiu', 'shi', 'gong', 'shang']"
VE05000134,搬,1619142316969T0303VE05000134VE005601619142438919,搬桌子,,,,3,1,把桌子,"['ba', 'zhuo', 'zi']"
VE05000134,搬,1619142962567T0303VE05000134VE005601619143121949,搬桌子,,,,3,1,好多字,"['hao', 'duo', 'zi']"
VE05000134,搬,1619143370389T0303VE05000134VE005601619143545570,1,,,,,0,谁能动着画画勒,"['shui', 'neng', 'dong', 'zhao', 'hua', 'hua', 'le']"
VE05000134,搬,1619145854781T0303VE05000134VE005601619146104677,搬桌子,,,,3,1,再把脖子,"['zai', 'ba', 'bo', 'zi']"
VE05000134,搬,1619158454553T0303VE05000134VE005601619158799423,桌子,,,,4,0,,['']
VE05000134,搬,1619160775255T0303VE05000134VE005601619160948303,搬桌子,,,1,5,1,搬桌子,"['ban', 'zhuo', 'zi']"
VE05000135,皮鞭,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000135,皮鞭,1656T0403VE05000135VE00141,绳子,,,,3,0,神仙,"['shen', 'xian']"
VE05000135,皮鞭,1619085457825T0501VE05000135VE001411619085900906,0,,,,,0,行了然后有点,"['xing', 'le', 'ran', 'hou', 'you', 'dian']"
VE05000135,皮鞭,1619139604818T0403VE05000135VE001411619139842187,这个是绳子,,,,4,0,这个是神者，这个是,"['zhe', 'ge', 'shi', 'shen', 'zhe', 'zhe', 'ge', 'shi']"
VE05000135,皮鞭,1619139815024T0403VE05000135VE001411619140147848,0,,,,,0,三五个多少？,"['san', 'wu', 'ge', 'duo', 'shao']"
VE05000135,皮鞭,1619142537825T0403VE05000135VE001411619142768608,绳子,,1,,4,0,这是什么三只啊,"['zhe', 'shi', 'shen', 'me', 'san', 'zhi', 'a']"
VE05000135,皮鞭,1619145844860T0403VE05000135VE001411619146096709,绳子,,,,4,0,嗯这是,"['en', 'zhe', 'shi']"
VE05000135,皮鞭,1619146370165T0403VE05000135VE001411619146595380,树枝,,,,4,0,数字,"['shu', 'zi']"
VE05000135,皮鞭,1619152468113T0403VE05000135VE001411619152891072,绳子,,,,3,0,层次,"['ceng', 'ci']"
VE05000135,皮鞭,1619159108358T0403VE05000135VE001411619159374792,1,,,,,0,不是,"['bu', 'shi']"
VE05000135,皮鞭,1619160121792T0403VE05000135VE001411619160414759,绳子,,,,4,0,绳子,"['sheng', 'zi']"
VE05000135,皮鞭,1619162540937T0605VE05000135VE001411619162746529,0,,,,,0,,['']
VE05000136,影子,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000136,影子,1603T0601VE05000136VE00156,这个是影子,,,,4,1,这个是影子,"['zhe', 'ge', 'shi', 'ying', 'zi']"
VE05000136,影子,1633T0501VE05000136VE00156,阴影,,,,3,0,阴阳,"['yin', 'yang']"
VE05000136,影子,1640T0501VE05000136VE00156,影子,,,,3,1,嗯嗯嗯嗯紧致,"['en', 'en', 'en', 'en', 'jin', 'zhi']"
VE05000136,影子,1642T0601VE05000136VE00156,0,,,,,0,,['']
VE05000136,影子,1651T0501VE05000136VE00156,1,,,,,0,,['']
VE05000136,影子,1696T0501VE05000136VE00156,1,,,,,0,不知道,"['bu', 'zhi', 'dao']"
VE05000136,影子,1698T0601VE05000136VE00156,树的影子,,,,5,1,书的影子,"['shu', 'de', 'ying', 'zi']"
VE05000136,影子,1729T0601VE05000136VE00156,0,,,,,0,学生我今天不知道这个问题,"['xue', 'sheng', 'wo', 'jin', 'tian', 'bu', 'zhi', 'dao', 'zhe', 'ge', 'wen', 'ti']"
VE05000136,影子,1619085457825T0501VE05000136VE001561619085883789,0,,,,,0,那不是个坑吗？,"['na', 'bu', 'shi', 'ge', 'keng', 'ma']"
VE05000136,影子,1619142948991T0601VE05000136VE001561619143169134,1,,1,,,0,这是一个椅子，是大树的椅子嗯，所以叫树影,"['zhe', 'shi', 'yi', 'ge', 'yi', 'zi', 'shi', 'da', 'shu', 'de', 'yi', 'zi', 'en', 'suo', 'yi', 'jiao', 'shu', 'ying']"
VE05000136,影子,1619143106723T0501VE05000136VE001561619143304348,0,,,,,0,嗯,['en']
VE05000136,影子,1619143638269T0601VE05000136VE001561619143952115,1,,1,,,0,树大树的什么？呀大树的影子,"['shu', 'da', 'shu', 'de', 'shen', 'me', 'ya', 'da', 'shu', 'de', 'ying', 'zi']"
VE05000136,影子,1619147264566T0601VE05000136VE001561619147445787,树,,,,3,0,书,['shu']
VE05000136,影子,1619150486548T0501VE05000136VE001561619150747209,大树的影子,,1,,3,1,大树大树的什么大树的影子啊,"['da', 'shu', 'da', 'shu', 'de', 'shen', 'me', 'da', 'shu', 'de', 'ying', 'zi', 'a']"
VE05000136,影子,1619150766729T0501VE05000136VE001561619151083991,0,,,,,0,有多少、水杯、杯子,"['you', 'duo', 'shao', 'shui', 'bei', 'bei', 'zi']"
VE05000136,影子,1619150769122T0501VE05000136VE001561619151012576,1,,,,,0,旗杆嗯,"['qi', 'gan', 'en']"
VE05000137,胳膊、胳膊肘、手肘,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000137,胳膊、胳膊肘、手肘,1609T0604VE05000137VE00611,1,,,,,0,这是肌肉吧,"['zhe', 'shi', 'ji', 'rou', 'ba']"
VE05000137,胳膊、胳膊肘、手肘,1636T0504VE05000137VE00611,1,,,,,0,车间,"['che', 'jian']"
VE05000137,胳膊、胳膊肘、手肘,1645T0504VE05000137VE00611,0,,,,,0,嗯这个是,"['en', 'zhe', 'ge', 'shi']"
VE05000137,胳膊、胳膊肘、手肘,1697T0504VE05000137VE00611,腿的膝盖,,,,3,0,腿的膝盖,"['tui', 'de', 'xi', 'gai']"
VE05000137,胳膊、胳膊肘、手肘,1619084456964T0503VE05000137VE006111619084673432,0,,,,,0,卡住了吗？这是没关系,"['qia', 'zhu', 'le', 'ma', 'zhe', 'shi', 'mei', 'guan', 'xi']"
VE05000137,胳膊、胳膊肘、手肘,1619084459872T0505VE05000137VE006111619085084540,0,,,,,0,我不需要成就儿嘛,"['wo', 'bu', 'xu', 'yao', 'cheng', 'jiu', 'er', 'ma']"
VE05000137,胳膊、胳膊肘、手肘,1619140774883T0604VE05000137VE006111619141004058,胳膊…,,1,,4,1,胳膊胳膊那这个呢这个是膝盖，手上的这一块是什么？这个是膝盖,"['ge', 'bo', 'ge', 'bo', 'na', 'zhe', 'ge', 'ni', 'zhe', 'ge', 'shi', 'xi', 'gai', 'shou', 'shang', 'de', 'zhe', 'yi', 'kuai', 'shi', 'shen', 'me', 'zhe', 'ge', 'shi', 'xi', 'gai']"
VE05000137,胳膊、胳膊肘、手肘,1619141078429T0504VE05000137VE006111619141263744,0,,,,,0,嗯,['en']
VE05000137,胳膊、胳膊肘、手肘,1619143073964T0504VE05000137VE006111619143371765,0,,,,,0,块钱,"['kuai', 'qian']"
VE05000137,胳膊、胳膊肘、手肘,1619144432917T0604VE05000137VE006111619144754127,胳膊…,,1,,5,1,胳膊胳膊这个呢这是一块，骨头它是什么？木头这是什么？,"['ge', 'bo', 'ge', 'bo', 'zhe', 'ge', 'ni', 'zhe', 'shi', 'yi', 'kuai', 'gu', 'tou', 'ta', 'shi', 'shen', 'me', 'mu', 'tou', 'zhe', 'shi', 'shen', 'me']"
VE05000137,胳膊、胳膊肘、手肘,1619146069733T0504VE05000137VE006111619146285433,0,,,,,0,,['']
VE05000137,胳膊、胳膊肘、手肘,1619146546065T0604VE05000137VE006111619146773136,额胳膊,,,,4,1,嗯不,"['en', 'bu']"
VE05000137,胳膊、胳膊肘、手肘,1619146580306T0604VE05000137VE006111619146774551,膀,,,,3,0,大,['da']
VE05000137,胳膊、胳膊肘、手肘,1619151445887T0504VE05000137VE006111619151675323,肩膀,,,,4,0,肩膀嘛,"['jian', 'bang', 'ma']"
VE05000138,旧,------------------------------------------------,--------------------,------------,--------------,------------,--------,----------,---------------------,
VE05000138,旧,1605T0502VE05000138VE01190,很旧,,,,4,1,很旧,"['hen', 'jiu']"
VE05000138,旧,1606T0602VE05000138VE01190,很脏,,,,4,0,很脏,"['hen', 'zang']"
VE05000138,旧,1629T0502VE05000138VE01190,0,,,,,0,万元,"['wan', 'yuan']"
VE05000138,旧,1632T0402VE05000138VE01190,1,,,,,0,不行,"['bu', 'xing']"
VE05000138,旧,1643T0502VE05000138VE01190,很恨脏,,,,3,0,唉唉张,"['ai', 'ai', 'zhang']"
VE05000138,旧,1646T0602VE05000138VE01190,很旧,,,,4,1,很旧,"['hen', 'jiu']"
VE05000138,旧,1659T0302VE05000138VE01190,0,,,,,0,第一个是多少？是,"['di', 'yi', 'ge', 'shi', 'duo', 'shao', 'shi']"
VE05000138,旧,1691T0602VE05000138VE01190,脏,,,,4,0,在,['zai']
VE05000138,旧,1701T0402VE05000138VE01190,1,,,,,0,这个很坏的,"['zhe', 'ge', 'hen', 'huai', 'de']"
VE05000138,旧,1702T0502VE05000138VE01190,很旧,,,,4,1,很旧,"['hen', 'jiu']"
VE05000138,旧,1727T0302VE05000138VE01190,0,,,,,0,,['']
VE05000138,旧,1619085457825T0501VE05000138VE011901619085868476,0,,,,,0,就是那那那你可以你这个空间不是你自己,"['jiu', 'shi', 'na', 'na', 'na', 'ni', 'ke', 'yi', 'ni', 'zhe', 'ge', 'kong', 'jian', 'bu', 'shi', 'ni', 'zi', 'ji']"
VE05000138,旧,1619140034682T0502VE05000138VE011901619140206721,很脏,,,,3,0,重大,"['zhong', 'da']"
VE05000138,旧,1619140502232T0502VE05000138VE011901619140682592,脏,,,,3,0,三,['san']
VE05000138,旧,1619140594192T0402VE05000138VE011901619140768636,1,,,,,0,是什么不是？,"['shi', 'shen', 'me', 'bu', 'shi']"
VE05000138,旧,1619141185300T0402VE05000138VE011901619141502074,臭,,,,3,0,臭,['chou']
VE05000138,旧,1619142213345T0602VE05000138VE011901619142441335,很旧,,1,,4,1,这个叫嗯,"['zhe', 'ge', 'jiao', 'en']"
VE05000138,旧,1619142625407T0402VE05000138VE011901619142823578,1,,,,,0,写的是,"['xie', 'de', 'shi']"
